,A1,A2,A3,A4,Class
0,4,4,1000,46,0
1,3,4,1000,29,1
2,2,14,3500,48,1
3,23,3,750,39,0
4,11,2,500,25,0
5,23,3,750,35,0
6,4,3,750,24,0
7,3,10,2500,33,1
8,11,2,500,11,0
9,11,1,250,11,1
10,14,1,250,14,0
11,4,5,1250,23,0
12,21,2,500,21,0
13,5,11,2750,75,0
14,4,6,1500,35,0
15,14,1,250,14,0
16,2,3,750,38,1
17,14,4,1000,38,0
18,11,2,500,17,0
19,14,3,750,19,1
20,2,2,500,22,0
21,21,2,500,25,0
22,22,1,250,22,1
23,14,1,250,14,0
24,4,2,500,59,0
25,12,15,3750,71,0
26,11,5,1250,35,0
27,9,2,500,16,1
28,2,2,500,11,1
29,11,8,2000,41,1
30,4,6,1500,28,1
31,2,2,500,11,1
32,2,3,750,22,0
33,11,2,500,26,0
34,2,1,250,2,0
35,11,1,250,11,0
36,4,1,250,4,0
37,3,16,4000,74,0
38,9,9,2250,54,0
39,11,12,3000,58,0
40,16,7,1750,38,0
41,23,38,9500,98,0
42,21,1,250,21,0
43,2,21,5250,52,1
44,7,10,2500,47,0
45,4,7,1750,28,0
46,9,2,500,52,0
47,16,3,750,34,0
48,13,3,750,16,0
49,16,2,500,16,0
50,4,5,1250,16,1
51,16,4,1000,28,0
52,9,3,750,14,0
53,16,4,1000,33,0
54,11,9,2250,72,1
55,2,4,1000,14,1
56,2,1,250,2,0
57,4,2,500,4,1
58,21,3,750,40,0
59,11,1,250,11,0
60,4,5,1250,46,0
61,14,4,1000,64,0
62,14,1,250,14,0
63,2,3,750,22,0
64,2,3,750,21,0
65,16,1,250,16,0
66,23,4,1000,45,0
67,1,9,2250,51,0
68,23,1,250,23,0
69,4,4,1000,4,1
70,14,3,750,21,0
71,2,4,1000,14,1
72,11,2,500,16,0
73,21,3,750,35,0
74,2,5,1250,47,1
75,14,1,250,14,0
76,2,12,3000,95,0
77,16,3,750,46,0
78,4,2,500,52,0
79,14,1,250,14,0
80,4,6,1500,38,1
81,13,8,2000,26,0
82,2,9,2250,74,0
83,23,4,1000,87,0
84,2,6,1500,35,1
85,4,1,250,4,1
86,5,6,1500,28,0
87,14,6,1500,51,0
88,14,7,1750,26,0
89,11,1,250,11,0
90,2,2,500,4,1
91,4,6,1500,46,0
92,23,1,250,23,0
93,16,3,750,40,0
94,23,3,750,28,0
95,4,9,2250,52,0
96,0,2,500,4,0
97,4,11,2750,61,0
98,2,11,2750,40,1
99,11,1,250,11,0
100,2,3,750,9,1
101,12,9,2250,60,0
102,4,1,250,4,0
103,11,5,1250,35,0
104,21,1,250,21,0
105,7,12,3000,86,0
106,8,8,2000,52,1
107,2,1,250,2,0
108,4,23,5750,58,0
109,10,4,1000,16,0
