,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,Class
0,1.430509,-0.086494,-1.368644,-0.41711899999999996,-0.40151,1.301772,-0.272061,-0.41663500000000003,-0.298983,-0.022182,-1.228078,-0.22224699999999997,-1.0178479999999999,0.5015850000000001,1.210361,1.1968299999999998,1.5775190000000001,-0.090797,0.025787,-1.051384,0.432609,1
1,-0.7278439999999999,1.219501,-0.357491,0.5204840000000001,1.333133,-0.09443700000000001,0.6226149999999999,0.354089,-1.03903,-0.138243,-1.6716330000000001,0.36547199999999996,-0.25016700000000003,-0.42319700000000005,1.3281530000000001,0.430104,0.913291,0.8202729999999999,-0.8603729999999999,1.047017,1.445491,1
2,-1.381291,-0.183956,-0.676323,0.577555,1.282114,1.776346,1.51099,1.8813959999999998,0.883641,0.387901,-1.406931,-2.486923,-0.8849799999999999,-1.438372,-0.8044979999999999,-0.370251,0.155204,-1.001866,-0.146019,-0.29178200000000004,-0.09890299999999999,1
3,-1.717915,-0.339896,0.088874,1.074892,-0.940853,-0.342041,-1.632976,-0.16208399999999998,-0.124855,1.8425340000000001,1.8911189999999998,1.681962,0.510133,0.244315,-0.9532879999999999,0.49063500000000004,-1.129933,-0.49298000000000003,-0.7518640000000001,0.258929,-0.30950300000000003,2
4,-1.272383,-0.22294099999999997,-1.2046729999999999,0.014993000000000001,-0.066243,-1.7863959999999999,-1.834593,-1.43484,-1.887907,1.030106,-0.8703719999999999,-0.700258,0.133674,0.355567,1.737324,0.773113,1.758016,0.6397,1.056627,-0.757039,0.372438,3
5,1.6681259999999998,-2.074725,0.298392,-0.9307620000000001,1.063461,-0.940416,-0.782404,-1.965155,-1.575927,-0.339415,-1.442701,0.898337,1.329485,1.481994,1.37775,1.465857,1.801336,2.60958,1.6263020000000001,-1.592601,1.174721,3
6,0.36123299999999997,-1.022132,-2.543768,-1.8276,-0.357779,0.9441219999999999,-1.280146,-2.41062,-2.461081,-2.157706,-2.06511,0.341963,-0.22064,1.3776950000000001,1.396348,1.0354139999999998,1.9746130000000002,1.1157549999999998,-0.064637,0.48681,0.242067,1
7,0.707758,-0.729745,0.562567,0.096524,-0.321337,-0.438331,1.120357,0.799554,0.375765,1.7342099999999998,1.11132,-0.43382600000000004,0.12629200000000002,-0.019909,-2.007214,-0.854499,-1.079394,-0.402694,-1.719407,1.1229770000000001,-0.800901,2
8,-0.708043,-0.719999,-1.3777540000000001,-1.354722,0.19614,-0.699691,-0.076744,-0.303501,-0.045045999999999996,-0.695336,0.553298,1.360675,2.318612,0.36252,0.348621,-1.6145,0.212963,-1.108568,-1.638024,-0.652593,0.56298,3
9,0.846368,0.9563530000000001,-0.157082,1.4662389999999998,1.996378,2.340332,1.6748040000000002,1.796546,0.6442140000000001,0.364689,0.016738999999999997,-0.872656,-2.309618,-0.784766,-1.901821,-0.504764,-2.025198,-0.9526190000000001,0.830566,-0.747544,-0.891158,2
10,-0.034795,-0.61279,-0.54879,-1.2650379999999999,-0.6420279999999999,0.029363999999999998,-0.076744,1.443003,0.564405,2.492476,0.9682370000000001,-0.120376,1.7723779999999998,-0.207646,-1.616641,-0.726711,-1.043295,-2.192002,-0.245486,-0.728554,0.432609,2
11,-0.084299,1.424172,1.874334,1.7189849999999998,1.9599360000000001,0.256334,1.435383,2.022814,1.253664,-0.09955599999999999,-1.135074,-0.386808,-0.48637600000000003,-1.577437,-1.399656,-0.020516,-0.523464,-0.099005,0.007702,-2.532609,-1.733555,2
12,-1.737716,-0.661521,0.7994140000000001,2.47722,2.819969,0.9991450000000001,1.618099,1.33694,-0.204664,0.07840499999999999,-1.528551,-1.515228,-2.722985,-1.299307,-2.968147,-0.948658,-1.433168,-0.755631,-0.724737,0.33489,-1.5931549999999999,2
13,-0.153603,-0.61279,1.4552969999999998,-0.327435,0.203428,-1.841419,-2.118116,-1.562116,-1.575927,-1.3917030000000001,0.9682370000000001,0.467343,0.524896,1.57934,1.755923,1.055591,2.090131,1.0993389999999998,0.930033,1.7591439999999998,-0.9212440000000001,3
14,-1.302085,-0.749238,0.8176329999999999,-1.411793,-1.115775,0.105021,-0.303563,0.26216799999999996,1.202876,2.484739,1.762345,0.6475770000000001,-0.18373299999999998,1.28035,-0.940888,-1.2109590000000001,-1.425948,-0.066173,-0.44442,-0.880474,1.605948,2
15,-0.20310699999999998,0.225385,0.662772,0.44710600000000006,1.7850139999999999,0.634618,1.114056,0.778341,1.790561,0.008768000000000001,1.9197349999999997,-0.512188,1.3516290000000002,-1.243681,-0.8478950000000001,-1.4934370000000001,0.306822,-0.6078899999999999,-0.769949,-0.22531700000000002,0.42258,2
16,-0.6189359999999999,0.137669,-0.093316,-1.240579,0.648022,1.04729,-0.335066,-1.031801,0.17261500000000002,-1.082206,-2.508665,-1.240959,-0.44946800000000003,0.119157,0.596604,0.134174,1.310384,0.9515979999999999,0.803438,-0.652593,-1.783698,1
17,0.331531,0.9563530000000001,-0.466805,-0.40081300000000003,-0.831526,-0.624034,-0.290962,-1.088368,-2.664231,-1.87916,-1.013454,-0.700258,1.056367,1.287303,2.0411029999999997,1.546565,1.064908,0.007697,2.06034,0.097514,0.9841790000000001,1
18,-1.549603,-0.807715,0.6445529999999999,0.650933,2.2368959999999998,1.2467489999999999,1.378679,1.2167350000000001,1.043259,-0.865559,-0.169268,-0.480843,-1.069518,-1.827755,-1.275665,-0.9083040000000001,-0.978316,0.37705,-0.317826,0.23993899999999999,-0.159075,2
19,0.41073699999999996,1.307217,1.446188,-0.60464,0.531407,-1.002317,-0.360268,-2.24799,-2.482847,-1.028045,-1.242386,0.13822,0.296068,0.765809,2.096899,1.169927,3.3608279999999997,0.8120649999999999,1.8071509999999997,0.8950959999999999,1.425434,1
20,0.38103400000000004,0.663966,1.9472099999999999,-0.17252699999999999,1.508054,0.951,2.153644,0.396514,1.935668,1.548512,-0.369583,1.846523,-1.224531,-1.02813,-1.052481,-1.3252959999999998,-1.700304,-2.471068,-0.363038,-0.747544,1.38532,2
21,-0.5595319999999999,0.274117,1.036261,1.246107,-0.671181,0.6758850000000001,-0.668994,-0.45906,-1.068052,-0.339415,-0.741598,-0.339791,-0.242785,0.870108,1.8427169999999997,-0.585472,1.014369,0.721779,1.282689,1.160957,2.297917,1
22,-0.153603,0.030461000000000002,0.371268,1.629301,2.185877,2.656714,2.985314,1.223806,1.710752,-0.393577,-0.7630600000000001,-2.322362,-1.6378979999999999,-1.7582220000000002,-0.971886,-1.5741459999999998,-0.9133370000000001,-0.9279959999999999,-1.267284,0.762166,1.214835,2
23,-1.341688,0.57625,0.635443,0.9281370000000001,0.094102,-0.335163,0.458801,0.764199,0.9271729999999999,0.186728,0.825155,1.109915,0.554422,0.38338,-0.792099,-1.654854,-2.032418,0.9515979999999999,-0.344953,-0.766534,2.3881740000000002,2
24,-0.1041,1.0343229999999999,-2.68952,-0.270364,-0.160992,0.34574699999999997,0.698221,0.537932,0.42655299999999996,1.726473,1.4618719999999998,1.39202,0.14105499999999999,1.363789,-0.6309100000000001,-2.287066,-1.6064450000000001,-1.683116,-2.8225860000000003,-1.2033049999999998,-0.961358,2
25,0.123616,0.25462399999999996,0.5443479999999999,-0.38450700000000004,-1.830039,-1.73825,-0.536683,-1.166147,-1.53965,-0.896509,1.23294,1.07857,1.632128,0.459866,0.9251809999999999,1.1093959999999998,-1.5270270000000001,0.097983,0.224721,0.52479,-0.11896099999999998,3
26,0.489942,-0.8467,-0.175301,-0.033925,-0.32862600000000003,-1.580059,-0.668994,-0.5792649999999999,-0.298983,1.409239,0.38159899999999997,0.671085,1.2482879999999998,1.30121,1.588535,-0.168481,0.7472340000000001,1.304535,0.48695200000000005,0.638731,1.234892,3
