,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Class
0,89,53,9,0.0,0.0,2.111111,1.718519,2.833333,3.011111,27.074074,22.777779000000002,38.333335999999996,20.11111,-12.888889,33.77778,-20.88889,38.333335999999996,0.47477299999999995,-1.937482,BRICKFACE
1,54,134,9,0.0,0.0,0.22222199999999998,0.02963,0.055555999999999994,0.018519,0.518518,0.0,1.555556,0.0,-1.555556,3.111111,-1.555556,1.555556,1.0,-2.094395,WINDOW
2,244,194,9,0.0,0.0,1.7222220000000001,1.14342,2.277778,2.03761,49.74074,44.444443,61.66666800000001,43.11111,-15.888889,35.77778,-19.88889,61.66666800000001,0.30085300000000004,-2.0218380000000002,PATH
3,155,80,9,0.0,0.0,0.999999,0.177779,1.444445,0.696294,96.333336,82.44444,119.33333600000002,87.22222,-41.666668,69.0,-27.333334000000004,119.33333600000002,0.30905900000000003,-2.228712,SKY
4,51,15,9,0.0,0.0,0.722226,0.28518499999999997,1.222221,0.785184,132.22223,123.0,145.33334,128.33334,-27.666665999999996,39.333332,-11.666667,145.33334,0.153616,-2.341041,SKY
5,64,49,9,0.0,0.0,0.9444469999999999,0.240742,0.722225,0.41852,108.88888500000002,97.111115,128.88889,100.666664,-35.333332,60.0,-24.666666,128.88889,0.246491,-2.211659,SKY
6,83,143,9,0.0,0.0,1.277777,1.103866,1.222221,0.544331,50.37037,43.0,64.77778,43.333332,-22.11111,43.22222,-21.11111,64.77778,0.341229,-2.108995,CEMENT
7,147,111,9,0.0,0.0,0.388889,0.151852,0.444445,0.118519,5.666666,7.0,7.0,3.0,4.0,4.0,-8.0,7.333334,0.59127,-1.041434,BRICKFACE
8,249,58,9,0.0,0.0,1.333333,0.942809,0.277778,0.327731,8.851851,6.0,14.555554999999998,6.0,-8.555555,17.11111,-8.555555,14.555554999999998,0.607768,-2.085342,WINDOW
9,8,93,9,0.0,0.0,0.833333,0.45946800000000004,1.055556,0.928959,19.88889,15.111111,28.888890000000004,15.666667000000002,-14.333332999999998,27.0,-12.666667,28.888890000000004,0.480246,-2.136215,WINDOW
10,163,131,9,0.0,0.0,0.166667,0.18257400000000001,0.277778,0.250924,1.555556,0.8888889999999999,3.666667,0.11111099999999999,-2.0,6.333334,-4.333334,3.666667,0.9722219999999999,-1.871048,WINDOW
11,150,158,9,0.0,0.0,2.166667,1.633334,1.388889,0.41851800000000006,8.444445,7.0,12.222222,6.111111,-4.333334,11.333333,-7.0,12.222222,0.5030859999999999,-1.9434490000000002,CEMENT
12,160,30,9,0.0,0.0,0.222221,0.272165,0.611109,0.6116159999999999,111.22222,97.666664,129.0,107.0,-40.666668,53.33333199999999,-12.666667,129.0,0.24285,-2.405295,SKY
13,40,95,9,0.0,0.11111099999999999,1.277778,1.574074,1.611111,1.218518,4.629630000000001,1.0,9.222222,3.666667,-10.888889,13.777778,-2.888889,9.222222,0.907099,-2.429449,FOLIAGE
14,146,97,9,0.0,0.0,10.111111,4.597905,0.611111,0.574133,47.962963,46.0,54.33333199999999,43.555557,-5.888889,19.11111,-13.222222,54.33333199999999,0.197115,-1.8407349999999998,CEMENT
15,230,41,9,0.0,0.0,0.888891,0.68853,1.888889,1.241266,121.48148,110.22222,138.88889,115.33333600000002,-33.77778,52.22222,-18.444445,138.88889,0.20639200000000002,-2.2808029999999997,SKY
16,249,87,9,0.0,0.0,14.388889,327.26297,13.388889,62.018505000000005,31.703703000000004,28.222221,39.444443,27.444445,-10.444445,23.222220999999998,-12.777778,39.444443,0.31248200000000004,-2.013382,CEMENT
17,18,90,9,0.0,0.0,1.055556,0.37407399999999996,0.666667,0.22222199999999998,2.8148150000000003,0.555556,6.888889,1.0,-6.777778,12.222222,-5.444445,6.888889,0.9261459999999999,-2.164323,FOLIAGE
18,167,135,9,0.0,0.0,0.611111,0.10740699999999999,0.611111,0.151852,31.185184000000003,24.0,43.11111,26.444445,-21.555555,35.77778,-14.222222,43.11111,0.443136,-2.227801,WINDOW
19,122,91,9,0.0,0.0,2.222222,2.029629,2.166666,1.277778,22.481482,22.0,28.777779,16.666667999999998,-1.444444,18.88889,-17.444445,28.777779,0.420716,-1.630409,BRICKFACE
20,71,113,9,0.0,0.0,0.722222,0.24074099999999998,0.722222,0.151852,5.481482,7.111111,6.333334,3.0,4.888889,2.555556,-7.444445,7.111111,0.580026,-0.851202,BRICKFACE
21,188,110,9,0.0,0.0,0.777778,0.518518,0.777778,0.9629629999999999,4.222222,2.777778,7.444445,2.444444,-4.333334,9.666667,-5.333334,7.444445,0.675265,-2.021228,WINDOW
22,163,68,9,0.0,0.0,1.833334,2.2111099999999997,1.555556,0.9629629999999999,56.77778000000001,52.0,68.22222,50.11111,-14.333332999999998,34.333332,-20.0,68.22222,0.26505300000000004,-1.9843080000000002,CEMENT
23,6,51,9,0.0,0.0,1.666667,1.999999,1.611111,2.107407,19.592592,18.777779000000002,25.666666,14.333332999999998,-2.444444,18.222220999999998,-15.777778,25.666666,0.44286099999999995,-1.6812900000000002,BRICKFACE
24,205,106,9,0.0,0.0,0.777778,0.45542,0.388889,0.13608199999999998,17.481482,14.111111,24.0,14.333332999999998,-10.111111,19.555555,-9.444445,24.0,0.416401,-2.117671,WINDOW
25,95,109,9,0.0,0.0,1.0,0.488889,1.9444439999999998,2.729629,17.25926,19.222220999999998,20.0,12.555555,5.888889,8.222222,-14.111111,20.444445,0.384997,-1.131204,BRICKFACE
26,185,110,9,0.0,0.0,18.444445,375.09625,1.277777,0.5962970000000001,50.666668,46.11111,60.44444300000001,45.444443,-13.666667000000002,29.333334000000004,-15.666667000000002,60.44444300000001,0.24925300000000003,-2.032518,CEMENT
27,202,140,9,0.0,0.0,0.722222,0.49065299999999995,0.44444399999999995,0.344265,1.037037,0.777778,1.888889,0.44444399999999995,-0.777778,2.555556,-1.7777779999999999,1.888889,0.814815,-1.838877,WINDOW
28,215,193,9,0.0,0.0,1.999999,0.5163989999999999,4.833334,1.295292,45.22222,40.88889,55.33333199999999,39.444443,-13.0,30.333334000000004,-17.333334,55.33333199999999,0.289242,-2.000118,PATH
29,147,182,9,0.0,0.0,2.277779,1.705113,2.944445,1.597452,43.592594,40.333335999999996,52.55555699999999,37.88889,-9.777778,26.888890000000004,-17.11111,52.55555699999999,0.278669,-1.9191669999999998,PATH
30,116,211,9,0.0,0.0,1.7222220000000001,1.129629,1.611111,1.707407,13.740741,11.111111,12.333333,17.777779000000002,-7.888889,-4.222222,12.111111,17.777779000000002,0.375346,2.2920409999999998,GRASS
31,248,13,9,0.0,0.0,0.777779,0.20740799999999998,1.111112,0.296294,104.111115,88.22222,128.44444,95.666664,-47.666668,73.0,-25.333334,128.44444,0.313159,-2.28708,SKY
32,241,218,9,0.0,0.0,1.7777779999999999,3.496296,1.666666,1.022222,8.444445,5.444445,7.333334,12.555555,-9.0,-3.333333,12.333333,12.555555,0.5692659999999999,2.361442,GRASS
33,100,194,9,0.0,0.0,1.7222220000000001,2.594153,3.222223,1.500616,61.55555699999999,54.77778000000001,76.22222,53.66666800000001,-20.333334,44.0,-23.666666,76.22222,0.295908,-2.042718,PATH
34,62,177,9,0.0,0.0,1.277779,0.879815,1.666667,0.942809,51.074073999999996,46.333332,63.11111,43.77778,-14.222222,36.11111,-21.88889,63.11111,0.306215,-1.956005,PATH
35,59,141,9,0.11111099999999999,0.0,2.388889,1.5408030000000001,2.166667,1.278019,12.666667,7.888889,18.555555,11.555555,-14.333332999999998,17.666666,-3.333333,18.555555,0.585775,-2.451571,FOLIAGE
36,212,152,9,0.0,0.0,5.0,7.644442,2.388889,3.2629639999999998,26.555555,20.333334,37.666668,21.666666,-18.666666,33.333332,-14.666667000000002,37.666668,0.46343,-2.165731,CEMENT
37,145,90,9,0.0,0.0,1.0,0.577778,2.0,0.399999,24.851851999999997,23.666666,32.22222,18.666667999999998,-3.5555559999999997,22.11111,-18.555555,32.22222,0.42059799999999997,-1.7059419999999998,BRICKFACE
38,58,109,9,0.0,0.0,1.166667,0.62361,1.055555,0.49065299999999995,41.814816,36.11111,53.66666800000001,35.666668,-17.11111,35.555557,-18.444445,53.66666800000001,0.334962,-2.068644,CEMENT
39,66,109,9,0.0,0.0,0.833332,0.809666,1.000001,0.843276,102.48148,89.44444,122.22222,95.77778,-39.11111,59.22221999999999,-20.11111,122.22222,0.26811799999999997,-2.297546,SKY
40,75,240,9,0.0,0.0,2.444444,1.9512580000000002,2.111111,1.360827,21.148148000000003,17.0,17.88889,28.555555,-12.444445,-9.777778,22.222220999999998,28.555555,0.41721800000000003,2.175522,GRASS
41,63,13,9,0.0,0.0,1.166667,1.011116,0.9444450000000001,0.685187,141.81482,137.11111,148.88889,139.44444,-14.111111,21.222220999999998,-7.111111,148.88889,0.07980599999999999,-2.276767,SKY
42,207,115,9,0.0,0.0,1.055556,0.32963000000000003,0.166667,0.033333,1.222222,0.44444399999999995,2.888889,0.333333,-2.333333,5.0,-2.666667,2.888889,0.933333,-2.0655360000000003,WINDOW
43,181,162,9,0.0,0.0,2.666665,7.155550999999999,13.388888,9.662939,42.185184,36.444443,51.333332,38.77778,-17.222220999999998,27.444445,-10.222222,51.333332,0.285523,-2.327482,PATH
44,40,73,9,0.11111099999999999,0.0,1.388889,1.085185,1.611112,2.5074080000000003,20.62963,19.777779000000002,26.777779,15.333332999999998,-2.555556,18.444445,-15.888889,26.777779,0.42697299999999994,-1.6754650000000002,BRICKFACE
45,225,222,9,0.11111099999999999,0.0,1.5,0.477778,1.7777779999999999,1.718519,14.0,10.777778,13.666667000000002,17.555555,-9.666667,-1.0,10.666667,17.555555,0.385727,2.557309,GRASS
46,26,120,9,0.0,0.0,0.777778,1.274074,0.833333,1.055556,1.333333,0.11111099999999999,3.333333,0.555556,-3.666667,6.0,-2.333333,3.333333,0.9841270000000001,-2.178769,FOLIAGE
47,88,115,9,0.0,0.0,1.666667,1.8222209999999999,4.1666669999999995,4.211112,22.037036999999998,21.333334,28.0,16.777779000000002,-2.111111,17.88889,-15.777778,28.0,0.397362,-1.619549,BRICKFACE
48,178,138,9,0.0,0.0,0.11111099999999999,0.17213299999999998,0.055555999999999994,0.13608299999999998,1.37037,1.0,3.111111,0.0,-1.111111,5.222222,-4.111111,3.111111,1.0,-1.7550169999999998,WINDOW
49,36,21,9,0.0,0.0,0.9999969999999999,0.799994,1.333333,0.488889,129.85185,120.66666399999998,142.55556,126.33333600000002,-27.555555,38.11111,-10.555555,142.55556,0.153497,-2.364884,SKY
50,248,153,9,0.0,0.0,0.277778,0.062963,0.11111099999999999,0.02963,0.37037,0.0,1.111111,0.0,-1.111111,2.222222,-1.111111,1.111111,0.8888889999999999,-2.094395,WINDOW
51,91,115,9,0.11111099999999999,0.0,1.7222220000000001,1.440742,3.888889,2.829631,19.925926,20.555555,24.11111,15.111111,1.888889,12.555555,-14.444445000000002,24.11111,0.375321,-1.440963,BRICKFACE
52,249,173,9,0.11111099999999999,0.0,1.666665,1.6465439999999998,3.611111,2.112572,55.185184,48.555557,69.55556,47.444443,-19.88889,43.11111,-23.222220999999998,69.55556,0.321085,-2.04172,PATH
53,156,79,9,0.0,0.11111099999999999,1.9444439999999998,2.453267,4.777778,3.487544,14.185185,10.555555,20.555555,11.444445,-10.888889,19.11111,-8.222222,20.555555,0.485044,-2.175843,WINDOW
54,23,147,9,0.0,0.0,0.333333,0.13333299999999998,0.722222,0.41851800000000006,4.592593,4.111111,7.444445,2.222222,-1.444444,8.555555,-7.111111,7.666666,0.698445,-1.561754,BRICKFACE
55,47,121,9,0.0,0.0,0.8888889999999999,1.025599,4.888888,3.208784,53.66666800000001,46.88889,66.88889,47.22222,-20.333334,39.666668,-19.333334,66.88889,0.300672,-2.110233,CEMENT
56,205,204,9,0.0,0.0,1.555555,0.9583940000000001,1.888889,1.772214,19.0,14.333332999999998,17.11111,25.555555,-14.0,-5.666666,19.666666,25.555555,0.439342,2.348728,GRASS
57,211,139,9,0.0,0.0,0.333333,0.088889,0.277778,0.062963,5.222222,3.222222,9.555555,2.888889,-6.0,13.0,-7.0,9.555555,0.696605,-2.04457,WINDOW
58,240,63,9,0.0,0.0,0.555556,0.544331,0.388889,0.38968200000000003,8.962963,6.333334,14.0,6.555555,-7.888889,15.111111,-7.222222,14.0,0.5477,-2.1218369999999998,WINDOW
59,243,94,9,0.0,0.0,0.666667,0.311111,0.22222199999999998,0.02963,1.185185,0.22222199999999998,3.222222,0.11111099999999999,-2.888889,6.111111,-3.222222,3.222222,0.977778,-2.071242,WINDOW
60,123,194,9,0.0,0.0,2.555556,1.7847080000000002,9.111108999999999,7.713385000000001,60.814816,54.33333199999999,74.888885,53.22221999999999,-19.444445,42.22222,-22.777779000000002,74.888885,0.29238200000000003,-2.033605,PATH
61,63,201,9,0.0,0.0,1.444444,0.9185190000000001,0.9444440000000001,0.551852,7.777778,6.222222,5.555555,11.555555,-4.666666,-6.666666,11.333333,11.555555,0.543201,1.9829869999999998,GRASS
62,207,215,9,0.0,0.0,3.222222,2.040334,2.5,1.615894,23.814816,18.11111,22.666666,30.666665999999996,-17.11111,-3.4444440000000003,20.555555,30.666665999999996,0.409837,2.4717569999999998,GRASS
63,13,15,9,0.11111099999999999,0.0,1.222223,0.886108,1.222223,1.0256,68.96296,59.33333199999999,86.888885,60.66666800000001,-28.888890000000004,53.77778000000001,-24.88889,86.888885,0.316905,-2.145323,CEMENT
64,164,83,9,0.11111099999999999,0.0,2.5,6.077768,1.555556,0.785184,66.25926,60.22221999999999,79.66667,58.88889,-18.11111,40.22222,-22.11111,79.66667,0.260329,-2.027771,CEMENT
65,56,107,9,0.0,0.11111099999999999,4.555556,13.407407999999998,6.777779,23.185177,7.962963,4.555555,13.0,6.333334,-10.222222,15.111111,-4.888889,13.0,0.730592,-2.291762,FOLIAGE
66,146,140,9,0.0,0.0,1.055556,0.462963,1.0,0.577778,6.333334,7.888889,7.333334,3.777778,4.666666,3.0,-7.666666,8.222222,0.537017,-0.909267,BRICKFACE
67,23,85,9,0.0,0.0,1.444444,1.0518530000000001,1.7777779999999999,0.9629629999999999,17.962963000000002,18.88889,21.88889,13.111111,2.777778,11.777778,-14.555554999999998,21.88889,0.399751,-1.386867,BRICKFACE
68,109,100,9,0.0,0.0,0.9444440000000001,0.490655,0.444445,0.40368699999999996,57.148148,51.555557,69.66667,50.22222,-16.777779000000002,37.555557,-20.777779000000002,69.66667,0.278963,-2.024061,CEMENT
