,A1,A2,A3,A4,A5,A6,A7,Class
0,0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
1,0.63,0.54,0.48,0.5,0.65,0.79,0.81,2
2,0.77,0.55,0.48,0.5,0.51,0.78,0.74,5
3,0.75,0.37,0.48,0.5,0.64,0.7,0.74,5
4,0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
5,0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
6,0.71,0.57,0.48,0.5,0.48,0.35,0.32,8
7,0.56,0.51,0.48,0.5,0.34,0.37,0.46,1
8,0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
9,0.6,0.61,0.48,0.5,0.54,0.67,0.71,2
10,0.6,0.76,1.0,0.5,0.77,0.59,0.52,6
11,0.7,0.61,0.48,0.5,0.56,0.52,0.43,8
12,0.43,0.39,0.48,0.5,0.47,0.31,0.41,1
13,0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
14,0.12,0.67,0.48,0.5,0.74,0.58,0.63,2
15,0.61,0.66,0.48,0.5,0.46,0.87,0.88,2
16,0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
17,0.76,0.71,0.48,0.5,0.5,0.71,0.75,5
18,0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
19,0.24,0.43,0.48,0.5,0.37,0.28,0.38,1
20,0.36,0.42,0.48,0.5,0.53,0.32,0.41,1
21,0.59,0.49,0.48,0.5,0.52,0.45,0.36,1
22,0.36,0.47,0.48,0.5,0.51,0.69,0.72,2
23,0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
24,0.48,0.45,0.48,0.5,0.6,0.78,0.8,2
25,0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
26,0.66,0.86,0.48,0.5,0.34,0.41,0.36,8
27,0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
28,0.68,0.78,0.48,0.5,0.43,0.44,0.42,8
29,0.31,0.44,0.48,0.5,0.5,0.79,0.82,2
30,0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
31,0.34,0.28,0.48,0.5,0.41,0.35,0.44,1
32,0.17,0.52,0.48,0.5,0.49,0.37,0.46,1
33,0.59,0.29,0.48,0.5,0.64,0.75,0.77,5
34,0.67,0.81,0.48,0.5,0.54,0.49,0.23,8
35,0.04,0.31,0.48,0.5,0.41,0.29,0.39,1
36,0.64,0.57,0.48,0.5,0.7,0.33,0.26,6
37,0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
38,0.52,0.54,0.48,0.5,0.62,0.76,0.79,2
39,0.18,0.3,0.48,0.5,0.46,0.24,0.35,1
40,0.47,0.55,0.48,0.5,0.58,0.71,0.75,2
41,0.32,0.39,0.48,0.5,0.53,0.28,0.38,8
42,0.06,0.61,0.48,0.5,0.49,0.92,0.37,2
43,0.36,0.54,0.48,0.5,0.41,0.38,0.46,1
44,0.29,0.39,0.48,0.5,0.52,0.4,0.48,8
45,0.33,0.45,0.48,0.5,0.45,0.88,0.89,2
46,0.66,0.74,0.48,0.5,0.31,0.38,0.43,8
47,0.71,0.71,0.48,0.5,0.68,0.43,0.36,6
48,0.34,0.46,0.48,0.5,0.52,0.35,0.44,1
49,0.61,0.45,0.48,0.5,0.48,0.35,0.41,1
50,0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
