,A1,A2,A3,A4,Class
0,2,6,1500,26,1
1,2,3,750,75,1
2,11,3,750,15,0
3,23,3,750,39,0
4,14,2,500,14,0
5,2,2,500,11,0
6,11,4,1000,58,0
7,1,9,2250,51,0
8,2,1,250,2,0
9,2,8,2000,38,1
10,2,1,250,2,0
11,23,8,2000,46,0
12,14,2,500,14,0
13,2,41,10250,98,1
14,4,5,1250,23,0
15,2,5,1250,16,0
16,2,1,250,2,0
17,4,6,1500,39,0
18,40,1,250,40,0
19,23,2,500,87,0
20,4,4,1000,26,0
21,2,11,2750,26,0
22,2,2,500,11,0
23,4,5,1250,11,1
24,4,1,250,4,0
25,2,1,250,2,1
26,16,5,1250,40,1
27,2,1,250,2,0
28,7,12,3000,86,0
29,23,2,500,28,0
30,3,14,3500,35,0
31,2,1,250,2,0
32,16,1,250,16,0
33,21,1,250,21,0
34,3,21,5250,42,1
35,21,7,1750,38,0
36,21,1,250,21,0
37,4,5,1250,16,1
38,14,3,750,26,0
39,4,16,4000,98,1
40,11,2,500,26,0
41,4,1,250,4,0
42,4,5,1250,33,1
43,14,2,500,14,0
44,11,4,1000,34,0
45,4,1,250,4,0
46,0,3,750,4,0
47,4,6,1500,52,0
48,2,2,500,2,0
49,14,2,500,14,0
50,2,11,2750,41,1
51,21,1,250,21,0
52,4,2,500,4,1
53,14,4,1000,38,0
54,5,46,11500,98,1
55,21,5,1250,60,0
56,2,13,3250,32,1
57,2,11,2750,40,1
58,2,1,250,2,0
59,21,2,500,52,0
60,2,50,12500,98,1
61,4,4,1000,4,0
62,11,4,1000,16,1
63,16,1,250,16,0
64,17,7,1750,58,1
65,16,5,1250,60,0
66,4,20,5000,69,1
67,2,1,250,2,0
68,16,7,1750,87,1
69,14,6,1500,51,0
70,14,3,750,52,0
71,3,2,500,23,0
72,4,5,1250,35,1
73,11,1,250,11,0
74,4,12,3000,88,0
75,4,1,250,4,0
76,2,5,1250,37,0
77,4,8,2000,21,0
78,14,1,250,14,0
79,2,5,1250,11,1
80,4,4,1000,18,0
81,23,2,500,26,0
82,4,33,8250,98,1
83,2,13,3250,53,1
84,2,4,1000,11,0
85,21,1,250,21,0
86,5,6,1500,28,0
87,11,4,1000,61,0
88,11,5,1250,37,1
89,16,1,250,16,0
90,4,7,1750,28,0
91,16,1,250,16,0
92,14,3,750,35,0
93,11,7,1750,37,0
94,23,1,250,23,0
95,1,12,3000,35,0
96,11,2,500,11,0
97,2,7,1750,14,1
98,3,5,1250,12,1
99,4,2,500,51,1
100,11,2,500,11,0
101,23,5,1250,58,0
102,2,11,2750,46,0
103,16,3,750,35,0
104,11,11,2750,38,0
105,4,7,1750,52,0
106,11,3,750,16,1
107,14,4,1000,22,1
108,4,5,1250,58,0
109,11,2,500,21,0
