,A1,A2,A3,A4,A5,A6,A7,Class
0,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
1,0.64,0.78,0.48,0.5,0.5,0.36,0.38,8
2,0.64,0.57,0.48,0.5,0.7,0.33,0.26,6
3,0.37,0.47,0.48,0.5,0.39,0.76,0.79,2
4,0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
5,0.79,0.54,0.48,0.5,0.5,0.66,0.68,5
6,0.7,0.64,0.48,0.5,0.47,0.51,0.47,8
7,0.41,0.48,0.48,0.5,0.51,0.44,0.51,1
8,0.47,0.28,0.48,0.5,0.56,0.2,0.25,1
9,0.18,0.3,0.48,0.5,0.46,0.24,0.35,1
10,0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
11,0.76,0.41,0.48,0.5,0.5,0.59,0.62,5
12,0.68,0.67,0.48,0.5,0.49,0.4,0.34,8
13,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
14,0.74,0.56,0.48,0.5,0.47,0.68,0.3,8
15,0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
16,0.67,0.7,0.48,0.5,0.46,0.45,0.33,8
17,0.79,0.36,0.48,0.5,0.46,0.82,0.7,5
18,0.63,0.51,0.48,0.5,0.64,0.72,0.76,5
19,0.7,0.39,1.0,0.5,0.51,0.82,0.84,4
20,0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
21,0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
22,0.44,0.52,0.48,0.5,0.43,0.47,0.54,2
23,0.5,0.51,0.48,0.5,0.27,0.23,0.34,1
24,0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
25,0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
26,0.71,0.4,0.48,0.5,0.71,0.7,0.74,2
27,0.64,0.72,0.48,0.5,0.49,0.42,0.19,8
28,0.7,0.4,0.48,0.5,0.56,0.86,0.83,2
29,0.41,0.43,0.48,0.5,0.5,0.24,0.25,1
30,0.37,0.5,0.48,0.5,0.42,0.36,0.45,1
31,0.6,0.5,1.0,0.5,0.54,0.77,0.8,2
32,0.52,0.39,0.48,0.5,0.65,0.71,0.73,2
33,0.64,0.46,0.48,0.5,0.48,0.73,0.76,5
34,0.17,0.38,0.48,0.5,0.45,0.42,0.5,1
35,0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
36,0.23,0.33,0.48,0.5,0.43,0.33,0.43,1
37,0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
38,0.74,0.44,0.48,0.5,0.55,0.88,0.89,2
39,0.48,0.41,0.48,0.5,0.51,0.9,0.88,2
40,0.69,0.39,0.48,0.5,0.57,0.76,0.79,2
41,0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
42,0.43,0.4,0.48,0.5,0.39,0.28,0.39,1
43,0.75,0.37,0.48,0.5,0.64,0.7,0.74,5
44,0.0,0.38,0.48,0.5,0.42,0.48,0.55,1
45,0.67,0.37,0.48,0.5,0.54,0.64,0.68,5
46,0.49,0.43,0.48,0.5,0.49,0.3,0.4,1
47,0.65,0.51,0.48,0.5,0.66,0.54,0.33,6
48,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
49,0.4,0.35,0.48,0.5,0.45,0.33,0.42,1
50,0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
51,0.63,0.49,0.48,0.5,0.54,0.76,0.79,3
52,0.71,0.46,1.0,0.5,0.52,0.59,0.3,7
