,A1,A2,A3,A4,Class
0,7,5,1250,35,0
1,2,1,250,2,0
2,14,1,250,14,0
3,2,5,1250,16,0
4,4,5,1250,34,0
5,3,6,1500,21,0
6,10,4,1000,16,0
7,14,1,250,14,0
8,4,6,1500,39,0
9,2,2,500,33,0
10,14,7,1750,45,0
11,6,17,4250,70,0
12,4,2,500,4,0
13,16,7,1750,38,0
14,1,16,4000,35,1
15,4,9,2250,52,0
16,21,6,1500,48,0
17,16,1,250,16,0
18,14,7,1750,26,0
19,14,3,750,33,0
20,4,1,250,4,1
21,21,2,500,23,0
22,13,8,2000,26,0
23,4,1,250,4,0
24,11,2,500,21,0
25,4,9,2250,46,0
26,4,8,2000,21,0
27,2,2,500,14,0
28,14,4,1000,23,1
29,4,1,250,4,0
30,23,3,750,62,0
31,4,8,2000,46,1
32,2,1,250,2,1
33,74,1,250,74,0
34,14,3,750,41,0
35,11,3,750,40,1
36,11,16,4000,89,0
37,2,9,2250,74,0
38,4,3,750,16,0
39,11,6,1500,27,0
40,11,2,500,24,0
41,12,12,3000,58,0
42,2,11,2750,40,1
43,4,1,250,4,0
44,16,8,2000,28,0
45,14,1,250,14,0
46,14,16,4000,98,0
47,21,1,250,21,0
48,16,1,250,16,0
49,11,7,1750,37,0
50,21,3,750,35,0
51,4,3,750,25,1
52,9,9,2250,45,0
53,16,2,500,27,0
54,14,1,250,14,0
55,4,12,3000,34,1
56,20,14,3500,69,1
57,38,1,250,38,0
58,14,4,1000,22,1
59,4,7,1750,52,0
60,2,43,10750,86,1
61,14,2,500,14,1
62,2,6,1500,16,1
63,23,38,9500,98,0
64,23,3,750,89,0
65,14,5,1250,28,1
66,2,12,3000,70,1
67,11,9,2250,38,0
68,11,4,1000,16,1
69,11,6,1500,58,0
70,8,8,2000,52,1
71,11,6,1500,41,0
72,14,2,500,35,1
73,11,1,250,11,0
74,23,1,250,23,0
75,4,4,1000,4,1
76,2,1,250,2,1
77,11,1,250,11,0
78,14,3,750,79,0
79,2,14,3500,48,1
80,15,16,4000,82,0
81,4,5,1250,11,1
82,11,1,250,11,0
83,2,3,750,16,1
84,2,2,500,41,0
85,2,1,250,2,0
86,4,2,500,29,0
87,11,4,1000,27,0
88,1,7,1750,57,0
89,4,5,1250,58,0
90,4,6,1500,43,0
91,11,3,750,37,0
92,16,6,1500,40,0
93,4,1,250,4,1
94,14,1,250,14,0
95,2,4,1000,16,0
96,14,1,250,14,0
97,3,2,500,23,0
98,4,5,1250,33,1
99,21,5,1250,60,0
100,21,2,500,25,0
101,2,5,1250,11,1
102,1,10,2500,43,1
103,14,4,1000,64,0
104,21,1,250,21,0
105,4,5,1250,16,1
106,11,2,500,11,0
107,2,1,250,2,0
108,2,5,1250,47,1
109,14,7,1750,35,0
110,14,1,250,14,0
111,2,1,250,2,0
112,3,4,1000,29,1
113,4,8,2000,26,1
114,6,3,750,26,0
115,21,13,3250,57,0
116,2,1,250,2,0
117,11,3,750,26,0
118,9,3,750,34,0
119,21,16,4000,64,0
120,2,12,3000,98,0
121,4,11,2750,78,0
122,2,16,4000,64,0
123,9,1,250,9,0
124,14,3,750,52,0
125,23,1,250,23,0
126,2,5,1250,16,1
127,14,3,750,26,0
128,4,2,500,4,0
129,16,3,750,34,0
130,10,5,1250,38,0
131,1,24,6000,77,0
132,6,3,750,14,0
133,7,14,3500,48,0
134,15,5,1250,33,0
135,2,5,1250,37,0
136,11,2,500,21,0
137,23,1,250,23,0
138,23,2,500,28,0
139,2,4,1000,43,0
140,2,6,1500,75,0
141,2,2,500,10,1
142,11,8,2000,46,0
143,2,10,2500,49,0
144,2,6,1500,15,1
145,11,3,750,23,0
146,4,1,250,4,0
147,2,3,750,24,0
148,2,6,1500,41,1
149,4,8,2000,34,1
150,16,7,1750,64,0
151,2,13,3250,32,1
152,11,22,5500,98,0
153,4,1,250,4,0
154,2,5,1250,16,1
155,9,11,2750,49,1
156,2,1,250,2,0
157,21,3,750,35,0
158,4,2,500,9,0
159,11,2,500,11,0
160,14,3,750,35,0
161,2,2,500,4,0
162,4,12,3000,88,0
163,23,3,750,39,0
164,14,6,1500,51,0
165,4,1,250,4,0
166,4,6,1500,23,1
167,4,3,750,24,0
168,4,1,250,4,1
169,2,1,250,2,0
170,16,1,250,16,0
171,4,1,250,4,0
172,16,2,500,70,0
173,23,4,1000,52,0
174,2,1,250,2,0
175,2,1,250,2,1
176,4,9,2250,38,1
177,21,1,250,21,0
178,4,5,1250,23,1
179,2,7,1750,28,1
180,2,20,5000,45,1
181,4,1,250,4,0
182,4,4,1000,26,1
183,14,2,500,35,0
184,2,4,1000,16,0
185,2,6,1500,45,0
186,11,5,1250,33,0
187,11,4,1000,58,0
188,4,1,250,4,0
189,2,3,750,35,0
190,2,2,500,4,1
191,4,6,1500,46,0
192,14,4,1000,57,0
193,3,16,4000,74,0
194,16,1,250,16,0
195,23,2,500,38,0
196,38,1,250,38,0
197,4,19,4750,69,1
198,4,4,1000,43,1
199,16,3,750,46,0
200,23,3,750,48,0
201,2,4,1000,23,0
202,11,1,250,11,1
203,21,3,750,26,1
204,11,5,1250,35,0
205,9,9,2250,16,0
206,4,5,1250,46,0
207,4,23,5750,58,0
208,23,1,250,23,0
209,14,4,1000,30,0
210,4,8,2000,28,0
211,2,7,1750,77,0
212,23,3,750,35,0
213,23,1,250,23,0
214,4,33,8250,98,1
215,4,1,250,4,0
216,23,15,3750,57,0
217,4,1,250,4,0
218,11,1,250,11,0
219,4,6,1500,35,1
220,21,1,250,21,0
221,11,5,1250,35,0
222,16,1,250,16,0
223,2,1,250,2,0
224,4,7,1750,82,0
225,11,4,1000,74,0
226,2,7,1750,77,0
227,16,7,1750,87,1
228,23,1,250,23,0
229,14,2,500,14,0
230,2,15,3750,64,0
231,2,4,1000,16,0
232,2,3,750,11,0
233,14,8,2000,26,0
234,11,3,750,16,1
235,16,10,2500,62,0
236,4,2,500,51,1
237,2,8,2000,38,1
238,23,2,500,23,0
239,21,1,250,21,0
240,4,2,500,4,1
241,23,14,3500,93,0
242,11,12,3000,58,0
243,2,7,1750,46,1
244,4,7,1750,28,0
245,16,5,1250,27,0
246,4,5,1250,58,0
247,11,8,2000,48,0
248,23,7,1750,88,0
249,2,11,2750,26,0
250,2,4,1000,16,1
251,23,19,4750,62,0
252,2,3,750,75,1
253,4,5,1250,35,1
254,2,11,2750,46,0
255,14,3,750,31,0
256,14,3,750,26,0
257,9,2,500,16,1
258,23,1,250,23,0
259,2,2,500,4,1
260,18,2,500,23,0
261,2,4,1000,26,0
262,16,6,1500,35,1
263,11,3,750,15,0
264,3,1,250,3,1
265,4,9,2250,28,0
266,4,2,500,31,0
267,8,10,2500,63,0
268,11,2,500,52,0
269,2,6,1500,22,0
270,2,1,250,2,0
271,3,5,1250,26,0
272,9,9,2250,54,0
273,11,17,4250,79,1
274,16,3,750,21,0
275,12,11,2750,39,0
276,2,1,250,2,0
277,2,1,250,2,0
278,4,9,2250,40,0
279,21,1,250,21,0
280,4,6,1500,52,0
281,21,1,250,21,0
282,18,8,2000,95,0
283,4,2,500,52,0
284,11,4,1000,61,0
285,11,1,250,11,0
286,21,2,500,33,0
287,4,5,1250,26,1
288,4,1,250,4,0
289,2,1,250,2,1
290,1,14,3500,58,0
291,9,2,500,11,0
292,2,11,2750,23,0
293,4,5,1250,58,0
294,4,11,2750,61,0
295,2,13,3250,76,1
296,2,6,1500,22,1
297,21,3,750,40,0
298,13,7,1750,76,0
299,4,1,250,4,0
300,4,9,2250,55,0
301,2,4,1000,26,0
302,2,2,500,4,0
303,2,7,1750,35,1
304,8,2,500,16,0
305,16,1,250,16,0
306,11,11,2750,42,0
307,11,7,1750,29,0
308,4,7,1750,32,1
309,11,4,1000,28,0
310,2,9,2250,36,0
311,4,6,1500,30,0
312,4,8,2000,40,1
313,16,1,250,16,0
314,11,10,2500,35,0
315,4,6,1500,35,0
316,23,8,2000,69,0
317,23,12,3000,86,0
318,4,4,1000,16,0
319,21,4,1000,52,0
320,4,14,3500,40,0
321,2,1,250,2,0
322,11,8,2000,52,1
323,21,1,250,21,1
324,11,9,2250,33,0
325,16,4,1000,28,0
326,2,2,500,2,0
327,23,4,1000,87,0
328,2,4,1000,16,0
329,16,1,250,16,0
330,21,2,500,21,1
331,21,3,750,38,0
332,4,5,1250,16,1
333,26,5,1250,49,1
334,21,2,500,21,0
335,23,8,2000,64,0
336,4,2,500,4,1
337,1,13,3250,47,0
338,2,41,10250,98,1
339,16,2,500,26,0
340,2,7,1750,58,1
341,16,5,1250,71,0
342,16,1,250,16,0
343,2,50,12500,98,1
344,23,3,750,28,0
345,4,2,500,13,0
346,7,10,2500,47,0
347,0,13,3250,28,1
348,21,2,500,23,0
349,13,4,1000,21,0
350,9,2,500,52,0
351,2,6,1500,15,1
352,23,1,250,23,0
