,A1,A2,Class
0,8.810226,-1.933454,1
1,6.144672,-6.526274,1
2,11.706536999999999,-1.709424,1
3,7.049115,-2.185502,2
4,6.775742,-1.9391610000000001,2
5,7.006129,-2.6975580000000003,2
6,6.747542,-2.636733,2
7,5.264718,-1.381404,2
8,6.082978,0.08379400000000001,2
9,11.883394000000001,-1.746058,1
10,5.829383,-2.213477,2
11,4.1334800000000005,1.613111,2
12,5.611358,1.153015,2
13,3.744365,-7.0775179999999995,1
14,6.310057,-1.781312,2
15,7.351292,-5.4633449999999995,1
16,5.312206,-1.969916,2
17,6.098547,1.534148,2
18,8.046116,3.870922,2
19,10.287688000000001,-1.051614,1
20,5.516249,-1.532373,2
21,7.737839999999999,-5.361023,1
22,5.571142,1.219904,2
23,5.244374,-8.502474000000001,1
24,10.462846,-0.532161,1
25,6.611524,-7.7930839999999995,1
26,6.976497999999999,4.177446,1
27,5.327614,1.4927709999999998,2
28,9.57133,1.5083,1
29,9.013128,-6.226032,1
30,5.323097,2.558539,2
31,4.8317879999999995,4.556567,2
32,4.393644999999999,2.424529,2
33,4.951439,-1.8466069999999999,2
34,3.331529,6.461386,2
35,4.554812,-3.267688,2
36,10.972685,1.821404,1
37,5.685907,-0.758282,2
38,3.45851,-4.736445,2
39,8.43012,3.275806,1
40,9.34958,-4.757669,1
41,9.821785,-1.896907,1
42,3.886003,1.451329,2
43,6.1243099999999995,3.955386,2
44,4.446826000000001,-1.512058,2
45,4.111583,-6.098898999999999,2
46,11.051893,0.8679450000000001,1
47,8.180861,-4.050944,1
48,8.667003999999999,-4.701205,1
49,5.982444,2.436132,2
50,4.343877,-3.0914,2
51,6.155727,-6.5808029999999995,1
52,6.705992,-7.026776,1
53,9.862852,-0.108422,1
54,6.197936,0.23330599999999999,2
55,7.170382000000001,-0.686952,2
56,5.242444,-3.3835370000000005,2
57,8.533077,4.494897,1
58,5.580674,-2.1744689999999998,2
59,7.800312,-3.918646,1
60,4.595869,7.105602,2
61,8.473591,6.5306169999999995,1
62,9.546757000000001,0.910494,1
63,5.983994,-3.6612190000000004,2
64,7.450496,8.295029,1
65,11.277465,2.792758,1
66,5.30051,-0.344436,2
67,4.337927,0.35546500000000003,2
68,8.876316000000001,3.502589,1
69,4.9551739999999995,7.443785000000001,1
70,9.681716,-0.659569,1
71,8.776299,-4.719749,1
72,4.943542,-0.758154,2
73,7.421264999999999,-5.7137400000000005,1
74,3.853195,-3.041754,2
75,9.484485000000001,-5.636149,1
76,7.175416,1.913872,2
77,8.039171000000001,5.898695,1
78,3.699404,-7.096227000000001,2
79,4.226755000000001,0.876383,2
80,7.853439999999999,-6.507842,1
81,9.40432,-1.222069,1
82,9.258564,-0.44978,1
83,6.114968,6.611249000000001,1
84,4.882004,-4.312621,2
85,10.656008,1.3955440000000001,1
86,8.646734,5.792898999999999,1
87,5.277324,1.100762,2
88,10.757079,3.558681,1
89,6.2272940000000006,7.86043,1
90,7.751527,-2.0431880000000002,2
91,4.777857,5.573072,2
92,5.123703,9.639064999999999,1
93,7.5325690000000005,-0.394063,1
94,9.661968,-1.8264779999999998,1
95,10.556098,-1.285828,1
