,A1,A2,A3,A4,A5,Class
0,2.6940060000000003,-0.9815440000000001,-1.004214,-0.412041,-0.0028420000000000003,1
1,-0.644945,-0.53473,0.41706000000000004,0.854376,0.483523,2
2,-0.812257,-0.900634,-0.161642,1.241484,1.356171,2
3,0.077645,1.154709,-1.377936,-0.082134,-0.515545,1
4,-0.600087,0.061827,0.22113899999999997,-0.9268559999999999,0.796061,1
5,0.160089,-1.0201870000000002,1.3774110000000002,-1.372496,0.458941,2
6,3.172905,-1.070906,-0.991757,-0.616903,-0.016888999999999998,1
7,-0.6704060000000001,-0.035989,1.7058330000000002,0.638872,-0.710442,1
8,-0.016922,0.168096,-0.211472,-0.23511500000000002,0.22366,1
9,1.8053169999999998,0.118584,-1.159366,-0.265712,-0.304845,1
10,-0.61706,-2.500711,0.636763,-1.149011,0.7627,2
11,0.8669180000000001,0.23089200000000001,-0.256771,1.7004270000000001,-0.8333510000000001,1
12,-0.534617,0.500188,0.067121,0.008324,-0.4418,1
13,-1.095958,-0.841461,0.186032,0.742633,-1.409263,2
14,-0.710415,-0.756929,-0.138992,0.43268,-0.138041,1
15,-0.5176430000000001,0.22243800000000002,0.325328,0.032269,-0.138041,1
16,-0.737088,-0.231621,1.1056139999999999,-1.280708,-0.138041,1
17,-0.6097859999999999,-0.6313380000000001,0.9617879999999999,1.144375,1.726651,1
18,-0.854691,-1.078152,-0.325853,-1.514835,3.852963,1
19,-0.521281,0.651138,-1.3349010000000001,-0.733967,-0.322404,1
20,1.571323,-0.238867,-1.0313940000000001,-0.377454,-0.24514699999999998,1
21,1.635581,0.335953,0.087506,0.41272600000000004,-0.48042799999999997,1
22,1.314294,-0.557674,-0.627095,-0.33621599999999996,-0.271485,1
23,-0.590387,0.177757,1.161106,-1.121075,-0.585778,1
24,-0.557653,-0.24369699999999997,1.8190819999999999,-1.569376,-0.828083,1
25,-0.724964,0.160851,1.210935,-1.348551,-0.605092,1
26,-0.208481,2.358691,-1.413043,-0.8270850000000001,-0.394393,1
27,-0.780734,-0.897011,0.11015499999999999,2.023683,-1.4988110000000001,2
28,-1.115357,-1.969364,-1.342829,0.637542,3.115514,1
29,1.551925,-0.446575,-1.064236,-0.410711,-0.271485,1
30,-0.45338599999999996,-0.354797,1.462348,0.743963,2.162098,2
31,-0.744362,0.210362,0.23925900000000003,-0.095437,0.20961300000000002,1
