,A1,A2,A3,A4,A5,A6,A7,Class
0,0.4,0.42,0.48,0.5,0.37,0.27,0.27,1
1,0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
2,0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
3,0.68,0.51,0.48,0.5,0.71,0.75,0.78,2
4,0.24,0.43,0.48,0.5,0.37,0.28,0.38,1
5,0.59,0.61,0.48,0.5,0.42,0.42,0.37,8
6,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
7,0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
8,0.3,0.37,0.48,0.5,0.43,0.18,0.3,1
9,0.34,0.51,0.48,0.5,0.44,0.37,0.46,1
10,0.33,0.56,0.48,0.5,0.33,0.78,0.8,2
11,0.66,0.53,0.48,0.5,0.59,0.66,0.66,2
12,0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
13,0.22,0.36,0.48,0.5,0.35,0.39,0.47,1
14,0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
15,0.48,0.49,0.48,0.5,0.52,0.77,0.71,2
16,0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
17,0.34,0.35,0.48,0.5,0.51,0.49,0.56,1
18,0.29,0.37,0.48,0.5,0.48,0.44,0.52,1
19,0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
20,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
21,0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
22,0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
23,0.47,0.29,0.48,0.5,0.51,0.33,0.43,1
24,0.23,0.33,0.48,0.5,0.43,0.33,0.43,1
25,0.56,0.4,0.48,0.5,0.49,0.37,0.46,1
26,0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
27,0.67,0.88,0.48,0.5,0.73,0.5,0.25,6
28,0.65,0.47,0.48,0.5,0.59,0.3,0.4,1
29,0.57,0.59,0.48,0.5,0.39,0.47,0.33,8
30,0.4,0.35,0.48,0.5,0.45,0.33,0.42,1
31,0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
32,0.2,0.46,0.48,0.5,0.57,0.78,0.81,2
33,0.22,0.34,0.48,0.5,0.42,0.29,0.39,1
34,0.7,0.39,1.0,0.5,0.51,0.82,0.84,4
35,0.43,0.39,0.48,0.5,0.47,0.31,0.41,1
36,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
37,0.4,0.46,0.48,0.5,0.52,0.49,0.56,1
38,0.34,0.51,0.48,0.5,0.67,0.9,0.9,2
39,0.64,0.46,0.48,0.5,0.48,0.73,0.76,5
40,0.67,0.55,1.0,0.5,0.66,0.58,0.16,7
41,0.71,0.4,0.48,0.5,0.71,0.7,0.74,2
42,0.63,0.83,0.48,0.5,0.4,0.39,0.19,8
43,0.43,0.37,0.48,0.5,0.53,0.35,0.44,1
44,0.66,0.74,0.48,0.5,0.31,0.38,0.43,8
45,0.52,0.44,0.48,0.5,0.37,0.36,0.42,1
46,0.64,0.58,0.48,0.5,0.48,0.78,0.73,2
47,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
48,0.79,0.54,0.48,0.5,0.5,0.66,0.68,5
49,0.54,0.49,0.48,0.5,0.4,0.87,0.88,2
50,0.73,0.36,0.48,0.5,0.53,0.91,0.92,2
51,0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
52,0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
53,0.58,0.55,0.48,0.5,0.57,0.7,0.74,2
54,0.52,0.81,0.48,0.5,0.72,0.38,0.38,6
55,0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
56,0.77,0.57,0.48,0.5,0.88,0.53,0.2,6
57,0.31,0.23,0.48,0.5,0.73,0.05,0.14,1
58,0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
59,0.62,0.78,0.48,0.5,0.47,0.49,0.54,8
60,0.74,0.47,0.48,0.5,0.5,0.57,0.42,8
61,0.3,0.44,0.48,0.5,0.49,0.22,0.33,1
62,0.61,0.6,0.48,0.5,0.44,0.39,0.38,8
63,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
64,0.64,0.78,0.48,0.5,0.5,0.36,0.38,8
65,0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
66,0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
67,0.43,0.59,0.48,0.5,0.52,0.49,0.56,8
68,0.7,0.53,0.48,0.5,0.7,0.86,0.87,5
69,0.61,0.75,0.48,0.5,0.51,0.33,0.33,6
70,0.44,0.49,0.48,0.5,0.39,0.38,0.4,1
71,0.48,0.41,0.48,0.5,0.51,0.9,0.88,2
72,0.74,0.9,0.48,0.5,0.57,0.53,0.29,6
73,0.34,0.49,0.48,0.5,0.58,0.85,0.8,2
74,0.71,0.86,0.48,0.5,0.4,0.54,0.32,8
75,0.65,0.57,0.48,0.5,0.47,0.47,0.51,8
76,0.39,0.41,0.48,0.5,0.52,0.72,0.75,2
77,0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
78,0.57,0.38,0.48,0.5,0.06,0.49,0.33,5
79,0.5,0.57,0.48,0.5,0.71,0.61,0.66,2
80,0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
81,0.67,0.81,0.48,0.5,0.25,0.42,0.25,8
82,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
83,0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
84,0.67,0.81,0.48,0.5,0.54,0.49,0.23,8
85,0.24,0.34,0.48,0.5,0.38,0.3,0.4,1
86,0.26,0.4,0.48,0.5,0.36,0.26,0.37,1
87,0.76,0.73,0.48,0.5,0.44,0.39,0.39,8
88,0.7,0.61,0.48,0.5,0.56,0.52,0.43,8
89,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
90,0.66,0.86,0.48,0.5,0.34,0.41,0.36,8
91,0.86,0.39,0.48,0.5,0.59,0.89,0.9,5
92,0.56,0.51,0.48,0.5,0.34,0.37,0.46,1
93,0.64,0.84,0.48,0.5,0.37,0.45,0.4,8
94,0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
95,0.68,0.76,0.48,0.5,0.84,0.45,0.27,6
96,0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
97,0.24,0.41,0.48,0.5,0.49,0.23,0.34,1
98,0.72,0.42,0.48,0.5,0.65,0.77,0.79,5
99,0.63,0.75,0.48,0.5,0.64,0.73,0.66,2
100,0.29,0.41,0.48,0.5,0.48,0.38,0.46,1
101,0.54,0.57,0.48,0.5,0.56,0.81,0.83,2
102,0.75,0.84,0.48,0.5,0.35,0.52,0.33,8
103,0.71,0.52,0.48,0.5,0.64,1.0,0.99,2
104,0.6,0.76,1.0,0.5,0.77,0.59,0.52,6
105,0.74,0.56,0.48,0.5,0.47,0.68,0.3,8
106,0.64,0.66,0.48,0.5,0.41,0.39,0.2,8
107,0.17,0.39,0.48,0.5,0.53,0.3,0.39,1
108,0.67,0.39,0.48,0.5,0.36,0.38,0.46,1
109,0.49,0.29,0.48,0.5,0.56,0.24,0.35,1
110,0.66,0.71,0.48,0.5,0.41,0.5,0.35,8
111,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
112,0.72,0.86,0.48,0.5,0.17,0.55,0.21,8
113,0.35,0.48,0.48,0.5,0.56,0.4,0.48,1
114,0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
115,0.71,0.71,0.48,0.5,0.68,0.43,0.36,6
116,0.5,0.51,0.48,0.5,0.27,0.23,0.34,1
117,0.44,0.35,0.48,0.5,0.55,0.55,0.61,1
118,0.51,0.4,0.48,0.5,0.57,0.62,0.67,2
