,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,Class
0,0.796864,0.30335500000000004,-2.097403,-2.047733,-0.649316,0.201311,-0.114547,1.223806,0.840108,2.492476,1.4618719999999998,1.196114,-0.870217,-1.083756,-0.903691,-0.8948530000000001,-1.9169,-1.02649,0.414613,0.182969,0.201953,2
1,-0.579334,0.332594,-0.658104,1.694525,2.455548,0.359503,2.2103490000000003,1.181381,1.347984,-0.44000200000000006,-1.256694,0.616232,-1.003084,-0.722187,-1.35006,-0.363525,-1.9096799999999998,-0.197499,-1.4029209999999999,-1.611591,-0.23930300000000002,2
2,-1.064468,0.8588899999999999,-0.594338,-0.531262,-0.9554290000000001,-1.167386,-0.662694,-1.130793,-0.5021329999999999,0.09387999999999999,1.1685530000000002,0.49085200000000007,1.226143,0.9257340000000001,0.770192,1.001786,0.24184299999999997,0.393465,-0.724737,1.284392,-1.362499,3
3,0.390935,0.517772,-1.906104,1.4173209999999998,2.324357,1.019779,0.6730189999999999,1.7116959999999999,2.037243,0.68966,1.2758639999999999,0.208747,-1.4016879999999998,-1.195008,-0.872693,-1.1369770000000001,-2.176815,-0.46835699999999997,0.423655,0.58176,0.322295,2
4,1.8958419999999998,0.732189,0.043327,-0.033925,0.9249809999999999,1.480597,0.112272,1.344011,0.375765,0.852146,-0.061956,0.357635,-0.191114,-0.562262,-0.5193180000000001,-0.8343219999999999,-0.602883,-0.903372,0.007702,0.999542,1.134607,2
5,-0.25261,-1.509443,-0.13886300000000001,0.822147,-0.423375,-0.919783,-0.40437199999999995,-1.328777,-0.7633260000000001,-1.291117,-1.0063,-0.22224699999999997,-0.146825,2.928271,2.003906,1.553291,1.649718,1.411237,1.8071509999999997,1.464798,-1.282271,1
6,-0.925858,-0.5543130000000001,0.353049,-0.987834,-1.8373279999999999,-0.170094,-1.2927469999999999,-1.357061,-0.25545100000000004,-0.525113,2.177284,1.2823129999999998,1.329485,0.890968,-0.023353,1.9097509999999998,-0.263549,-1.108568,-0.8151609999999999,1.047017,0.573009,3
7,0.371134,0.30335500000000004,1.965429,0.610167,0.9249809999999999,1.232993,1.265269,1.5278530000000001,1.609177,0.859883,-0.848909,-0.645404,-0.796401,-0.318898,-0.066749,-1.0495430000000001,-1.31765,-1.034697,-0.27261399999999997,-0.9944139999999999,0.763551,1
8,-0.9555600000000001,-2.094217,-1.013374,-0.767701,0.174275,-0.754714,-1.5069649999999999,-0.798462,-0.494878,-1.376228,-1.342544,0.9923719999999999,1.6616540000000002,2.650141,0.968578,1.80214,0.140764,-0.008718,0.197594,0.258929,0.743494,1
9,1.064183,-1.606906,-0.175301,-0.131762,-0.9700059999999999,-1.229287,-1.519566,-1.547974,-1.03903,-2.1190189999999998,-0.7129810000000001,-0.512188,0.251779,1.0926120000000001,2.0783009999999997,1.876123,0.8627520000000001,2.297683,1.671514,1.664194,-0.29947399999999996,1
