,A1,A2,A3,A4,A5,A6,A7,Class
0,0.72,0.42,0.48,0.5,0.65,0.77,0.79,5
1,0.44,0.52,0.48,0.5,0.43,0.47,0.54,2
2,0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
3,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
4,0.36,0.47,0.48,0.5,0.51,0.69,0.72,2
5,0.7,0.46,0.48,0.5,0.56,0.78,0.73,2
6,0.58,0.55,0.48,0.5,0.57,0.7,0.74,2
7,0.73,0.36,0.48,0.5,0.53,0.91,0.92,2
8,0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
9,0.66,0.71,0.48,0.5,0.41,0.5,0.35,8
10,0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
11,0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
12,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
13,0.23,0.48,0.48,0.5,0.59,0.88,0.89,2
14,0.48,0.41,0.48,0.5,0.51,0.9,0.88,2
15,0.69,0.8,0.48,0.5,0.46,0.57,0.26,8
16,0.12,0.67,0.48,0.5,0.74,0.58,0.63,2
17,0.48,0.49,0.48,0.5,0.52,0.77,0.71,2
18,0.87,0.49,0.48,0.5,0.61,0.76,0.79,5
19,0.48,0.45,0.48,0.5,0.6,0.78,0.8,2
20,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
21,0.64,0.58,0.48,0.5,0.48,0.78,0.73,2
22,0.35,0.51,0.48,0.5,0.61,0.71,0.74,2
23,0.3,0.16,0.48,0.5,0.56,0.11,0.23,1
24,0.73,0.78,0.48,0.5,0.58,0.51,0.31,8
25,0.67,0.55,1.0,0.5,0.66,0.58,0.16,7
26,0.41,0.48,0.48,0.5,0.51,0.44,0.51,1
27,0.46,0.61,0.48,0.5,0.48,0.86,0.87,2
28,0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
29,0.29,0.28,0.48,0.5,0.44,0.23,0.34,1
30,0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
31,0.04,0.31,0.48,0.5,0.41,0.29,0.39,1
32,0.63,0.86,0.48,0.5,0.39,0.47,0.34,8
33,0.41,0.43,0.48,0.5,0.5,0.24,0.25,1
34,0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
35,0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
36,0.78,0.44,0.48,0.5,0.45,0.73,0.68,5
37,0.71,0.46,1.0,0.5,0.52,0.59,0.3,7
38,0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
39,0.7,0.39,1.0,0.5,0.51,0.82,0.84,4
40,0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
41,0.74,0.78,0.48,0.5,0.75,0.54,0.15,6
42,0.56,0.4,0.48,0.5,0.49,0.37,0.46,1
43,0.43,0.59,0.48,0.5,0.52,0.49,0.56,8
44,0.74,0.9,0.48,0.5,0.57,0.53,0.29,6
45,0.32,0.42,0.48,0.5,0.35,0.28,0.38,1
46,0.81,0.52,0.48,0.5,0.57,0.78,0.8,5
47,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
48,0.49,0.43,0.48,0.5,0.49,0.3,0.4,1
49,0.0,0.51,0.48,0.5,0.35,0.67,0.44,2
50,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
51,0.47,0.46,0.48,0.5,0.62,0.74,0.77,5
