,A1,A2,A3,A4,A5,Class
0,-0.25334,-0.040819,0.388748,1.097815,-0.894805,2
1,0.141903,1.3261889999999998,0.9708479999999999,0.159975,-0.44355600000000006,2
2,-0.45338599999999996,-0.543183,1.429506,1.3878139999999999,-0.138041,2
3,0.34437399999999996,-0.755722,2.349087,-1.363184,-0.573487,2
4,0.47895,1.768173,0.176972,-0.10740899999999999,-0.380346,1
5,-0.15634800000000001,2.007278,-1.509305,-0.8257549999999999,-0.382102,1
6,-0.788009,-1.040716,-0.098223,1.669831,-1.281087,1
7,-0.221818,0.8769600000000001,-1.2760120000000001,-0.745939,-0.138041,1
8,-0.030257999999999997,0.160851,0.316268,-1.367175,-1.249483,2
9,-1.095958,-0.841461,0.186032,0.742633,-1.409263,2
10,-0.8195309999999999,-0.860783,-0.159377,0.9461639999999999,0.824154,2
11,-0.30911,1.716246,0.20641700000000002,0.48456099999999996,1.129669,2
12,-0.208481,2.358691,-1.413043,-0.8270850000000001,-0.394393,1
13,0.160089,1.3986459999999998,-1.309987,0.052223,1.4843469999999999,1
14,3.075913,-1.9548729999999999,-1.015539,-0.643508,-0.264461,1
15,2.3205869999999997,-0.9247860000000001,-0.9974200000000001,-0.421353,-0.21003000000000002,1
16,-0.811044,-0.39344,1.810022,-1.517496,-1.2213889999999998,1
17,-0.47036000000000006,-0.76176,0.598258,0.9541459999999999,3.5772980000000003,2
18,2.6430860000000003,-0.948938,-1.0064790000000001,-0.626215,-0.222321,1
19,-0.775885,-0.624093,1.000292,1.357218,1.805664,2
20,0.095831,0.176549,-1.255627,-0.680756,-0.138041,1
21,-0.12361300000000001,-0.65066,1.969703,-1.58667,0.611699,1
22,0.018238,1.7766259999999998,-1.3756709999999999,-0.783187,-0.354009,1
23,1.716811,-0.34875900000000004,-0.479872,-0.043556,0.945307,1
24,-0.830443,-0.781081,0.781722,2.1620310000000003,-0.138041,1
25,-0.5697770000000001,0.576267,0.7013149999999999,-1.198231,0.395731,1
26,-0.333358,-0.0033840000000000003,1.089759,0.645523,1.9250599999999998,2
27,0.463189,0.478451,0.379688,0.078828,-0.5295920000000001,2
28,1.040292,-0.56492,-1.3303719999999999,2.135426,-0.900072,1
29,1.404012,0.141529,-1.209195,-0.21649200000000002,-0.303089,1
30,-0.321234,-0.76659,0.8372139999999999,1.000705,0.962865,2
31,-0.8365049999999999,-0.848707,0.622041,0.704055,-0.8632,1
32,-0.5515909999999999,0.729632,2.0852169999999997,-1.335249,-0.573487,1
33,-0.7310260000000001,-1.07936,-0.44589700000000004,0.77456,2.432496,1
34,0.470463,0.38305,-1.169558,-0.082134,2.260424,1
35,-0.320022,1.56771,0.702447,0.238461,-0.138041,1
36,2.553368,0.277988,-1.1423780000000001,0.146672,-0.48394,1
37,-0.221818,1.6558650000000001,0.892706,0.093461,-0.49623100000000003,1
38,1.4294719999999999,0.108924,-1.075561,-0.636857,0.044565,1
39,-0.813469,-0.27751,1.9278009999999999,-1.424377,-0.138041,1
40,-0.86439,-1.360732,-1.030262,0.094792,1.42816,2
41,0.573517,-0.259396,-1.278277,-0.352179,-0.138041,1
42,-0.788009,-0.636169,0.788517,1.374511,-0.9825959999999999,2
43,-0.351544,2.46013,-1.5194969999999999,0.649514,-0.615627,1
44,-0.726176,0.082356,0.5801390000000001,-1.0306170000000001,-0.5524180000000001,1
45,0.023087,-1.207366,1.19508,0.492542,0.61521,2
46,-0.5685640000000001,-0.8136869999999999,0.161117,2.380195,2.727475,2
47,-0.877726,-0.76659,-1.760718,2.94556,-0.138041,1
48,-0.758911,-0.568543,0.033145999999999995,1.292034,-0.138041,1
49,-0.8195309999999999,-1.297936,0.118083,-1.190249,-1.572555,2
50,-0.507944,-0.44898999999999994,1.138456,0.9621280000000001,-1.395216,2
51,0.15523900000000002,1.8321759999999998,-0.022346,0.6042850000000001,-0.5313479999999999,1
52,0.287391,0.733255,-1.245435,-0.249748,0.09724,1
53,-0.632821,-0.848707,-0.274891,0.9474950000000001,-1.918454,2
54,0.474101,0.855223,0.623173,0.781211,-0.705175,2
55,1.379764,0.21398499999999998,-1.182015,-0.221813,-0.31713600000000003,1
56,2.695219,-0.9501459999999999,-1.003082,-0.40671999999999997,-0.009866,1
57,-0.46066,0.9433790000000001,-0.11520999999999999,0.073507,-0.138041,1
58,0.577155,-0.195393,-1.74826,-1.3232760000000001,-0.692884,1
59,2.204196,-0.9380700000000001,-0.663335,-0.353509,-0.225833,1
60,0.306789,-0.445367,2.028593,-1.4190559999999999,-0.792966,2
61,-0.74315,-0.7895340000000001,-0.008756,2.0210220000000003,-1.019469,1
62,-0.5515909999999999,1.51216,-1.288469,-0.220482,-0.73678,1
63,-0.532192,2.014524,-1.434561,-0.042226,0.9049219999999999,1
64,1.24155,-0.284756,-0.448162,-0.25906,-0.37859,1
65,-0.49582,0.657176,0.592596,0.11208499999999999,-0.626162,1
66,0.5516939999999999,0.5992109999999999,-1.1537030000000001,-0.678095,0.042809,1
67,-0.524918,1.333435,-1.459475,0.08681,-0.4418,1
