,A1,A2,A3,A4,A5,A6,A7,Class
0,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
1,0.23,0.33,0.48,0.5,0.43,0.33,0.43,1
2,0.56,0.68,0.48,0.5,0.77,0.36,0.45,6
3,0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
4,0.57,0.38,0.48,0.5,0.06,0.49,0.33,5
5,0.64,0.78,0.48,0.5,0.5,0.36,0.38,8
6,0.24,0.35,0.48,0.5,0.31,0.19,0.31,1
7,0.63,0.47,0.48,0.5,0.51,0.82,0.84,2
8,0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
9,0.61,0.75,0.48,0.5,0.51,0.33,0.33,6
10,0.39,0.41,0.48,0.5,0.52,0.72,0.75,2
11,0.63,0.49,0.48,0.5,0.79,0.45,0.28,6
12,0.63,0.75,0.48,0.5,0.64,0.73,0.66,2
13,0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
14,0.44,0.35,0.48,0.5,0.55,0.55,0.61,1
15,0.3,0.16,0.48,0.5,0.56,0.11,0.23,1
16,0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
17,0.24,0.57,0.48,0.5,0.63,0.34,0.43,1
18,0.64,0.84,0.48,0.5,0.37,0.45,0.4,8
19,0.47,0.47,0.48,0.5,0.22,0.16,0.26,1
20,0.41,0.51,0.48,0.5,0.58,0.2,0.31,1
21,0.61,0.6,0.48,0.5,0.44,0.39,0.38,8
22,0.72,0.86,0.48,0.5,0.17,0.55,0.21,8
23,0.85,0.53,0.48,0.5,0.53,0.52,0.35,3
24,0.29,0.47,0.48,0.5,0.41,0.23,0.34,1
25,0.37,0.5,0.48,0.5,0.42,0.36,0.45,1
26,0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
27,0.68,0.78,0.48,0.5,0.43,0.44,0.42,8
28,0.45,0.4,0.48,0.5,0.61,0.74,0.77,2
29,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
30,0.34,0.51,0.48,0.5,0.44,0.37,0.46,1
31,0.33,0.37,0.48,0.5,0.46,0.65,0.69,2
32,0.6,0.5,1.0,0.5,0.54,0.77,0.8,2
33,0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
34,0.44,0.56,0.48,0.5,0.5,0.46,0.54,1
35,0.48,0.41,0.48,0.5,0.51,0.9,0.88,2
36,0.66,0.71,0.48,0.5,0.41,0.5,0.35,8
37,0.84,0.44,0.48,0.5,0.48,0.71,0.74,2
38,0.43,0.37,0.48,0.5,0.53,0.35,0.44,1
39,0.52,0.54,0.48,0.5,0.62,0.76,0.79,2
40,0.64,0.57,0.48,0.5,0.7,0.33,0.26,6
41,0.24,0.34,0.48,0.5,0.38,0.3,0.4,1
42,0.41,0.48,0.48,0.5,0.51,0.44,0.51,1
43,0.84,0.54,0.48,0.5,0.75,0.92,0.7,5
44,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
45,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
46,0.79,0.41,0.48,0.5,0.66,0.81,0.83,5
47,0.34,0.51,0.48,0.5,0.67,0.9,0.9,2
48,0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
49,0.7,0.4,0.48,0.5,0.56,0.86,0.83,2
50,0.29,0.39,0.48,0.5,0.52,0.4,0.48,8
51,0.27,0.35,0.48,0.5,0.51,0.77,0.79,2
52,0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
53,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
54,0.69,0.59,0.48,0.5,0.46,0.44,0.52,8
55,0.4,0.35,0.48,0.5,0.45,0.33,0.42,1
56,0.54,0.49,0.48,0.5,0.4,0.87,0.88,2
57,0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
58,0.63,0.65,0.48,0.5,0.39,0.44,0.35,8
59,0.56,0.51,0.48,0.5,0.34,0.37,0.46,1
60,0.43,0.4,0.48,0.5,0.39,0.28,0.39,1
61,0.2,0.46,0.48,0.5,0.57,0.78,0.81,2
62,0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
63,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
64,0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
65,0.6,0.61,0.48,0.5,0.54,0.67,0.71,2
66,0.16,0.51,0.48,0.5,0.33,0.39,0.48,2
67,0.59,0.29,0.48,0.5,0.64,0.75,0.77,5
68,0.69,0.65,0.48,0.5,0.63,0.48,0.41,8
