,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Class
0,14,120,9,0.0,0.0,0.333333,0.13333299999999998,0.44444399999999995,0.296296,1.592593,0.0,3.888889,0.8888889999999999,-4.777778,6.888889,-2.111111,3.888889,1.0,-2.315721,FOLIAGE
1,200,250,9,0.0,0.0,2.277778,1.4207459999999998,1.444444,1.025599,9.222222,6.555555,7.333334,13.777778,-8.0,-5.666666,13.666667000000002,13.777778,0.56339,2.192935,GRASS
2,17,18,9,0.0,0.0,1.222221,1.29386,1.277777,1.25462,125.62963,114.0,142.0,120.88888500000002,-34.88889,49.11111,-14.222222,142.0,0.197105,-2.352184,SKY
3,139,109,9,0.0,0.0,0.8888889999999999,0.8344440000000001,0.277778,0.38968200000000003,29.407408,24.777779000000002,37.11111,26.333334000000004,-13.888889,23.11111,-9.222222,37.11111,0.33195399999999997,-2.2261610000000003,WINDOW
4,243,120,9,0.0,0.0,4.444445,4.359749,1.555555,1.833839,47.851852,44.77778,56.33333199999999,42.444443,-9.222222,25.444445,-16.222220999999998,56.33333199999999,0.245321,-1.9107349999999999,CEMENT
5,95,127,9,0.0,0.0,0.22222199999999998,0.074074,0.22222199999999998,0.02963,0.62963,0.0,1.888889,0.0,-1.888889,3.777778,-1.888889,1.888889,1.0,-2.094395,FOLIAGE
6,166,182,9,0.0,0.0,3.055555,4.213295,3.999999,2.366432,58.40740600000001,52.55555699999999,72.55556,50.11111,-17.555555,42.444443,-24.88889,72.55556,0.3112,-1.9784950000000001,PATH
7,131,144,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WINDOW
8,94,80,9,0.0,0.0,2.166665,1.1879030000000002,0.833334,0.505525,58.33333199999999,51.22222,72.111115,51.666668,-21.333334,41.333332,-20.0,72.111115,0.29083400000000004,-2.116351,CEMENT
9,145,90,9,0.0,0.0,1.0,0.577778,2.0,0.399999,24.851851999999997,23.666666,32.22222,18.666667999999998,-3.5555559999999997,22.11111,-18.555555,32.22222,0.42059799999999997,-1.7059419999999998,BRICKFACE
10,112,201,9,0.0,0.0,2.833333,1.295291,3.111111,1.784709,21.296297,16.666667999999998,20.333334,26.888890000000004,-13.888889,-2.888889,16.777779000000002,26.888890000000004,0.381912,2.467938,GRASS
11,218,178,9,0.11111099999999999,0.0,0.833333,0.547722,1.1111090000000001,0.544331,59.629630000000006,52.44444300000001,75.22222,51.22222,-21.555555,46.77778,-25.222220999999998,75.22222,0.318996,-2.040554,PATH
12,78,99,9,0.0,0.0,1.611111,8.018517999999998,3.055555,14.774076,4.148148,1.111111,9.0,2.333334,-9.111111,14.555554999999998,-5.444445,9.0,0.9109,-2.255673,FOLIAGE
13,145,163,9,0.0,0.0,3.111111,13.496301,18.666666,27.244466999999997,39.444443,34.0,47.77778,36.555557,-16.333334,25.0,-8.666667,48.11111,0.281536,-2.4253240000000003,PATH
14,117,147,9,0.0,0.0,0.611111,0.10740699999999999,0.777778,0.562963,6.777778,5.444445,11.0,3.888889,-4.0,12.666667,-8.666667,11.0,0.643678,-1.7833880000000002,BRICKFACE
15,202,193,9,0.0,0.0,1.111112,0.750308,3.3888879999999997,2.489236,41.703705,37.88889,50.666668,36.555557,-11.444445,26.888890000000004,-15.444445000000002,50.666668,0.278387,-1.9929970000000001,PATH
16,185,188,9,0.0,0.0,1.777777,1.1287479999999999,1.999999,1.247218,50.185184,45.0,62.11111,43.444443,-15.555554999999998,35.77778,-20.222220999999998,62.11111,0.30043000000000003,-2.00738,PATH
17,224,34,9,0.0,0.0,1.333332,0.966091,1.000001,0.632455,123.22222,111.44443999999999,140.0,118.22222,-35.333332,50.333332,-15.0,140.0,0.20392000000000002,-2.343381,SKY
18,24,172,9,0.0,0.0,1.166667,0.9128700000000001,9.777778,5.455545,42.037037,38.0,50.333332,37.77778,-12.111111,24.88889,-12.777778,50.333332,0.249836,-2.1437180000000002,PATH
19,180,224,9,0.0,0.0,3.722222,3.7074059999999998,3.611111,5.6185220000000005,15.185185,11.666667,13.333332999999998,20.555555,-10.555555,-5.555555,16.11111,20.555555,0.443375,2.2982549999999997,GRASS
20,80,87,9,0.0,0.11111099999999999,24.388891,572.9964,44.722225,1386.3292,67.44444,58.77778000000001,79.0,64.55556,-26.0,34.666668,-8.666667,79.0,0.30628099999999997,-2.422127,FOLIAGE
21,90,134,9,0.0,0.0,0.555556,0.34074099999999996,1.055556,0.37407399999999996,2.666667,1.0,6.111111,0.8888889999999999,-5.0,10.333333,-5.333334,6.111111,0.876102,-2.071242,WINDOW
22,76,89,9,0.0,0.0,1.055556,0.9525790000000001,3.277778,2.453266,16.814816,12.888889,24.444445,13.111111,-11.777778,22.88889,-11.111111,24.444445,0.473045,-2.11184,WINDOW
23,217,122,9,0.0,0.0,0.333333,0.13333299999999998,0.5,0.3,6.0,7.222222,7.333334,3.4444440000000003,3.666667,4.0,-7.666666,7.666666,0.551808,-1.05144,BRICKFACE
24,155,140,9,0.0,0.0,0.44444399999999995,0.118519,0.666667,0.088889,5.0,6.555555,5.555555,2.888889,4.666666,1.666667,-6.333334,6.666666,0.564153,-0.783647,BRICKFACE
25,41,75,9,0.0,0.11111099999999999,15.388889,19.136257,26.611113,31.713590000000003,55.0,47.444443,65.44444,52.11111,-22.666666,31.333334000000004,-8.666667,65.44444,0.297802,-2.356754,FOLIAGE
26,196,134,9,0.0,0.0,0.555556,0.251852,0.777778,0.296296,6.0740739999999995,7.444445,7.111111,3.666667,4.111111,3.111111,-7.222222,7.777778,0.529982,-0.966318,BRICKFACE
27,95,131,9,0.0,0.0,0.555555,0.16296300000000002,1.333333,0.7111109999999999,5.333334,6.888889,6.111111,3.0,4.666666,2.333333,-7.0,7.222222,0.592813,-0.850783,BRICKFACE
28,128,140,9,0.0,0.0,7.833334,7.032464,0.666667,0.298143,27.666665999999996,24.88889,33.555557,24.555555,-8.333333,17.666666,-9.333333,33.555557,0.266206,-2.05389,CEMENT
29,218,147,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WINDOW
30,67,32,9,0.0,0.0,0.9444440000000001,1.062842,1.777779,1.310922,126.22222,115.11111499999998,142.22223,121.33333600000002,-33.333332,48.0,-14.666667000000002,142.22223,0.190625,-2.333746,SKY
31,242,148,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WINDOW
32,189,144,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WINDOW
33,61,197,9,0.0,0.0,1.444444,1.5153530000000002,2.611111,1.9254630000000001,49.592594,44.22222,61.55555699999999,43.0,-16.11111,35.88889,-19.777779000000002,61.55555699999999,0.302925,-2.0222740000000003,PATH
