,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,Class
0,-1.07818,-1.1718110000000002,1.70318,1.7031470000000002,-0.41585,-0.353624,-0.15787,-0.479652,0.62921,0.266854,1.46812,1.50851,-1.50851,0.025281,-0.814125,-0.377879,0.070536,-0.598636,-0.099819,1.04358,0.9629909999999999,-0.28936300000000004,-1.3196780000000001,0.08393300000000001,0.771596,0.43990799999999997,-1.027415,6
1,-1.10073,-1.1809129999999999,-0.548978,-0.548991,-0.37603200000000003,-0.338712,-0.13872400000000001,-0.436541,-0.849052,0.266854,-0.724267,1.50851,-1.50851,0.025281,-0.7821279999999999,-0.852677,0.28012800000000004,-0.47566400000000003,0.6767,1.04358,0.9629909999999999,0.197125,0.347673,0.357037,0.64993,-0.146358,0.252726,6
2,-1.1097489999999999,-1.210495,0.7066100000000001,0.706585,-0.42097299999999993,-0.353624,-0.153083,-0.48757700000000004,0.62921,-0.399408,-0.848657,1.50851,-1.50851,-0.175006,-0.79887,-0.464136,-0.818812,-0.6184,-0.888409,1.04358,0.9629909999999999,-0.406087,-1.343071,0.16256900000000002,1.2878530000000001,0.08051699999999999,-1.197001,7
3,-1.254067,-1.333373,-0.369824,-0.369841,-0.410261,-0.349896,-0.15069000000000002,-0.47459300000000004,0.737375,-0.343886,-0.561004,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-1.153816,1.35185,1.3106870000000002,-0.462488,1.492559,0.763842,0.9629909999999999,-0.186447,0.38754099999999997,0.16256900000000002,0.051702,0.102025,-0.178786,7
4,1.4000270000000001,1.335811,-0.645095,-0.6451140000000001,-0.41748,-0.334984,-0.167443,-0.482839,0.845541,-0.288364,-0.8020109999999999,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-0.405602,-0.0901,1.736749,-0.521779,-0.08774900000000001,1.04358,-0.1719,-0.323707,0.21145799999999998,-0.106294,-0.195622,0.198464,-1.0323309999999999,6
5,-1.0421,-1.130852,-0.623085,-0.6231,-0.412124,-0.349896,-0.15069000000000002,-0.478008,0.448934,-0.343886,-0.833109,1.50851,-1.50851,-0.175006,-0.63442,0.527443,0.118281,-0.53715,0.251112,1.04358,0.9629909999999999,-0.21854899999999997,0.159056,-1.711312,0.743881,-0.10472999999999999,-0.6591020000000001,2
6,2.356132,2.291529,0.042549000000000003,0.042533,-0.408864,-0.331256,-0.136331,-0.489983,-1.317769,-2.5647580000000003,1.5303149999999999,1.50851,-1.50851,0.025281,-1.0950309999999999,-0.029796,-0.908637,-0.614008,-0.9800530000000001,1.04358,0.9629909999999999,-0.163669,-1.326595,-1.6927130000000001,1.34023,-2.601738,-0.692458,7
7,-1.195438,-0.910127,0.679792,0.679794,1.0732549999999998,0.5672020000000001,0.124528,1.168667,-1.6062100000000001,-0.343886,-0.786462,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-1.009457,0.285464,-0.777945,2.128716,0.26765300000000003,-1.7745060000000001,-1.306792,1.811079,-1.131212,1.055623,-1.655375,-0.379477,1.455624,3
8,-0.6722859999999999,-0.728085,-0.672899,-0.6729189999999999,-0.41911000000000004,-0.30516,-0.155477,-0.48215399999999997,1.170037,0.711028,-0.724267,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,0.252945,1.6014620000000002,-0.6909529999999999,-0.330732,0.995891,-1.442736,-1.306792,-0.36053,0.6403399999999999,-1.760419,-1.604877,0.821501,-0.6025739999999999,7
9,-1.0894549999999998,-1.164985,-0.7563439999999999,-0.756363,-0.415617,-0.349896,-0.172229,-0.482479,0.5571,-0.621495,1.8101939999999999,1.50851,-1.50851,-0.175006,-0.8472379999999999,0.269434,0.163194,-0.49981899999999996,1.7411159999999999,1.04358,-1.306792,-0.284642,0.424993,-0.22457399999999997,-1.109054,-0.185905,-0.8866209999999999,7
10,-1.190928,-0.910127,0.249858,0.249863,1.076049,0.410624,0.050339,1.182445,-1.642265,-0.177321,-0.786462,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-0.998667,0.099209,-0.806673,2.097973,0.79472,-1.054459,-1.306792,1.812023,-1.131967,1.034088,-1.6720509999999997,-0.34339899999999995,1.455624,3
11,-1.204458,-0.9237799999999999,0.629091,0.629095,1.021328,0.790884,0.24179499999999998,1.11133,-1.6062100000000001,-0.343886,-0.786462,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-1.031408,0.383171,-0.760142,2.097973,-0.314848,-2.514135,-1.306792,-2.2409790000000003,-1.131967,1.055623,-1.645041,-0.378089,1.455624,3
12,1.614248,1.5565360000000001,0.8881950000000001,0.8881680000000001,-0.396523,-0.353624,-0.16026300000000002,-0.46054799999999996,-0.632721,0.15581,1.304857,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,0.2522,-1.60304,1.483863,-0.530562,1.21539,1.04358,0.9629909999999999,-2.4200180000000002,0.30538899999999997,0.040863,-0.048825,-0.183824,-0.6591020000000001,7
13,-1.256322,-1.353853,-0.10826400000000001,-0.10826300000000001,-0.379292,-0.241783,-0.06453500000000001,-0.427158,0.7734310000000001,1.432811,-0.786462,1.50851,-1.50851,-0.175006,-1.157537,0.385461,-1.6474669999999998,-0.587657,-1.8732509999999998,0.943434,0.9629909999999999,0.170688,-1.326595,0.915808,1.768878,0.9387549999999999,0.6947720000000001,1
14,0.928739,0.880707,-0.431518,-0.431536,-0.41724700000000003,-0.260423,-0.145904,-0.479513,1.061872,0.599984,1.8257430000000001,1.50851,-1.50851,1.287086,1.792531,2.389993,0.817055,-0.447117,-0.38771700000000003,-0.228111,-1.306792,-0.318632,0.556527,0.08393300000000001,-0.729495,0.850641,0.11193199999999999,7
15,1.057272,1.04682,1.323878,1.32385,-0.368115,-0.148582,-0.114792,-0.41871400000000003,0.7734310000000001,0.266854,-0.724267,1.50851,-1.50851,0.025281,0.334798,1.328186,-0.179922,-0.122118,-0.36983499999999997,-1.354339,-1.306792,0.25601799999999997,0.915035,-1.711312,-1.308229,0.460028,1.297274,6
16,-0.48286899999999994,-0.557421,-0.41216800000000003,-0.412179,-0.3914,-0.260423,-0.10521900000000001,-0.460741,-0.16400399999999998,-0.677017,-0.662071,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,0.699045,1.1938389999999999,-0.221192,-0.47786000000000006,-1.0260989999999999,-0.103907,0.9629909999999999,0.058802999999999994,0.347673,0.509578,0.940941,-0.8068609999999999,0.698634,7
17,-1.1187690000000001,-1.05576,0.5398649999999999,0.539888,0.20889899999999997,0.820709,0.296838,0.365282,1.061872,0.544463,-0.45993599999999996,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-0.8357040000000001,1.8014569999999999,0.8554930000000001,0.50592,-1.6658220000000001,-1.821502,0.9629909999999999,1.377583,1.394959,1.346347,0.31593699999999997,0.840234,1.455624,3
18,-1.195438,-1.269659,1.242501,1.242474,-0.37416900000000003,-0.316344,-0.143511,-0.45803599999999994,-2.074927,-1.121191,-0.755364,1.50851,-1.50851,2.428719,-1.0102010000000001,-1.019085,1.351553,-0.427353,0.416519,0.5568350000000001,0.9629909999999999,0.211642,0.46033,0.233537,0.027979,-1.9467849999999998,0.24745999999999999,6
19,0.651378,0.603093,-0.908156,-0.9081610000000001,-0.30990100000000004,-0.28279099999999996,-0.117185,-0.365533,-0.055838,0.15581,-1.190732,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,1.176027,-1.023665,0.427813,-0.346104,0.126833,1.04358,0.9629909999999999,0.556975,0.585672,0.5749989999999999,0.5642010000000001,-0.355887,1.3179889999999999,6
20,-1.220243,-1.31972,0.358323,0.3583,-0.415617,-0.357352,-0.155477,-0.482908,0.160493,-0.232843,-0.786462,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-1.0697299999999998,-1.306101,-0.511303,-0.603028,-0.49411400000000005,1.04358,0.9629909999999999,-0.284642,-1.3343120000000002,0.124393,1.1093469999999999,-0.271937,-1.148548,1
21,-0.76474,-0.8577899999999999,-0.15198299999999998,-0.151999,-0.408631,-0.346168,-0.143511,-0.474211,0.160493,-0.232843,1.841292,-1.0069700000000001,1.0069700000000001,-0.375292,-0.21622399999999997,-0.654208,-0.726154,-0.616204,-0.611687,1.04358,0.9629909999999999,-2.436306,-1.326595,0.297979,1.2340659999999999,-0.146358,-0.8392209999999999,7
22,0.9016790000000001,0.821543,-0.230879,-0.230897,-0.415617,-0.36108,-0.153083,-0.48132299999999995,0.5571,-0.177321,1.8257430000000001,-1.0069700000000001,1.0069700000000001,-0.175006,1.906753,-1.002291,-0.605579,-0.62938,-0.345248,1.04358,0.9629909999999999,-0.284642,-1.3343120000000002,0.16256900000000002,1.164073,0.045826,-1.112383,1
23,0.098912,0.011458,0.312421,0.312402,-0.41515100000000005,-0.338712,-0.14111700000000002,-0.47957,0.7734310000000001,-0.177321,-0.724267,-1.0069700000000001,1.0069700000000001,0.425854,2.1158509999999997,0.058752,-0.960832,-0.603028,-1.0260989999999999,1.04358,0.9629909999999999,-0.275318,-1.3343120000000002,0.32816100000000004,1.3702940000000001,0.28171999999999997,-0.9175180000000001,5
24,-1.2382819999999999,-1.335649,0.255217,0.255191,-0.42702700000000005,-0.36108,-0.167443,-0.497787,-0.127948,-1.509844,-0.8175600000000001,1.50851,-1.50851,-0.175006,-1.113261,0.557213,0.49174300000000004,-0.587657,-0.047068,1.04358,0.9629909999999999,-0.590674,-1.326595,-0.106294,0.52709,-0.992108,-1.264413,2
25,1.0640370000000001,1.0422690000000001,1.57082,1.570793,-0.39256399999999997,-0.17840599999999998,-0.081287,-0.45391000000000004,0.412879,0.15581,-0.739815,1.50851,-1.50851,0.025281,0.33703,2.547241,0.755957,-0.201172,-0.424375,-1.696739,-1.306792,0.046647,0.8224629999999999,0.357037,-0.764961,0.036113,1.351345,6
26,-1.242792,-1.335649,-0.343884,-0.3439,-0.40420700000000004,-0.349896,-0.145904,-0.467161,0.7734310000000001,-0.288364,-0.669846,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-1.125912,-0.5122270000000001,-0.28633600000000003,-0.556914,0.002554,1.04358,0.9629909999999999,-0.09427200000000001,0.10197300000000001,0.266492,0.978756,0.121451,-0.647867,7
27,-0.058936,-0.134175,-0.893753,-0.8937379999999999,-0.324571,-0.107573,-0.016671000000000002,-0.39000300000000004,0.052327,-1.121191,-0.5221319999999999,-1.0069700000000001,1.0069700000000001,2.8292919999999997,1.6794240000000002,0.63202,-1.511516,-0.510799,-1.975177,0.6754439999999999,0.9629909999999999,-2.370685,0.260085,1.0967360000000002,1.68996,-0.711116,1.421215,7
28,-1.1841629999999999,-1.001147,-0.835166,-0.83516,0.520691,0.317423,0.035979000000000004,0.560893,-1.714376,0.100288,-0.770913,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-0.982668,0.048827999999999996,-0.654133,1.399666,0.266311,-1.468472,-1.306792,-2.262459,1.7317220000000002,0.902756,-1.583503,-0.351031,1.455624,3
29,-0.509929,-0.596105,-0.47342799999999996,-0.473443,-0.401413,-0.338712,-0.148297,-0.46572299999999994,-0.09189299999999999,-0.177321,-0.825334,1.50851,-1.50851,-0.575579,0.663327,-1.145799,-0.19003699999999998,-0.554718,-0.38771700000000003,1.04358,0.9629909999999999,-0.056859,0.10197300000000001,0.233537,0.9228559999999999,-0.127625,-0.7093109999999999,7
30,-0.9609219999999999,-1.017076,-0.809942,-0.80985,0.023313999999999998,0.3808,0.32795,0.073644,0.7013199999999999,0.266854,-0.506583,-1.0069700000000001,1.0069700000000001,2.8292919999999997,-0.46029499999999995,1.602226,-1.793534,-0.321948,-2.186183,0.63684,0.9629909999999999,1.2051530000000001,-1.257007,1.844428,1.8539029999999999,0.38856599999999997,1.455624,7
31,2.3516220000000003,2.32111,-0.556678,-0.556685,-0.288478,-0.293975,-0.114792,-0.389346,-1.101438,-2.0650619999999997,1.771322,1.50851,-1.50851,0.025281,-1.018014,-1.6557110000000002,0.54677,-0.420766,0.522022,0.8835700000000001,0.9629909999999999,0.6345149999999999,0.61361,0.5749989999999999,0.495147,-1.9467849999999998,1.345025,3
32,0.527355,0.44380699999999995,-0.78683,-0.786853,-0.43727299999999997,-0.387176,-0.18898099999999998,-0.506347,1.061872,0.9886370000000001,-0.786462,-1.0069700000000001,1.0069700000000001,-0.575579,1.7519759999999998,0.65492,-0.28633600000000003,-0.603028,1.7411159999999999,1.04358,-1.306792,-1.2681209999999998,-1.3343120000000002,-1.825334,-1.370001,1.157997,-1.5579399999999999,4
33,1.517285,1.440484,-0.896951,-0.896969,-0.43121800000000005,-0.372264,-0.162656,-0.492616,3.261237,3.320553,-0.825334,-1.0069700000000001,1.0069700000000001,2.428719,-0.673114,0.65492,0.050710000000000005,-0.6184,-0.121725,-0.075374,0.9629909999999999,-0.7733720000000001,-1.343071,-0.162905,0.783105,3.8562089999999998,-1.391163,7
34,1.036977,1.001309,-0.9044780000000001,-0.9044780000000001,-0.28615,-0.264151,-0.09804,-0.355381,-1.786486,-0.788061,1.304857,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,1.368382,-0.004606,0.291862,-0.36806300000000003,0.214454,1.04358,0.9629909999999999,0.642305,0.69093,0.724765,0.643119,-0.8922,1.4419309999999999,7
35,-0.41522,-0.505084,-0.545615,-0.5456270000000001,-0.401646,-0.3238,-0.136331,-0.467995,0.412879,-0.677017,-0.67762,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,0.864612,-1.0412219999999999,-0.908637,-0.587657,-1.1199780000000001,1.04358,0.9629909999999999,-0.059809,-1.326595,-1.6927130000000001,1.34023,-0.386415,-0.692458,7
36,1.977298,1.9342720000000002,2.0751060000000003,2.075066,-0.421671,-0.32007199999999997,-0.167443,-0.485363,1.097927,0.711028,1.483668,1.50851,-1.50851,-0.19503399999999999,-0.413416,0.95186,-0.48864399999999997,-0.46688,0.709334,-0.6779310000000001,-1.306792,-0.424262,-1.2742229999999999,-1.7678909999999999,-1.487439,0.8839440000000001,-0.97826,7
37,-1.199948,-0.9647389999999999,0.316618,0.316628,0.844126,0.7722439999999999,0.215469,0.931718,-1.822541,0.266854,-0.444388,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-1.027316,0.848045,-0.351479,1.6961169999999999,-0.5571470000000001,-2.125858,-1.306792,1.7270470000000002,1.8369790000000001,1.135564,-1.407816,-0.31079,1.455624,3
38,2.180244,2.118589,-0.49226000000000003,-0.49228,-0.417713,-0.36853600000000003,-0.169836,-0.48815299999999995,-0.272169,-1.121191,1.499217,1.50851,-1.50851,0.025281,-0.7702220000000001,-1.311444,1.3997030000000001,-0.585461,1.053112,1.04358,0.9629909999999999,-2.453183,0.10197300000000001,-0.162905,2.8999999999999997e-05,-0.900525,-1.201565,7
39,2.020142,1.966129,-0.289544,-0.28956,-0.383949,-0.34244,-0.143511,-0.454269,-1.029327,-0.677017,1.5303149999999999,1.50851,-1.50851,0.025281,-0.452482,-0.948857,0.329491,-0.532758,0.623501,1.04358,0.9629909999999999,0.13055999999999998,0.30538899999999997,0.297979,0.621275,-0.911626,-0.051334000000000005,6
40,-0.9338620000000001,-0.998872,-0.717392,-0.717411,-0.40839899999999996,-0.256695,-0.167443,-0.46722299999999994,1.206093,0.599984,-0.770913,-1.0069700000000001,1.0069700000000001,0.425854,-0.375094,0.42362799999999995,-0.10264000000000001,-0.376847,-0.44225699999999996,0.613342,-1.306792,-0.156352,0.556527,-0.162905,-1.263133,0.9026770000000001,-0.522521,6
41,-1.2518120000000001,-1.333373,-0.931307,-0.931314,-0.388606,-0.22687100000000002,-0.062141999999999996,-0.42932,1.74692,1.9325080000000001,-0.825334,-1.0069700000000001,1.0069700000000001,0.425854,-1.146375,1.00911,-0.221192,-0.47346800000000006,-1.326961,-1.5081950000000002,0.9629909999999999,0.086892,0.347673,0.509578,0.940941,1.966975,0.698634,7
42,-0.525714,-0.614309,-0.7185239999999999,-0.718527,-0.377429,-0.30143200000000003,-0.102826,-0.43754799999999994,0.304713,-0.288364,-0.646522,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,0.5937520000000001,-0.738176,-1.297878,-0.572285,-1.287174,1.04358,0.9629909999999999,0.186031,-1.3196780000000001,0.690179,1.5659459999999998,-0.097098,0.252726,6
43,2.329072,2.261947,-0.26053899999999997,-0.26056,-0.426328,-0.36108,-0.165049,-0.49863199999999996,-0.41639,-2.0095400000000003,1.5303149999999999,1.50851,-1.50851,0.425854,-1.036617,0.177833,0.002561,-0.627184,-0.345248,1.04358,0.9629909999999999,-0.565653,-1.3343120000000002,-0.053761,0.811055,-1.5256450000000001,-1.284778,1
44,-0.936117,-0.96929,-0.535438,-0.535312,0.73352,0.20558200000000001,0.476328,0.904121,-2.65181,0.711028,1.771322,-1.0069700000000001,1.0069700000000001,1.427287,-0.546241,0.480879,-1.7660200000000001,-0.264854,-1.765513,0.76552,0.9629909999999999,1.6809009999999998,0.879547,2.037754,1.8376970000000001,0.108269,1.455624,1
45,-1.195438,-0.9237799999999999,0.130205,0.13021300000000002,1.056722,0.611938,0.122135,1.141561,-1.642265,-0.343886,-0.786462,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-1.009457,0.370194,-0.6529189999999999,2.032095,0.040553,-1.628483,-1.306792,1.805532,-1.133477,1.0866209999999998,-1.582799,-0.408617,1.455624,3
46,-1.287892,-1.3584040000000002,-0.14366600000000002,-0.14369400000000002,-0.42888999999999994,-0.338712,-0.18898099999999998,-0.49761099999999997,-1.029327,1.155202,1.794645,1.50851,-1.50851,-0.175006,-1.234181,-1.828989,-1.731223,-0.46029200000000003,1.7411159999999999,-0.355113,-1.306792,-2.486701,0.526022,-1.8457270000000001,-2.208743,-0.143583,-1.463141,7
47,0.5408850000000001,0.466562,0.826354,0.826324,-0.42097299999999993,-0.36108,-0.172229,-0.488785,0.23260300000000003,-0.343886,-0.8020109999999999,1.50851,-1.50851,-0.175006,1.6905860000000001,-0.50154,1.3997030000000001,-0.539346,0.847024,1.04358,-1.306792,-0.406087,0.159056,-0.22457399999999997,-0.39127399999999996,-0.22684,-1.201565,7
