,A1,A2,A3,A4,Class
0,2,5,1250,47,1
1,23,1,250,23,0
2,11,2,500,11,0
3,4,10,2500,28,1
4,4,8,2000,48,1
5,2,3,750,24,0
6,4,4,1000,18,0
7,14,5,1250,64,0
8,4,2,500,4,1
9,16,10,2500,62,0
10,2,11,2750,26,0
11,2,6,1500,16,1
12,3,5,1250,26,0
13,2,2,500,4,1
14,2,7,1750,32,1
15,14,2,500,14,0
16,2,2,500,41,0
17,4,2,500,52,0
18,4,5,1250,14,1
19,23,6,1500,70,0
20,11,1,250,11,0
21,4,16,4000,98,1
22,4,1,250,4,0
23,11,17,4250,79,1
24,14,1,250,14,0
25,16,4,1000,28,0
26,4,1,250,4,1
27,11,6,1500,27,0
28,2,1,250,2,0
29,2,11,2750,46,1
30,4,8,2000,28,0
31,2,3,750,38,1
32,2,15,3750,64,0
33,2,41,10250,98,1
34,14,3,750,21,0
35,14,13,3250,57,0
36,2,6,1500,45,0
37,14,1,250,14,0
38,4,11,2750,78,0
39,15,16,4000,82,0
40,11,7,1750,64,0
41,21,3,750,70,0
42,4,6,1500,47,0
43,2,7,1750,77,0
44,14,3,750,26,0
45,4,6,1500,35,1
46,14,18,4500,78,0
47,2,1,250,2,0
48,16,7,1750,87,1
49,2,1,250,2,1
50,11,3,750,15,0
51,18,8,2000,95,0
52,2,11,2750,28,0
53,16,14,3500,83,0
54,14,2,500,14,0
55,2,1,250,2,1
56,2,21,5250,52,1
57,4,7,1750,28,0
58,4,16,4000,70,1
59,11,7,1750,62,1
60,11,11,2750,38,0
61,4,23,5750,58,0
62,4,1,250,4,1
63,23,1,250,23,0
64,4,5,1250,35,1
65,2,2,500,2,0
66,6,17,4250,70,0
67,4,9,2250,38,1
68,2,2,500,10,0
69,4,4,1000,46,0
70,0,13,3250,28,1
71,2,11,2750,79,1
72,4,7,1750,62,0
73,16,5,1250,40,1
74,23,1,250,23,0
75,14,2,500,16,0
76,23,8,2000,69,0
77,14,1,250,14,0
78,10,4,1000,16,0
79,4,1,250,4,0
80,4,14,3500,40,0
81,11,22,5500,98,0
82,14,5,1250,14,0
83,2,6,1500,35,1
84,14,4,1000,57,0
85,38,1,250,38,0
86,5,11,2750,75,0
87,13,3,750,14,1
88,16,3,750,34,0
89,11,3,750,26,0
90,2,1,250,2,0
91,11,2,500,26,0
92,11,3,750,40,1
93,16,3,750,86,0
94,3,21,5250,42,1
95,21,2,500,21,0
96,23,12,3000,86,0
97,23,3,750,62,0
98,2,4,1000,14,1
99,14,2,500,14,0
100,21,5,1250,60,0
101,2,2,500,2,0
102,4,13,3250,39,1
103,14,2,500,35,0
104,23,3,750,35,0
105,8,8,2000,52,1
106,23,8,2000,46,0
107,2,7,1750,14,1
108,21,2,500,35,0
109,7,2,500,16,0
110,4,5,1250,58,0
111,3,5,1250,12,1
112,14,4,1000,28,1
113,2,14,3500,48,1
114,4,2,500,4,1
115,39,1,250,39,0
116,1,16,4000,35,1
117,17,7,1750,58,1
118,4,5,1250,23,0
119,2,2,500,33,0
120,2,5,1250,34,0
121,4,11,2750,28,0
122,14,3,750,33,0
123,11,8,2000,46,0
124,23,3,750,40,0
125,11,1,250,11,0
126,16,10,2500,89,0
127,4,1,250,4,0
128,14,2,500,14,0
129,4,2,500,4,0
130,2,20,5000,45,1
131,23,1,250,23,1
132,6,22,5500,28,1
133,2,1,250,2,0
134,4,2,500,9,0
135,9,8,2000,38,1
136,21,2,500,26,0
137,0,26,6500,76,1
138,2,9,2250,75,0
139,14,4,1000,38,0
140,0,3,750,4,0
141,14,2,500,14,0
142,4,6,1500,30,0
143,21,3,750,38,0
144,4,1,250,4,0
145,2,4,1000,16,0
146,4,1,250,4,1
147,11,7,1750,75,0
148,25,6,1500,50,0
149,4,5,1250,46,0
150,16,3,750,21,0
151,2,2,500,2,0
152,2,4,1000,26,0
153,11,2,500,25,0
154,2,1,250,2,0
155,2,1,250,2,0
156,4,2,500,41,0
157,2,3,750,52,0
158,16,1,250,16,0
159,23,4,1000,53,0
160,4,2,500,51,1
161,23,5,1250,33,0
162,21,1,250,21,0
163,16,1,250,16,0
164,11,4,1000,74,0
165,11,2,500,14,0
166,2,12,3000,52,0
167,11,3,750,76,0
168,4,1,250,4,0
169,2,1,250,2,0
170,11,9,2250,38,0
171,1,9,2250,51,0
172,4,6,1500,35,0
173,14,2,500,21,1
174,2,15,3750,49,1
175,16,7,1750,28,0
176,4,5,1250,26,1
177,4,6,1500,38,1
178,21,3,750,35,0
179,14,1,250,14,0
180,4,5,1250,16,1
181,11,3,750,14,0
182,4,3,750,16,0
183,2,1,250,2,0
184,2,8,2000,35,1
185,14,4,1000,40,0
186,21,1,250,21,0
187,4,1,250,4,0
188,21,3,750,40,0
189,3,16,4000,74,0
190,11,3,750,76,0
191,4,6,1500,46,0
192,11,4,1000,59,0
193,11,7,1750,29,0
194,23,2,500,26,0
195,11,6,1500,58,0
196,21,1,250,21,0
197,2,6,1500,15,1
198,40,1,250,40,0
199,21,2,500,33,0
200,16,1,250,16,0
201,2,6,1500,26,1
202,2,7,1750,29,0
203,14,1,250,14,0
204,11,8,2000,48,0
205,3,17,4250,86,0
206,9,5,1250,19,0
207,4,4,1000,14,1
208,2,44,11000,98,0
209,14,3,750,26,0
210,2,1,250,2,1
211,2,6,1500,47,0
212,2,3,750,22,0
213,4,7,1750,32,1
214,9,2,500,11,0
215,8,2,500,16,0
216,2,1,250,2,0
217,4,1,250,4,1
218,23,19,4750,62,0
219,7,10,2500,47,0
220,21,1,250,21,0
221,14,1,250,14,0
222,2,1,250,2,1
223,6,3,750,14,0
224,11,2,500,11,0
225,9,11,2750,49,1
226,21,2,500,41,0
227,11,4,1000,58,0
228,4,9,2250,28,0
229,21,13,3250,57,0
230,16,4,1000,45,0
231,3,2,500,23,0
232,2,4,1000,14,0
233,23,2,500,87,0
234,14,2,500,14,0
235,2,6,1500,41,1
236,23,4,1000,52,0
237,11,2,500,52,0
238,4,9,2250,46,0
239,3,1,250,3,1
240,5,6,1500,28,0
241,4,3,750,24,0
242,23,1,250,23,0
243,4,10,2500,28,1
244,11,5,1250,50,0
245,4,1,250,4,0
246,20,14,3500,69,1
247,4,5,1250,28,0
248,2,6,1500,28,1
249,11,3,750,37,0
250,9,3,750,14,0
251,4,4,1000,4,1
252,11,3,750,28,0
253,14,3,750,35,0
254,2,5,1250,16,0
255,14,8,2000,46,0
256,23,6,1500,45,0
257,2,3,750,16,1
258,8,9,2250,58,0
259,2,4,1000,16,1
260,2,12,3000,47,1
261,2,6,1500,22,1
262,14,7,1750,35,0
263,11,2,500,16,0
264,16,1,250,16,0
265,4,10,2500,28,1
266,23,1,250,23,0
267,2,4,1000,23,0
268,11,2,500,17,0
269,11,3,750,16,1
270,23,5,1250,58,0
271,2,6,1500,26,0
272,14,1,250,14,0
273,14,1,250,14,0
274,2,4,1000,14,1
275,23,3,750,33,0
276,23,1,250,23,0
277,2,3,750,75,1
278,7,9,2250,89,1
279,2,9,2250,74,0
280,2,16,4000,64,0
281,16,1,250,16,0
282,4,1,250,4,0
283,5,14,3500,86,0
284,2,34,8500,77,1
285,11,1,250,11,0
286,21,2,500,21,1
287,11,1,250,11,0
288,14,1,250,14,0
289,21,1,250,21,0
290,12,9,2250,60,0
291,2,2,500,11,1
292,2,4,1000,16,0
293,23,2,500,38,0
294,11,1,250,11,0
295,4,1,250,4,1
296,4,1,250,4,0
297,11,1,250,11,0
298,1,14,3500,95,0
299,23,15,3750,57,0
300,4,6,1500,39,0
301,1,12,3000,35,0
302,4,5,1250,58,0
303,2,11,2750,40,1
304,23,4,1000,45,0
305,11,9,2250,72,1
306,14,3,750,83,0
307,2,4,1000,16,0
308,3,14,3500,35,0
309,21,1,250,21,0
310,16,6,1500,50,0
311,11,16,4000,89,0
312,16,2,500,27,0
313,23,1,250,23,0
314,2,4,1000,43,0
315,11,5,1250,37,1
316,21,3,750,26,0
317,2,9,2250,22,1
318,11,5,1250,18,0
319,9,1,250,9,0
320,4,2,500,13,0
321,21,2,500,23,0
322,16,1,250,16,0
323,4,2,500,4,0
324,14,3,750,28,0
325,16,1,250,16,0
326,21,3,750,35,0
327,23,1,250,23,0
328,14,4,1000,23,1
329,4,5,1250,33,1
330,23,3,750,48,0
331,14,4,1000,30,0
332,21,6,1500,48,0
333,2,12,3000,82,0
334,4,5,1250,16,1
335,16,1,250,16,0
336,4,5,1250,16,1
337,4,4,1000,26,1
338,14,2,500,35,1
339,4,1,250,4,0
340,4,20,5000,69,1
341,2,10,2500,49,0
342,14,4,1000,26,0
343,2,1,250,2,0
344,16,3,750,21,1
345,11,6,1500,26,0
346,16,3,750,40,0
347,4,1,250,4,0
348,9,5,1250,51,1
349,4,12,3000,34,1
350,2,50,12500,98,1
351,23,3,750,89,0
352,4,8,2000,46,1
353,4,11,2750,64,1
354,16,5,1250,71,0
355,2,1,250,2,1
356,2,1,250,2,0
357,11,7,1750,37,0
358,4,3,750,16,1
359,7,12,3000,86,0
360,11,11,2750,42,0
361,21,2,500,23,0
362,3,5,1250,38,0
363,14,7,1750,26,0
364,2,2,500,4,1
365,2,4,1000,35,0
366,2,2,500,14,0
367,16,6,1500,81,0
368,14,7,1750,73,0
369,11,1,250,11,0
370,9,9,2250,16,0
371,16,1,250,16,0
372,8,10,2500,63,0
