,A1,A2,A3,A4,A5,Class
0,-0.594025,-0.554052,0.030881,0.742633,1.394799,2
1,-0.46429799999999993,2.428732,-1.4470180000000001,-0.080804,1.0524120000000001,1
2,-0.872877,-0.875274,0.101095,-1.121075,-0.138041,2
3,2.572766,-0.726739,0.8247559999999999,-0.9707549999999999,-0.354009,1
4,-0.8268059999999999,-0.657906,0.66281,0.762587,-1.244215,2
5,-0.26910100000000003,0.441015,0.832684,-1.159653,-0.48394,1
6,1.526464,-0.411554,-0.6859850000000001,-0.362821,0.007693000000000001,1
7,-0.614635,-0.47918,0.987835,-1.443,-0.880758,1
8,-0.35033200000000003,2.073697,-1.556869,0.378139,1.0401209999999999,1
9,-0.828018,-0.654283,0.43065,1.9930869999999998,-0.138041,2
10,-0.885001,-0.905465,-0.157112,1.129742,-0.9773290000000001,2
11,0.49349899999999997,0.021976,1.8349369999999998,-1.202222,-0.47516099999999994,1
12,-1.091109,-1.837735,-1.524027,-1.3033219999999999,1.8723849999999997,2
13,-0.7128399999999999,-0.866821,-0.077838,1.5700610000000002,-0.138041,2
14,-0.750424,-0.261811,-0.182027,0.8676780000000001,-0.138041,2
15,-0.80377,-0.959807,-0.262434,0.535111,-0.880758,2
16,-0.230304,1.6510349999999998,-1.552339,-0.856351,-0.415463,1
17,-0.643733,-0.596318,-0.136727,1.6538680000000001,2.636172,1
18,-0.9007620000000001,-1.2109889999999999,-0.603313,-0.01296,-0.738536,1
19,-0.784371,-0.884935,-0.27262600000000003,1.1483649999999999,-0.138041,2
20,2.109629,-0.24128200000000002,0.8066369999999999,-0.9561219999999999,-0.354009,1
21,-0.737088,-0.700172,0.18943,1.449006,-0.138041,1
22,-0.383067,2.8187889999999998,-1.517232,0.125388,-0.436533,1
23,-0.79892,-0.008214,0.657148,0.049562,-0.45233500000000004,1
24,1.528889,-0.666359,-0.991757,-0.619563,-0.027424,1
25,-0.699503,-1.011734,-1.1457760000000001,0.887632,2.62037,2
26,-0.305473,-2.52124,0.427252,-1.280708,-0.138041,1
27,-0.695866,-1.092643,0.003701,2.489277,-0.138041,1
28,-0.261827,1.461441,0.22227199999999997,1.17098,-0.771896,2
29,-0.575839,-0.16641,1.8553220000000001,1.0366229999999999,-0.8579319999999999,1
30,-0.7152649999999999,-0.177279,1.387604,0.8823110000000001,-0.138041,1
31,-0.221818,-0.705002,1.302667,1.5075379999999998,1.136692,2
32,0.694757,0.450676,-1.159366,-0.6661229999999999,0.019983,1
33,-0.15271099999999999,2.22827,-1.304324,-0.127363,1.231507,1
34,-0.46793500000000005,-0.801611,0.24378899999999998,2.55313,-1.475985,1
35,-0.646158,0.153605,0.522382,0.09213099999999999,0.34832399999999997,1
36,0.407418,1.158332,1.027472,-0.94681,-0.42950900000000003,2
37,1.6949880000000002,-1.7556180000000001,-0.708635,-0.393417,0.019983,1
38,0.589279,1.166785,-1.2658200000000002,-0.80048,0.178008,1
39,-0.814682,-1.016564,-0.282819,-1.5015319999999999,-0.138041,1
40,-1.3735979999999999,-2.394441,-1.390393,-0.747269,-0.31538,1
41,-0.387916,-1.096266,-0.46061899999999995,1.362539,2.269203,2
42,-0.362456,-0.33064499999999997,0.5337069999999999,0.8956139999999999,2.9926060000000003,2
43,1.016044,1.212674,-1.2896020000000001,-0.229794,0.144647,1
44,0.086132,1.210259,-1.4628729999999999,-0.8284159999999999,0.132357,1
45,-0.720114,-0.356004,0.234729,-1.2740559999999999,1.419381,2
46,0.141903,1.3261889999999998,0.9708479999999999,0.159975,-0.44355600000000006,2
47,2.898902,0.21277800000000002,-1.072164,-0.644838,-0.243391,1
48,-1.171127,0.16205799999999998,0.915356,-1.252772,-0.138041,1
49,0.785688,-0.602356,-1.024599,-0.388096,0.002425,1
50,0.338312,1.527859,-1.351889,-0.16328099999999998,1.6511509999999998,1
51,-0.64737,0.159643,1.0727719999999998,2.259141,-0.138041,2
52,-0.5140060000000001,1.349134,-1.5342200000000001,0.13336900000000002,-0.455847,1
53,-0.844992,-0.842669,0.183767,-0.530435,-0.138041,2
54,1.933831,-0.033574,-1.18428,-0.35617,0.35008,1
55,0.361347,1.9239540000000002,0.045603,-0.9082319999999999,-0.408439,2
56,-0.669193,0.060619000000000006,1.224525,0.455295,-0.738536,1
57,-0.119976,0.639062,-1.403983,-0.832407,0.39397600000000005,1
58,-0.783159,-1.082982,-0.081235,1.314649,-1.5497299999999998,2
59,1.94838,-0.36808,-1.018937,-0.37612399999999996,0.007693000000000001,1
60,1.7228729999999999,-1.806338,-0.394935,1.532813,-0.9351889999999999,1
61,-0.666769,-1.082982,-0.117475,2.4826259999999998,-1.375902,1
62,-0.7128399999999999,0.052166,0.6673399999999999,-1.160983,-0.557685,1
63,-0.643733,0.407202,0.22113899999999997,0.018966,-0.44355600000000006,1
64,2.6940060000000003,-0.9815440000000001,-1.004214,-0.412041,-0.0028420000000000003,1
65,1.09485,-0.895804,1.743205,-1.168965,-0.473405,1
66,-0.335783,-0.299247,1.183756,0.52846,2.267447,2
67,-0.03632,1.787494,-1.48892,1.152356,-0.696396,1
68,0.488649,-0.09274600000000001,-1.076694,-0.6621319999999999,-0.232856,1
69,0.287391,1.25011,0.892706,-1.0572219999999999,-0.424242,2
70,-0.815894,-0.589072,0.915356,1.887995,-0.138041,1
71,-0.014497,0.9699459999999999,-1.4436200000000001,-0.779196,-0.334694,1
72,-0.487333,-0.8354229999999999,0.158852,1.057907,-0.138041,2
73,-1.367536,-0.424838,1.354762,-1.407083,-0.789455,1
74,-0.714052,-1.039509,-0.262434,1.757629,2.845116,2
75,-0.8462040000000001,-1.127664,-0.494594,0.632221,3.326214,1
76,2.183586,-0.21350700000000003,0.7590720000000001,-0.8483700000000001,-0.325915,1
77,-0.918948,-1.198913,-0.409657,0.173278,1.958421,1
78,0.432879,1.201806,-1.2544950000000001,-0.229794,0.13586800000000002,1
79,-0.832868,-0.969468,-0.36549,-1.1929100000000001,1.754745,2
80,-0.41458900000000004,-0.369288,0.964053,-0.980067,-0.42950900000000003,1
81,-0.45581099999999997,-0.668774,-0.006490999999999999,1.159008,1.477323,2
82,0.5686680000000001,-0.648245,-0.726755,-0.40406,0.048076999999999995,1
83,0.018238,1.13901,1.050122,0.049562,-0.457603,2
84,-0.841354,-1.163892,-0.346238,0.29433200000000004,-1.823639,1
85,-0.669193,0.10288599999999999,0.241524,0.12405799999999999,-0.41897399999999996,1
86,-0.305473,-0.424838,0.791914,-1.351212,-1.00191,2
87,-0.13816199999999998,0.6487229999999999,0.354773,-0.910892,0.23946199999999998,1
88,-0.698291,-0.9102950000000001,-0.330383,1.262769,-1.6199629999999998,2
89,0.29709,-2.7410240000000003,-1.4843899999999999,1.596666,-1.161691,1
90,-0.7637609999999999,0.06665700000000001,0.443107,-1.154332,-0.138041,1
91,-0.6255470000000001,0.377012,0.589199,-1.179607,-0.138041,1
92,0.046123000000000004,0.087187,1.503118,-1.2554319999999999,-0.599825,2
93,-0.356394,0.343199,1.206405,1.76295,-0.979085,2
94,2.161762,-1.032263,-0.717695,-0.397408,-0.034447000000000005,1
95,0.43894099999999997,0.055789,-0.07443999999999999,1.876023,-1.0142010000000001,1
96,0.246169,0.42048599999999997,-1.146908,-0.675435,0.0551,1
97,-0.18302100000000002,1.087083,-1.298662,-0.735297,0.06739099999999999,1
98,2.091443,-1.070906,-0.526304,-0.638187,-0.232856,1
99,-0.809832,-0.304077,0.275499,-0.126033,-0.138041,1
100,-0.737088,0.082356,1.6741240000000002,-1.3911200000000001,-0.659523,1
101,-1.08141,-1.822037,-1.370009,1.51685,-2.216946,2
102,-0.796495,-0.668774,0.334388,2.309691,-1.195052,1
103,0.082495,0.44463800000000003,-1.176353,-0.301629,-0.383858,1
104,0.669297,-0.354797,-0.015550999999999999,0.318277,0.432604,2
105,-0.5916,1.2996219999999998,-1.359816,-0.128694,-0.343474,1
106,-0.758911,-0.317361,1.562007,-1.6837790000000001,-0.138041,1
107,-0.796495,-0.610809,0.21094699999999997,2.027674,-0.138041,2
108,0.466826,0.7248020000000001,-0.32811799999999997,0.322268,1.031342,1
109,-0.512794,-0.760552,0.8609959999999999,2.11015,-0.138041,2
110,-1.144455,0.0062770000000000005,0.779457,0.23446999999999998,-0.138041,1
111,-0.648583,0.199494,2.097675,-1.44167,-0.678837,1
112,0.264355,0.629401,-1.155968,-0.672774,0.032274000000000004,1
113,-0.642521,0.558153,0.276631,2.1886360000000002,-1.126574,1
114,-0.392766,1.13901,-1.296397,-0.737957,-0.292554,1
115,1.719236,0.03526,-0.35643,0.057544000000000005,-0.541883,1
116,-0.756486,-0.9718829999999999,0.003701,0.418047,1.126157,2
117,-0.305473,-0.709833,1.061447,1.109788,2.678312,2
118,1.965354,-0.148296,-1.141246,-0.628875,-0.138041,1
119,0.711731,1.200598,-1.471933,-0.79782,0.037542,1
120,-0.6061489999999999,0.972361,0.543899,0.145342,-0.605092,1
121,-0.7310260000000001,-1.066076,-0.161642,1.7696009999999998,2.265692,2
122,-0.178171,-0.793157,-0.089163,2.30437,-1.137109,2
123,-0.521281,0.651138,-1.3349010000000001,-0.733967,-0.322404,1
124,-0.800133,-0.691718,0.41253,2.011711,-0.138041,2
125,-0.03632,0.187418,0.379688,1.939876,-1.179249,2
126,1.146983,-0.050480000000000004,-1.123126,-0.27103299999999997,0.14991500000000002,1
127,-0.492183,0.40841,2.0535080000000003,-1.262084,-0.671814,1
128,2.770388,-1.854642,-0.691647,-0.368142,-0.318892,1
129,1.404012,0.141529,-1.209195,-0.21649200000000002,-0.303089,1
130,-0.41216400000000003,1.501292,-1.5444120000000001,-0.100758,-0.401416,1
131,-0.17210899999999998,0.711518,-1.351889,-0.092776,-0.7648729999999999,1
132,-0.7673979999999999,-0.932032,-0.5387609999999999,0.391442,-0.138041,2
133,-0.8437790000000001,-0.9803360000000001,-0.024611,2.167352,-1.600649,2
134,-0.578263,1.107613,-1.249965,-0.139336,-0.35225300000000004,1
135,2.833432,-0.8716520000000001,-0.635023,-0.616903,-0.208275,1
136,-0.13088699999999998,1.436081,-1.398321,-0.191216,0.153427,1
137,0.006114,0.105301,0.016159,-0.044887,1.335101,2
138,-0.003585,-0.487633,-0.64295,-0.41869300000000004,0.011204,1
139,-0.596449,0.6100800000000001,-0.214869,-0.161951,-0.306601,1
140,-0.41095200000000004,1.020665,-0.196749,0.157314,-0.334694,1
141,-0.6073609999999999,-0.71104,-0.16504000000000002,0.855706,1.7916169999999998,1
142,0.291028,1.147464,0.22906700000000002,-1.0106629999999999,-0.392637,2
143,-0.47278400000000004,-0.535937,0.5269119999999999,1.7190509999999999,-1.008934,1
144,3.237162,-1.063661,-1.004214,-0.620894,-0.224077,1
145,3.1656299999999997,-0.858368,-0.595386,-0.316262,0.364126,1
146,1.897459,-0.589072,-0.4425,-0.687407,-0.22758899999999999,1
147,-0.774672,-0.510578,1.426108,0.8743299999999999,-0.138041,1
148,-0.8740889999999999,-1.1494010000000001,-0.396068,0.8596969999999999,-0.845641,2
149,-0.524918,0.287649,0.507659,0.125388,0.30794,1
150,-0.235154,1.474725,1.0727719999999998,0.34089200000000003,-0.49096300000000004,2
151,-0.85954,-0.56975,1.114674,-1.516165,0.623989,1
152,-0.215756,2.100264,-1.46174,-0.80181,-0.390881,1
153,-0.31759699999999996,1.141426,-1.394923,-0.067501,-0.592802,1
154,-0.8316549999999999,-0.932032,0.24378899999999998,-1.272726,0.990958,2
155,2.161762,-1.009319,-1.0291290000000002,-0.636857,0.070903,1
156,-0.885001,-0.667566,-0.11520999999999999,0.009654000000000001,0.6468149999999999,1
157,1.533739,0.787597,0.133938,-0.8497,0.132357,1
158,-0.921373,-1.11438,0.002569,-0.809792,-0.677082,2
159,-0.814682,-0.765382,-0.11181300000000001,0.6269,-1.124818,2
160,0.809936,0.356483,-0.029141000000000004,-0.124703,0.45367399999999997,1
161,-0.264252,0.727217,-1.3349010000000001,-0.8297459999999999,-0.138041,1
162,-0.716477,-0.259396,1.780578,-1.412404,-0.138041,1
163,-0.185445,0.723594,0.64469,-1.105112,-1.019469,1
164,-1.997985,-2.802612,-1.478728,0.0056630000000000005,1.331589,1
165,-0.735875,-0.619262,0.158852,-1.053231,1.986514,2
