,A1,A2,A3,A4,A5,A6,A7,Class
0,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
1,0.65,0.51,0.48,0.5,0.66,0.54,0.33,6
2,0.31,0.44,0.48,0.5,0.5,0.79,0.82,2
3,0.6,0.46,0.48,0.5,0.45,0.81,0.83,2
4,0.61,0.75,0.48,0.5,0.51,0.33,0.33,6
5,0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
6,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
7,0.43,0.59,0.48,0.5,0.52,0.49,0.56,8
8,0.44,0.49,0.48,0.5,0.39,0.38,0.4,1
9,0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
10,0.63,0.54,0.48,0.5,0.65,0.79,0.81,2
11,0.33,0.37,0.48,0.5,0.46,0.65,0.69,2
12,0.69,0.43,0.48,0.5,0.59,0.74,0.77,5
13,0.44,0.56,0.48,0.5,0.5,0.46,0.54,1
14,0.63,0.49,0.48,0.5,0.54,0.76,0.79,3
15,0.62,0.83,0.48,0.5,0.46,0.36,0.4,8
16,0.5,0.37,0.48,0.5,0.66,0.64,0.69,2
17,0.44,0.27,0.48,0.5,0.55,0.52,0.58,1
18,0.41,0.43,0.48,0.5,0.45,0.31,0.41,1
19,0.74,0.44,0.48,0.5,0.55,0.88,0.89,2
20,0.76,0.41,0.48,0.5,0.5,0.59,0.62,5
21,0.89,0.55,0.48,0.5,0.51,0.72,0.76,2
22,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
23,0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
24,0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
25,0.73,0.26,0.48,0.5,0.57,0.75,0.78,5
26,0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
27,0.63,0.47,0.48,0.5,0.51,0.82,0.84,2
28,0.26,0.26,0.48,0.5,0.34,0.25,0.35,1
29,0.59,0.29,0.48,0.5,0.64,0.75,0.77,5
30,0.52,0.57,0.48,0.5,0.42,0.47,0.54,1
31,0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
32,0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
33,0.64,0.81,0.48,0.5,0.37,0.39,0.44,8
34,0.72,0.46,0.48,0.5,0.51,0.66,0.7,2
35,0.76,0.71,0.48,0.5,0.5,0.71,0.75,5
36,0.47,0.55,0.48,0.5,0.58,0.71,0.75,2
37,0.68,0.82,0.48,0.5,0.38,0.65,0.56,8
38,0.63,0.86,0.48,0.5,0.39,0.47,0.34,8
39,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
40,0.69,0.67,0.48,0.5,0.3,0.39,0.24,8
41,0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
42,0.3,0.51,0.48,0.5,0.42,0.61,0.34,2
43,0.65,0.47,0.48,0.5,0.59,0.3,0.4,1
44,0.54,0.49,0.48,0.5,0.4,0.87,0.88,2
45,0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
46,0.63,0.65,0.48,0.5,0.66,0.67,0.71,2
47,0.62,0.42,0.48,0.5,0.58,0.79,0.81,5
48,0.4,0.46,0.48,0.5,0.52,0.49,0.56,1
49,0.7,0.39,1.0,0.5,0.51,0.82,0.84,4
50,0.63,0.5,0.48,0.5,0.59,0.85,0.86,2
51,0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
52,0.12,0.67,0.48,0.5,0.74,0.58,0.63,2
53,0.38,0.46,0.48,0.5,0.48,0.22,0.29,1
54,0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
55,0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
56,0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
