,A1,A2,Class
0,3.2732259999999997,5.519672,1
1,-8.437117,-1.735536,2
2,-3.917535,-1.1149149999999999,1
3,-7.306555,0.560539,2
4,0.742387,-4.918568,1
5,-9.689839,-6.178229,2
6,-6.641691000000001,1.371103,2
7,-1.7891009999999998,0.43277600000000005,2
8,-8.608788,-0.380886,2
9,-8.763539,-5.501857,2
10,3.21769,-0.01066,1
11,-2.182225,0.027608999999999998,2
12,1.65152,-5.8718639999999995,1
13,-7.780803999999999,-4.62763,2
14,0.06866,-0.702805,2
15,-5.1127139999999995,-3.4438690000000003,1
16,1.039782,-0.129253,2
17,-6.9450449999999995,-5.637582,2
18,0.48648199999999997,0.432447,2
19,-8.613532000000001,-8.155542,2
20,3.631035,0.5816100000000001,1
21,5.410161,-1.3911069999999999,1
22,1.180485,-4.790838,1
23,2.513091,-6.922192,1
24,2.106506,5.4156580000000005,1
25,-3.735411,-0.726895,2
26,0.29477,-1.15488,2
27,3.2772370000000004,3.7344489999999997,1
28,-7.991319,0.710673,2
29,-2.628997,2.052779,2
30,3.3344669999999996,-4.881162000000001,1
31,4.626657,2.867284,1
32,4.1087169999999995,-0.295392,1
33,-3.077511,1.411367,2
34,-7.704861,-3.969238,2
35,-7.54858,-7.437686,2
36,-6.136214,-8.519939,2
37,4.919129,1.855921,1
38,-0.548979,0.501552,2
39,-2.026936,2.12605,2
40,3.111295,-4.3994480000000005,1
41,-1.2655459999999998,-5.174574,1
42,-7.363980000000001,-0.5961069999999999,2
43,-9.312559,-3.360193,2
44,-6.1356459999999995,-0.6974060000000001,2
45,-3.068318,1.62419,2
46,2.573993,-4.419665,1
47,-5.876765,0.8288459999999999,2
48,-1.946563,1.9211,2
49,-0.06792000000000001,-4.842507,1
50,3.991195,0.710313,1
51,-8.211439,-7.345553999999999,2
52,-3.3493459999999997,0.393142,2
53,2.975619,-3.285478,1
54,-9.703707000000001,-4.356486,2
55,1.656159,-5.205337,1
56,-4.845837,1.529009,2
57,5.01087,-2.55382,1
58,-1.863896,-5.026142,1
59,-5.438423,-4.120964,1
60,6.5519419999999995,-2.982056,1
61,1.7480630000000001,-6.155943,1
62,-4.788635,0.30640100000000003,2
63,6.341279,-2.81833,1
64,3.009855,3.406429,1
65,-3.040962,-5.389921,1
66,3.791552,-1.4466379999999999,1
67,-2.5603830000000003,-0.182314,2
68,0.5050180000000001,-0.148154,2
69,5.224276000000001,-2.2578139999999998,1
70,3.426681,-1.439622,1
71,3.262978,3.4584910000000004,1
72,0.350109,3.695878,1
73,3.439431,5.234106,1
74,5.4489790000000005,-0.11185899999999999,1
75,-0.748007,-6.156299,1
76,-3.169516,1.366479,2
77,-1.657343,-0.150912,2
78,-7.9591009999999995,-6.149526,2
79,-6.500977,0.7752720000000001,2
80,1.738018,-5.988711,1
81,-8.824914999999999,-8.834188000000001,2
82,-7.461187,-3.548728,2
83,-7.426941,-4.356305,2
84,-9.829,-5.047713,2
85,3.741286,-2.396904,1
