,A1,A2,A3,A4,A5,A6,A7,Class
0,0.63,0.71,0.48,0.5,0.6,0.4,0.39,8
1,0.63,0.47,0.48,0.5,0.51,0.82,0.84,2
2,0.04,0.31,0.48,0.5,0.41,0.29,0.39,1
3,0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
4,0.68,0.49,1.0,0.5,0.62,0.55,0.28,7
5,0.39,0.41,0.48,0.5,0.52,0.72,0.75,2
6,0.63,0.49,0.48,0.5,0.79,0.45,0.28,6
7,0.65,0.55,0.48,0.5,0.34,0.37,0.28,1
8,0.36,0.54,0.48,0.5,0.41,0.38,0.46,1
9,0.44,0.28,0.48,0.5,0.43,0.27,0.37,1
10,0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
11,0.49,0.43,0.48,0.5,0.49,0.3,0.4,1
12,0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
13,0.17,0.52,0.48,0.5,0.49,0.37,0.46,1
14,0.7,0.46,0.48,0.5,0.56,0.78,0.73,2
15,0.31,0.36,0.48,0.5,0.58,0.94,0.94,2
16,0.61,0.52,0.48,0.5,0.54,0.67,0.52,2
17,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
18,0.33,0.45,0.48,0.5,0.45,0.88,0.89,2
19,0.63,0.86,0.48,0.5,0.39,0.47,0.34,8
20,0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
21,0.0,0.38,0.48,0.5,0.42,0.48,0.55,1
22,0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
23,0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
24,0.63,0.65,0.48,0.5,0.66,0.67,0.71,2
25,0.44,0.27,0.48,0.5,0.55,0.52,0.58,1
26,0.68,0.67,0.48,0.5,0.49,0.4,0.34,8
27,0.23,0.48,0.48,0.5,0.59,0.88,0.89,2
28,0.81,0.52,0.48,0.5,0.57,0.78,0.8,5
29,0.37,0.5,0.48,0.5,0.42,0.36,0.45,1
30,0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
31,0.35,0.48,0.48,0.5,0.56,0.4,0.48,1
32,0.36,0.45,0.48,0.5,0.38,0.79,0.17,2
33,0.87,0.49,0.48,0.5,0.61,0.76,0.79,5
34,0.84,0.54,0.48,0.5,0.75,0.92,0.7,5
35,0.31,0.44,0.48,0.5,0.5,0.79,0.82,2
36,0.74,0.7,0.48,0.5,0.66,0.65,0.69,2
37,0.48,0.41,0.48,0.5,0.51,0.9,0.88,2
38,0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
39,0.67,0.61,0.48,0.5,0.51,0.37,0.38,8
40,0.74,0.49,0.48,0.5,0.42,0.54,0.36,8
41,0.23,0.4,0.48,0.5,0.39,0.28,0.38,1
42,0.46,0.61,0.48,0.5,0.48,0.86,0.87,2
43,0.67,0.81,0.48,0.5,0.54,0.49,0.23,8
44,0.71,0.57,0.48,0.5,0.48,0.35,0.32,8
45,0.59,0.61,0.48,0.5,0.42,0.42,0.37,8
46,0.79,0.54,0.48,0.5,0.5,0.66,0.68,5
47,0.25,0.37,0.48,0.5,0.43,0.26,0.36,1
48,0.62,0.78,0.48,0.5,0.47,0.49,0.54,8
49,0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
50,0.63,0.83,0.48,0.5,0.4,0.39,0.19,8
51,0.64,0.72,0.48,0.5,0.49,0.42,0.19,8
52,0.49,0.61,1.0,0.5,0.56,0.71,0.74,5
53,0.3,0.51,0.48,0.5,0.42,0.61,0.34,2
54,0.66,0.53,0.48,0.5,0.59,0.66,0.66,2
55,0.52,0.39,0.48,0.5,0.65,0.71,0.73,2
56,0.74,0.44,0.48,0.5,0.55,0.88,0.89,2
57,0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
58,0.63,0.8,0.48,0.5,0.46,0.31,0.29,8
59,0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
60,0.4,0.29,0.48,0.5,0.42,0.35,0.44,1
61,0.24,0.34,0.48,0.5,0.38,0.3,0.4,1
62,0.66,0.86,0.48,0.5,0.34,0.41,0.36,8
63,0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
64,0.41,0.43,0.48,0.5,0.45,0.31,0.41,1
65,0.3,0.16,0.48,0.5,0.56,0.11,0.23,1
66,0.71,0.52,0.48,0.5,0.64,1.0,0.99,2
67,0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
68,0.53,0.38,0.48,0.5,0.44,0.26,0.36,1
69,0.61,0.47,0.48,0.5,0.0,0.8,0.32,2
70,0.29,0.47,0.48,0.5,0.41,0.23,0.34,1
71,0.61,0.75,0.48,0.5,0.51,0.33,0.33,6
72,0.43,0.39,0.48,0.5,0.47,0.31,0.41,1
73,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
74,0.38,0.3,0.48,0.5,0.43,0.29,0.39,1
75,0.29,0.37,0.48,0.5,0.48,0.44,0.52,1
76,0.75,0.76,0.48,0.5,0.83,0.57,0.3,6
77,0.73,0.78,0.48,0.5,0.58,0.51,0.31,8
78,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
79,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
80,0.23,0.33,0.48,0.5,0.43,0.33,0.43,1
81,0.47,0.59,0.48,0.5,0.52,0.76,0.79,2
