,A1,A2,A3,A4,A5,A6,Class
0,0.0,1.457509,0.997682,-1.224758,-0.492382,0.997682,1
1,0.0,0.0,-0.997682,0.0,1.4771450000000002,0.997682,1
2,-1.221906,1.457509,0.997682,-1.224758,-1.4771450000000002,-0.997682,1
3,0.0,1.457509,-0.997682,1.224758,0.492382,-0.997682,1
4,1.221906,1.457509,0.997682,-1.224758,-1.4771450000000002,0.997682,1
5,0.0,1.457509,0.997682,-1.224758,-1.4771450000000002,-0.997682,1
6,-1.221906,1.457509,0.997682,1.224758,1.4771450000000002,-0.997682,1
7,1.221906,0.0,-0.997682,1.224758,1.4771450000000002,-0.997682,1
8,1.221906,-1.457509,0.997682,1.224758,1.4771450000000002,0.997682,1
9,1.221906,0.0,-0.997682,1.224758,1.4771450000000002,0.997682,1
10,-1.221906,0.0,0.997682,-1.224758,1.4771450000000002,0.997682,1
11,1.221906,1.457509,0.997682,1.224758,-1.4771450000000002,-0.997682,1
12,-1.221906,-1.457509,-0.997682,1.224758,1.4771450000000002,0.997682,1
13,0.0,0.0,-0.997682,-1.224758,1.4771450000000002,0.997682,1
14,0.0,1.457509,0.997682,0.0,-0.492382,0.997682,1
15,1.221906,1.457509,-0.997682,1.224758,1.4771450000000002,-0.997682,1
16,-1.221906,1.457509,0.997682,1.224758,1.4771450000000002,0.997682,1
17,-1.221906,1.457509,-0.997682,0.0,1.4771450000000002,-0.997682,1
18,0.0,1.457509,-0.997682,0.0,0.492382,0.997682,1
19,0.0,-1.457509,-0.997682,0.0,1.4771450000000002,0.997682,1
20,1.221906,1.457509,-0.997682,-1.224758,0.492382,0.997682,2
21,-1.221906,1.457509,0.997682,-1.224758,0.492382,-0.997682,2
22,0.0,-1.457509,0.997682,1.224758,0.492382,0.997682,2
23,-1.221906,0.0,0.997682,0.0,-0.492382,-0.997682,2
24,-1.221906,0.0,0.997682,-1.224758,-0.492382,0.997682,2
25,-1.221906,0.0,-0.997682,1.224758,-1.4771450000000002,0.997682,2
26,-1.221906,-1.457509,-0.997682,0.0,-1.4771450000000002,0.997682,2
27,-1.221906,1.457509,0.997682,-1.224758,0.492382,0.997682,2
28,0.0,-1.457509,0.997682,1.224758,0.492382,-0.997682,2
29,-1.221906,-1.457509,-0.997682,1.224758,-1.4771450000000002,-0.997682,2
30,-1.221906,-1.457509,0.997682,1.224758,-1.4771450000000002,0.997682,2
31,0.0,-1.457509,-0.997682,0.0,-1.4771450000000002,-0.997682,2
32,0.0,0.0,0.997682,0.0,0.492382,0.997682,2
33,-1.221906,-1.457509,0.997682,0.0,-1.4771450000000002,-0.997682,2
34,1.221906,0.0,0.997682,-1.224758,-0.492382,0.997682,2
35,-1.221906,0.0,-0.997682,-1.224758,0.492382,-0.997682,2
36,1.221906,0.0,0.997682,1.224758,-0.492382,0.997682,2
37,-1.221906,0.0,0.997682,-1.224758,-0.492382,-0.997682,2
38,-1.221906,-1.457509,0.997682,-1.224758,-0.492382,0.997682,2
39,0.0,0.0,0.997682,-1.224758,-0.492382,-0.997682,2
40,-1.221906,-1.457509,-0.997682,1.224758,-0.492382,-0.997682,2
41,-1.221906,0.0,-0.997682,1.224758,-1.4771450000000002,-0.997682,2
42,1.221906,0.0,-0.997682,1.224758,-0.492382,0.997682,2
