,A1,A2,Class
0,7.4737919999999995,-4.915627,1
1,9.088841,1.684971,1
2,7.474647,6.148785,1
3,7.425758,6.771014999999999,1
4,4.211373,-3.488732,2
5,9.556878,-0.25804299999999997,1
6,1.653038,4.952172,2
7,7.283993,-4.1205050000000005,1
8,5.6496,1.7038099999999998,2
9,4.915651,-0.753135,2
10,4.343877,-3.0914,2
11,3.69,-1.762515,2
12,8.382019,-7.469552999999999,1
13,5.382512999999999,3.642866,2
14,4.391314,-7.7163759999999995,1
15,9.37298,5.841526,1
16,9.898067,-3.2096459999999998,1
17,2.901337,9.774733,1
18,4.290992,-4.609147,2
19,4.186839,6.34241,2
20,5.952077,2.712293,2
21,6.07816,3.821995,2
22,8.960332000000001,-1.712821,1
23,5.791027,-0.49862700000000004,2
24,11.153857,-1.536686,1
25,6.291569,4.16523,2
26,5.231612,3.053823,2
27,4.852922,1.790458,2
28,7.647444999999999,3.205479,1
29,8.605819,0.810936,1
30,9.545808000000001,-2.9680009999999997,1
31,6.775742,-1.9391610000000001,2
32,3.180135,-2.284733,2
33,9.590783,5.065305,1
34,5.423413,4.639844999999999,2
35,10.734741,-2.090027,1
36,8.033908,-6.976392999999999,1
37,8.535012,6.4818370000000005,1
38,4.596767,8.074821,1
39,8.955519,4.071925,2
40,4.31895,-2.412084,2
41,9.875509,2.2863860000000003,1
42,5.586451,2.7824709999999997,2
43,8.046345,-7.433076,1
44,10.391867,-2.525046,1
45,9.056849,-2.2449380000000003,1
46,5.934216,-8.352250999999999,1
47,5.325931,-2.201565,2
48,6.319232,-0.9289620000000001,2
49,5.155367,-5.67226,2
50,10.132558,2.059505,1
51,5.589306,-8.786299,1
52,5.865684,-1.974105,2
53,4.005632,2.797554,2
54,9.907833,2.653685,1
55,3.492346,5.33254,2
56,9.349079,5.358318,1
57,5.141988,-2.445718,2
58,6.8624089999999995,2.285546,2
59,9.135335000000001,-7.3034669999999995,1
60,5.124501,2.3465849999999997,2
61,4.580351,-3.2059740000000003,2
62,8.616876,-2.1023490000000002,1
63,7.386822,-5.280952,1
64,9.289156,-4.640128,1
65,5.473515,-4.272028,2
66,8.536764,5.508716000000001,1
67,3.6990260000000004,4.6270430000000005,2
68,11.403438000000001,2.265847,1
69,7.158397999999999,3.362448,2
70,4.1902669999999995,4.958747,2
71,4.27658,-3.848036,2
72,7.52866,7.32298,1
73,3.428112,2.527055,2
74,10.146666,-0.447759,1
75,4.356848,0.651184,2
76,5.287416,0.232263,2
77,2.7076279999999997,-6.172701999999999,2
78,3.66925,6.138799,2
79,6.028422,-7.946635000000001,1
80,11.213332000000001,-2.876229,1
81,6.572442999999999,0.055041,2
82,11.883394000000001,-1.746058,1
83,7.142504,-6.750360000000001,1
84,5.106878,-1.107842,2
85,9.764384,2.843946,1
86,2.950558,-5.260427,2
87,4.877507,-3.087062,2
88,6.767035000000001,-3.8140099999999997,2
89,5.761737999999999,-4.290069,2
90,5.778539,-0.13987,2
91,9.153075,-3.40409,1
92,5.953221,-4.62254,2
93,3.219001,5.548598999999999,2
94,4.913895,4.304678,2
95,7.943411,-6.237888,1
96,9.892123,0.563561,1
97,9.97066,0.690715,1
98,10.541286999999999,3.101039,1
99,6.542517,-0.669246,2
100,3.6115239999999997,3.692103,2
101,9.211397,1.066331,1
102,6.051931,2.258591,2
103,5.982444,2.436132,2
104,4.533752,-5.791131,2
105,5.590325,-1.9939080000000002,2
106,4.798799,2.570109,2
107,11.489807,-1.193062,1
108,7.705309,-0.364644,2
109,4.431164,-8.843733,1
110,7.148189,1.314959,2
111,10.855112,0.28974,1
112,9.997765,-2.012595,1
113,6.035034,8.617898,1
114,5.559423000000001,3.5132480000000004,2
115,5.567305999999999,2.4219939999999998,2
116,3.2695990000000004,-0.195011,2
117,9.654958,4.002121,1
118,5.618143,-8.365306,1
119,4.304871,7.026167,1
120,6.457668,-8.093786999999999,1
121,7.523523,-4.2987720000000005,1
122,7.695506,-1.309338,2
