,A1,A2,Class
0,-7.1028270000000004,-2.448974,2
1,3.4407099999999997,-3.3020370000000003,1
2,-8.65662,-7.372628,2
3,-3.48995,-4.001216,1
4,-7.566081,-5.682733,2
5,5.521825,-4.402465,1
6,-8.34715,0.648758,2
7,-6.593878999999999,0.277765,2
8,-7.159625999999999,-1.337955,2
9,6.259629,-2.929001,1
10,4.401064,-3.797982,1
11,-5.291076,-3.1391240000000002,1
12,3.6056660000000003,3.27616,1
13,-5.651007,-1.46495,2
14,-9.391019,-2.5013099999999997,2
15,4.51436,-4.49337,1
16,4.758272,-0.9637889999999999,1
17,3.06505,-3.6037559999999997,1
18,-1.4729,-2.6159630000000003,2
19,-5.717683,-8.585272,2
20,-2.027157,1.550107,2
21,-8.337177,-1.010824,2
22,-4.513776999999999,1.655834,2
23,4.569586,1.6105120000000002,1
24,-0.653883,-5.442147,1
25,3.1747240000000003,3.543367,1
26,1.023001,-1.3646559999999999,2
27,2.592837,3.934346,1
28,-7.114357000000001,0.8080729999999999,2
29,-8.833518,-3.343293,2
30,-4.832930999999999,-1.375359,1
31,-3.970518,-1.996198,1
32,-0.648408,-0.330146,2
33,1.1977360000000001,-2.045807,2
34,-5.982688,-7.600662,2
35,-8.045796000000001,-6.399294,2
36,3.488552,-2.554259,1
37,-0.117243,-5.223867,1
38,-9.131288,-1.2665629999999999,2
39,3.156417,-3.753195,1
40,-3.6425620000000003,-4.697978,1
41,-6.721385000000001,-3.80789,1
42,1.376436,4.680924,1
43,-3.424064,0.082954,2
44,4.747833999999999,-1.9877770000000001,1
45,2.051257,3.458617,1
46,-4.969084,2.01982,2
47,-9.716596000000001,-3.6471669999999996,2
48,-2.165679,1.5830030000000002,2
49,-6.439789,-0.508529,2
50,1.593869,2.7253830000000003,1
51,0.5734630000000001,-3.9290339999999997,1
52,-3.3389839999999995,-0.9669629999999999,2
53,-8.309994,-2.8535909999999998,2
54,-4.400930000000001,-3.5500599999999998,1
55,-8.199162,-2.3098799999999997,2
56,0.596512,-1.18197,2
57,-3.7024449999999995,2.770253,2
58,-5.869785,-3.32467,1
59,4.246852,3.061873,1
60,3.111295,-4.3994480000000005,1
61,-8.430707,-4.519209,2
62,-7.4352149999999995,0.7751779999999999,2
63,5.797929,-1.04844,1
64,3.461929,3.270489,1
65,-5.231533,0.11228800000000001,2
66,-2.693119,-0.9469479999999999,2
67,-1.7836830000000001,1.8057349999999999,2
68,-7.722357000000001,-2.433852,2
69,-8.435946000000001,-6.027615,2
70,4.437136,-0.136214,1
71,-2.79259,3.206065,2
72,-11.300527,-7.4018429999999995,2
73,-9.261751,-2.044559,2
74,-7.221242,-5.690195,2
75,-3.645031,-4.61264,1
76,-9.763125,-3.3017529999999997,2
77,0.747803,-0.44955,2
78,-6.795441,0.558766,2
79,3.100821,1.670853,1
80,-3.0287029999999997,-0.133245,2
81,1.295727,2.976391,1
82,-4.788635,0.30640100000000003,2
83,-6.760677,-0.437217,2
84,-2.8894889999999998,-1.41927,1
85,-3.8064430000000002,-1.8502759999999998,1
86,-5.759355,-7.4119649999999995,2
87,3.811115,2.440327,1
88,4.134116000000001,-3.625365,1
89,-2.107656,-1.360322,2
90,-4.866861,-0.32413800000000004,2
91,-2.775681,0.62698,2
92,0.739476,-2.579385,1
93,-8.800450999999999,-7.641058999999999,2
94,-3.513327,-4.7853069999999995,1
95,3.2772370000000004,3.7344489999999997,1
96,-6.946342,-6.975642999999999,2
97,-6.688855,-1.0661909999999999,2
98,-8.124635000000001,-7.216956,2
99,-8.752581,-1.8341180000000001,2
100,-8.608788,-0.380886,2
101,-7.780803999999999,-4.62763,2
102,3.043786,-2.995505,1
103,-9.927417,-2.418614,2
104,-1.5191860000000001,-4.074873999999999,1
105,-0.49389700000000003,0.8647,2
106,-9.624286,-5.328482,2
107,-3.007869,-3.839639,1
108,2.9462330000000003,5.462264,1
109,-0.9866309999999999,-5.008653,1
110,4.261596,-4.120877,1
111,-0.153574,-4.692883999999999,1
112,-7.513574,-6.479835,2
113,4.123054,-2.296493,1
114,-7.698217,-9.277253,2
115,-4.852407,-0.9386540000000001,2
116,0.506076,-1.074994,2
117,-8.114967,-6.393685,2
118,-7.1365289999999995,-8.276039,2
119,-4.062849,1.286651,2
120,-4.804537,-7.921647,2
121,-0.518757,-3.6732769999999997,1
122,0.23557199999999998,-4.187424,1
123,4.992385,3.661695,1
124,2.563699,-3.331704,1
125,-1.537733,0.090276,2
126,1.328957,-4.779869000000001,1
127,-6.992417999999999,-7.823603,2
128,-5.006814,-3.423439,1
129,-6.538408,-3.652999,1
130,-6.742294,-7.196436,2
131,-2.47917,-3.462171,1
132,-9.526046000000001,-4.70844,2
133,-9.319881,-3.8938029999999997,2
134,-3.663788,-4.515979,1
135,6.46497,-1.908716,1
136,6.244747,-0.33826999999999996,1
137,-5.643108,1.247318,2
138,-0.750408,-3.719302,1
139,-9.547001,-1.254467,2
140,3.009855,3.406429,1
141,-7.238092,0.70596,2
142,3.4467199999999996,-6.775010000000001,1
143,-8.374742999999999,-5.854352,2
144,4.788919,-4.069014,1
145,-5.893603,-8.842735000000001,2
146,3.627213,-2.77032,1
147,-1.479765,-0.171463,2
148,4.993313,-3.473154,1
149,-3.7766370000000005,-3.7646879999999996,1
150,4.3476,5.012492,1
151,-1.7551290000000002,-3.7511120000000004,1
152,-0.819666,-0.2649,2
153,-3.917535,-1.1149149999999999,1
154,2.5834740000000003,-3.714581,1
155,1.581257,-1.3314270000000001,2
156,2.929955,-5.898443,1
157,3.18288,3.025109,1
158,5.698548000000001,-2.6052400000000002,1
159,5.899223999999999,-2.173257,1
160,-5.179745,0.19602,2
161,-2.498601,-3.874693,1
162,2.628915,3.180097,1
163,-8.277461,-0.978774,2
164,5.8931569999999995,-2.951654,1
165,-2.227536,-1.221827,2
166,-2.6791169999999997,-4.751544,1
167,-1.500679,-4.616078,1
168,-0.572264,1.03544,2
169,-6.5419540000000005,-7.796207000000001,2
170,-2.843904,0.162109,2
171,-0.582178,-3.4851620000000003,1
172,4.047936,1.756462,1
173,3.064751,-0.265375,1
174,5.4150089999999995,-1.1447610000000001,1
175,-8.776197999999999,-0.441454,2
176,-6.397174,-0.42383000000000004,2
