,A1,A2,Class
0,6.346824,8.249717,1
1,10.540308999999999,0.40571199999999996,1
2,9.50623,-1.414475,1
3,7.540852,-0.895956,2
4,4.755275,4.499211,2
5,6.065809,5.578535,1
6,7.541795,-2.050601,2
7,6.336823000000001,3.970932,2
8,2.710612,4.704407,2
9,1.9744509999999997,4.915145,2
10,9.661616,-6.440069,1
11,11.211781,1.6448369999999999,1
12,10.920334,4.394091,1
13,4.1152809999999995,4.471271,2
14,9.150277,1.582215,1
15,3.910643,-4.058222,2
16,10.279595,3.840822,1
17,3.673856,3.8282870000000004,2
18,3.9131940000000003,-2.6699040000000003,2
19,4.1523639999999995,-0.314833,2
20,5.282302,9.425593,1
21,5.600928,3.809758,2
22,1.8735380000000001,4.958594000000001,2
23,5.327582,2.57815,2
24,4.370737999999999,-3.78881,2
25,6.319232,-0.9289620000000001,2
26,4.366955,3.5740480000000003,2
27,4.5029330000000005,-5.157074,2
28,9.808634,1.3333709999999999,1
29,9.019161,6.151787000000001,1
30,7.062914999999999,7.721686999999999,1
31,2.8362540000000003,-1.8728790000000002,2
32,9.441713,1.618342,1
33,7.351292,-5.4633449999999995,1
34,10.049532000000001,1.470184,1
35,6.749006,-3.356348,2
36,4.79347,-3.000937,2
37,8.392147999999999,-1.292153,1
38,7.1786080000000005,8.811361,1
39,5.060579,-2.9712009999999998,2
40,8.046116,3.870922,2
41,6.745922,-0.45468800000000004,2
42,5.685907,-0.758282,2
43,5.953221,-4.62254,2
44,6.808969,-2.118414,2
45,4.554812,-3.267688,2
46,7.017663000000001,6.608886999999999,1
47,6.387727,0.17302,2
48,5.156448999999999,4.156939,2
49,9.763711,-5.548042,1
50,8.100407,6.47138,1
51,8.111419,7.121905,1
52,7.4737919999999995,-4.915627,1
53,4.681421,-4.937129,2
54,5.675614,-3.398635,2
55,5.511538,1.610339,2
56,5.327614,1.4927709999999998,2
57,8.808692,-4.054223,1
58,8.018639,7.348139999999999,1
59,3.470538,4.997783999999999,2
60,5.934216,-8.352250999999999,1
61,9.38006,0.745636,1
62,7.647444999999999,3.205479,1
63,5.842688,0.031045,2
64,8.049119000000001,1.6869490000000003,1
65,4.149264,-4.0922410000000005,2
66,9.72498,2.821018,1
67,6.241447,7.707517,1
68,7.476774000000001,-2.907058,1
69,7.399849000000001,-7.508703,1
70,5.7781519999999995,-0.11374000000000001,2
71,8.743793,3.450614,1
72,4.625818,-2.823487,2
73,6.49105,2.529875,2
74,6.615235,-1.1442860000000001,2
75,4.709768,-7.707205,1
76,4.685322,-3.221742,2
77,4.593555,0.733211,2
78,9.512122999999999,5.762773999999999,1
79,4.73573,1.28213,2
80,8.860154,3.076748,1
81,9.713438,-3.510617,1
82,3.795064,2.4531560000000003,2
83,3.4465120000000002,5.061772,2
84,5.95575,5.957218,1
85,6.286708,-2.790239,2
86,6.1243099999999995,3.955386,2
87,6.8100320000000005,-6.822619,1
88,6.172741,-6.266697,1
89,8.963552,3.623983,1
90,3.7117400000000003,-6.891521000000001,1
91,4.902272,-10.440608000000001,1
92,9.909125999999999,3.347225,1
93,7.101788000000001,5.2264,1
94,6.244896,8.160113,1
95,4.949973,5.238669,2
96,9.584852,-6.660786,1
97,7.118378999999999,-0.362365,2
98,9.734505,-3.0841529999999997,1
99,10.442026,-1.399736,1
100,8.241422,6.522099,1
101,5.627681,0.752775,2
102,7.259422,2.218309,2
103,5.6482589999999995,-7.2575449999999995,1
104,6.582628999999999,-2.6021490000000003,2
105,7.094935,1.0387899999999999,2
106,4.485576,-4.108924,2
107,7.800312,-3.918646,1
108,4.654719999999999,-8.64911,1
109,3.180135,-2.284733,2
110,4.1334800000000005,1.613111,2
111,7.049115,-2.185502,2
112,5.933037000000001,2.14253,2
113,5.136756,1.7844810000000002,2
114,9.655054,3.622645,1
115,8.378264,-4.698942,1
116,4.186839,6.34241,2
117,3.37004,4.673341000000001,2
118,6.499405,-2.928938,2
119,10.03285,-2.56846,1
120,9.661968,-1.8264779999999998,1
121,6.418983,5.773242,2
122,6.939667999999999,5.472817,1
123,6.220733,5.329429,2
124,6.747542,-2.636733,2
125,8.667003999999999,-4.701205,1
126,10.177389,1.3589129999999998,1
127,5.925682,-10.051074,1
128,7.055405,7.855169999999999,1
129,7.953921,-9.426312,1
130,3.951482,-3.206292,2
131,7.166123,-6.76692,1
132,10.023986,-6.76357,1
133,6.640925,-2.299317,2
134,2.950558,-5.260427,2
135,9.915461,1.680865,1
136,8.215991,7.98879,1
137,7.508532000000001,6.505928,1
138,9.546757000000001,0.910494,1
139,6.3085580000000006,0.8336,2
140,7.975535000000001,7.315614,1
141,4.236774,-4.384333,2
142,3.160006,-7.172859,2
143,6.064538,1.191274,2
144,6.7113130000000005,1.692251,2
145,9.968281,-1.521583,1
146,2.638127,-5.157997,2
147,4.223478,3.0365349999999998,2
148,5.511157,4.254983999999999,2
149,8.57553,-4.834257,1
150,7.460264,-3.494714,1
151,11.403438000000001,2.265847,1
152,11.429837,-2.641325,1
153,6.609485,1.857203,2
154,6.653230000000001,-7.766706,1
155,4.896059999999999,-4.228269999999999,2
156,9.60192,0.30320199999999997,1
