,A1,A2,Class
0,2.751478,4.807424,1
1,-6.982635,1.2007809999999999,2
2,-8.199162,-2.3098799999999997,2
3,4.244211,-0.517695,1
4,3.627213,-2.77032,1
5,1.178597,-0.445482,2
6,-6.508775,0.672157,2
7,-9.319881,-3.8938029999999997,2
8,-10.715842,-4.53902,2
9,-2.237285,0.893813,2
10,-4.242668,-3.133825,1
11,0.261888,-1.375227,2
12,-1.7399930000000001,-4.2127040000000004,1
13,1.813869,5.018981,1
14,-2.851666,2.543452,2
15,-5.494592,-1.829375,2
16,-2.026856,-3.4604129999999995,1
17,3.71876,0.032668,1
18,-3.525736,2.012189,2
19,-9.574703999999999,-3.4953160000000003,2
20,4.6703790000000005,0.067213,1
21,2.592837,3.934346,1
22,-2.452906,0.705861,2
23,3.435749,2.865566,1
24,-4.062849,1.286651,2
25,1.146779,4.606074,1
26,-5.9242669999999995,-0.544585,2
27,-1.295725,-5.110519,1
28,-6.723577000000001,-0.008179,2
29,2.3512619999999997,-2.9167650000000003,1
30,0.5734630000000001,-3.9290339999999997,1
31,-4.487322,-3.49131,1
32,-2.7763880000000003,-3.10609,1
33,-0.678845,-4.187196,1
34,-6.136214,-8.519939,2
35,-4.180606,1.2280870000000002,2
36,-8.847503,-4.096629,2
37,1.103294,-2.8935,2
38,-0.938945,-4.946771,1
39,5.5831230000000005,0.942767,1
40,-0.572264,1.03544,2
41,3.5667,-1.393247,1
42,-8.877614,-4.403665,2
43,-5.9876,-0.087109,2
44,-7.816541,-4.689744999999999,2
45,-4.276003,2.207241,2
46,0.606772,-0.7745850000000001,2
47,-3.7024449999999995,2.770253,2
48,-4.969084,2.01982,2
49,3.2772370000000004,3.7344489999999997,1
50,-1.2655459999999998,-5.174574,1
51,0.06866,-0.702805,2
52,-1.7841060000000002,1.131148,2
53,-7.884212,-7.011861,2
54,3.478592,4.625499,1
55,4.187853,-3.791492,1
56,-3.7766370000000005,-3.7646879999999996,1
57,-5.50807,-4.381176,2
58,0.916969,-5.917843,1
59,-7.698217,-9.277253,2
60,4.546778,-0.704943,1
61,-6.493464,-0.953045,2
62,0.390002,-5.245128,1
63,-0.13580899999999999,-7.552608,1
64,-0.268625,0.389615,2
65,1.978319,-3.0100849999999997,1
66,4.788919,-4.069014,1
67,4.136461,3.095939,1
68,4.466544,2.764856,1
69,-0.5175609999999999,0.70755,2
70,-4.203615,0.422129,2
71,-8.05372,-2.603206,2
72,-7.800677,-2.0809279999999997,2
73,-9.355632,-1.284096,2
74,-2.839689,-2.3644950000000002,1
75,4.945118,1.215419,1
76,2.452762,3.0226610000000003,1
77,-8.199089,-3.465438,2
78,-8.067814,-7.182643,2
79,4.335793,-4.445624,1
80,-7.200252000000001,-6.798989999999999,2
81,-7.533025,-1.550246,2
82,5.01087,-2.55382,1
83,-4.051754,-3.821567,1
84,4.958589,-3.7299919999999998,1
85,6.2057839999999995,-1.076086,1
86,-8.172997,-5.203926999999999,2
87,-8.483459,-7.289339,2
88,-7.942864,-6.798246000000001,2
89,-6.724398,-1.475976,2
90,-8.187963,0.727831,2
91,-7.209772999999999,-6.575425,2
92,-5.716956,1.333331,2
93,1.177095,-4.497382,1
94,-8.263482000000002,-2.599595,2
95,-1.079483,-6.246062,1
96,-2.147954,0.289907,2
97,-6.699934,-8.982171000000001,2
98,-10.619551,-3.187456,2
99,-2.182225,0.027608999999999998,2
100,-1.585748,-5.374386,1
101,-7.584541000000001,-5.172231,2
102,-0.336319,-1.57569,2
103,3.793283,-4.448974,1
104,-1.966951,1.040351,2
105,-2.092504,-4.226682,1
106,4.188143,-1.7279630000000001,1
107,-2.242041,0.07609199999999999,2
108,-8.437117,-1.735536,2
109,-4.625866,-2.081586,1
110,1.156509,-1.542634,2
111,-8.833518,-3.343293,2
112,-5.5968230000000005,-3.985898,2
113,-0.069091,-3.983517,1
114,-8.591414,-2.994312,2
115,-8.752581,-1.8341180000000001,2
116,-7.508558,-0.613592,2
117,-5.2264230000000005,-2.675312,1
118,-8.763539,-5.501857,2
119,3.456899,2.459874,1
120,4.602241,-5.717924,1
121,4.227137,-2.2027639999999997,1
122,-6.690197,-5.998687,2
123,-4.832930999999999,-1.375359,1
124,-3.554614,-4.483018,1
125,3.314662,4.8389690000000005,1
126,-7.295711,-0.8937510000000001,2
127,-6.854344,-7.592683999999999,2
128,-8.805785,-2.790963,2
129,-4.94524,-4.562406,1
130,1.1977360000000001,-2.045807,2
131,2.1482639999999997,-3.843499,1
132,-2.2331830000000004,-2.477994,1
133,0.578692,-1.8808610000000001,2
134,5.584583,2.109118,1
135,4.924089,2.92662,1
136,-6.9450449999999995,-5.637582,2
137,-5.83028,1.851849,2
138,-7.4352149999999995,0.7751779999999999,2
139,2.1734709999999997,5.685519,1
140,-3.2908190000000004,-2.906924,1
141,3.2732259999999997,5.519672,1
