,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,Class
0,-1.263087,-1.3606790000000002,0.682683,0.682663,-0.398619,-0.34244,-0.133938,-0.47109399999999996,-0.452445,-1.176713,1.779096,1.50851,-1.50851,-0.375292,-1.185813,-1.245797,-0.960832,-0.616204,-0.717637,1.04358,0.9629909999999999,-0.021806,-1.326595,0.411691,1.3702940000000001,-1.1613959999999999,-0.642249,1
1,-1.030826,-1.117199,-0.298761,-0.29878499999999997,-0.42702700000000005,-0.36480799999999997,-0.17940899999999999,-0.495029,0.62921,-0.343886,-0.8175600000000001,1.50851,-1.50851,-0.175006,-0.607631,-0.561081,-0.13055799999999998,-0.521779,1.421925,0.34423400000000004,-1.306792,-0.590674,0.21145799999999998,-1.7856900000000002,-1.279574,0.01183,-1.3655329999999999,2
2,-1.195438,-0.973841,0.345028,0.345027,0.72211,0.447905,0.098203,0.797478,-1.642265,-0.177321,-0.444388,-1.0069700000000001,1.0069700000000001,-0.7758649999999999,-1.016526,-0.097733,-0.78887,1.6016920000000001,0.141586,-2.024593,-1.306792,1.6758259999999998,1.8111560000000002,0.9285329999999999,-1.6617169999999999,-0.298302,1.455624,3
3,-1.1976930000000001,-1.278761,-0.934364,-0.934383,-0.41724700000000003,-0.353624,-0.174622,-0.467434,2.79252,3.265031,-0.825334,-1.0069700000000001,1.0069700000000001,0.425854,-1.0142930000000001,-0.39467199999999997,0.219435,-0.47346800000000006,1.478253,1.04358,-1.306792,-0.318632,0.347673,-1.760419,-1.076407,3.438538,-1.075166,7
4,0.784421,0.705492,0.600916,0.600887,-0.42423299999999997,-0.36480799999999997,-0.174622,-0.492882,-0.09189299999999999,0.100288,-0.8020109999999999,1.50851,-1.50851,0.025281,1.114637,-1.6351,1.3321319999999999,-0.587657,0.144715,1.04358,0.9629909999999999,-0.4972,-1.326595,-1.760419,0.039252999999999996,-0.34270500000000004,-1.3693950000000001,6
5,1.215119,1.13784,0.6669390000000001,0.666912,-0.42306800000000006,-0.375992,-0.162656,-0.490275,0.48498900000000006,-0.288364,1.8101939999999999,1.50851,-1.50851,-0.175006,1.290249,-0.426733,-0.151598,-0.62938,0.522022,1.04358,0.9629909999999999,-0.462737,-1.3343120000000002,-0.004818,0.900543,0.028481,-1.252125,7
6,0.5251,0.432429,-0.8334530000000001,-0.833477,-0.43913500000000005,-0.402089,-0.191375,-0.509251,0.737375,-0.177321,-0.770913,-1.0069700000000001,1.0069700000000001,-0.575579,1.7862060000000002,-0.617568,0.725206,-0.668906,1.7411159999999999,1.04358,-1.306792,-2.582641,-1.379767,-1.8457270000000001,-0.782812,0.409381,-1.612362,4
7,1.52405,1.490546,-0.8747370000000001,-0.87475,-0.370909,-0.275335,-0.08846699999999999,-0.384702,2.720409,2.876378,-0.825334,-1.0069700000000001,1.0069700000000001,2.428719,-0.794034,0.052645000000000004,0.8028930000000001,-0.310969,0.329345,-2.118585,-1.306792,0.23607199999999998,-1.257007,-1.711312,-0.737716,3.188768,0.78922,7
8,1.977298,1.9342720000000002,2.0751060000000003,2.075066,-0.421671,-0.32007199999999997,-0.167443,-0.485363,1.097927,0.711028,1.483668,1.50851,-1.50851,-0.19503399999999999,-0.413416,0.95186,-0.48864399999999997,-0.46688,0.709334,-0.6779310000000001,-1.306792,-0.424262,-1.2742229999999999,-1.7678909999999999,-1.487439,0.8839440000000001,-0.97826,7
9,-0.9609219999999999,-1.017076,-0.809942,-0.80985,0.023313999999999998,0.3808,0.32795,0.073644,0.7013199999999999,0.266854,-0.506583,-1.0069700000000001,1.0069700000000001,2.8292919999999997,-0.46029499999999995,1.602226,-1.793534,-0.321948,-2.186183,0.63684,0.9629909999999999,1.2051530000000001,-1.257007,1.844428,1.8539029999999999,0.38856599999999997,1.455624,7
