,A1,A2,A3,A4,A5,A6,Class
0,1.221906,0.0,-0.997682,-1.224758,-0.492382,0.997682,2
1,-1.221906,0.0,-0.997682,1.224758,1.4771450000000002,0.997682,1
2,-1.221906,-1.457509,-0.997682,-1.224758,-0.492382,0.997682,2
3,1.221906,1.457509,-0.997682,-1.224758,1.4771450000000002,0.997682,1
4,-1.221906,1.457509,0.997682,-1.224758,-0.492382,0.997682,1
5,-1.221906,0.0,0.997682,-1.224758,1.4771450000000002,-0.997682,1
6,-1.221906,-1.457509,0.997682,1.224758,-0.492382,-0.997682,2
7,-1.221906,-1.457509,-0.997682,0.0,0.492382,-0.997682,2
8,1.221906,0.0,0.997682,-1.224758,0.492382,-0.997682,2
9,1.221906,1.457509,-0.997682,-1.224758,0.492382,-0.997682,2
10,0.0,1.457509,-0.997682,0.0,0.492382,0.997682,1
11,1.221906,0.0,0.997682,1.224758,-0.492382,-0.997682,2
12,1.221906,-1.457509,0.997682,1.224758,0.492382,0.997682,2
13,-1.221906,1.457509,0.997682,-1.224758,1.4771450000000002,-0.997682,1
14,0.0,-1.457509,0.997682,-1.224758,0.492382,-0.997682,2
15,-1.221906,1.457509,0.997682,-1.224758,1.4771450000000002,0.997682,1
16,1.221906,-1.457509,0.997682,1.224758,-1.4771450000000002,-0.997682,2
17,-1.221906,-1.457509,-0.997682,1.224758,-1.4771450000000002,0.997682,2
18,1.221906,0.0,0.997682,1.224758,0.492382,-0.997682,2
19,1.221906,0.0,-0.997682,0.0,-0.492382,-0.997682,2
20,0.0,1.457509,-0.997682,0.0,-1.4771450000000002,0.997682,1
21,0.0,1.457509,0.997682,0.0,-0.492382,-0.997682,1
22,0.0,-1.457509,0.997682,-1.224758,-1.4771450000000002,-0.997682,2
23,-1.221906,1.457509,0.997682,1.224758,-0.492382,0.997682,1
24,1.221906,1.457509,-0.997682,1.224758,-1.4771450000000002,-0.997682,1
25,0.0,0.0,-0.997682,1.224758,-1.4771450000000002,0.997682,2
26,0.0,-1.457509,0.997682,0.0,-0.492382,0.997682,2
27,1.221906,1.457509,0.997682,1.224758,-1.4771450000000002,0.997682,1
28,-1.221906,0.0,-0.997682,0.0,1.4771450000000002,0.997682,1
29,1.221906,-1.457509,-0.997682,0.0,-0.492382,-0.997682,2
30,-1.221906,1.457509,-0.997682,-1.224758,0.492382,0.997682,2
31,-1.221906,-1.457509,-0.997682,-1.224758,1.4771450000000002,-0.997682,1
32,1.221906,1.457509,-0.997682,1.224758,-0.492382,-0.997682,1
33,0.0,-1.457509,-0.997682,0.0,0.492382,0.997682,2
34,0.0,0.0,0.997682,1.224758,-0.492382,0.997682,2
35,1.221906,1.457509,-0.997682,-1.224758,-0.492382,0.997682,1
36,1.221906,1.457509,0.997682,0.0,-0.492382,-0.997682,1
