,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Class
0,0.687804,0.207735,-0.053074,0.552716,-0.401439,-0.358527,-0.38589,1.3745530000000001,-0.970894,-0.5396770000000001,1.086873,0.239085,0.326602,-0.198177,1
1,-1.449964,-1.03092,-0.94234,0.552716,1.061036,-0.358527,-0.688695,-1.508248,-0.970894,-0.5396770000000001,1.086873,0.239085,1.143319,-0.198177,1
2,-1.449964,1.339609,-0.822335,0.552716,1.061036,1.711628,0.1661,1.3745530000000001,1.300011,-0.314812,-0.9183209999999999,0.239085,0.869135,-0.024424,2
3,0.687804,-0.796003,-0.881825,0.552716,-0.9864280000000001,-0.358527,-0.661884,-1.508248,-0.970894,-0.5396770000000001,1.086873,0.239085,0.55995,-0.18746300000000002,1
4,0.687804,-0.554251,-0.625404,0.552716,1.93852,-0.358527,-0.17613399999999999,1.3745530000000001,1.300011,-0.314812,1.086873,0.239085,1.230824,-0.19428099999999998,2
5,0.687804,1.389156,-0.121795,0.552716,1.93852,0.159012,-0.674501,-1.508248,-0.970894,-0.5396770000000001,1.086873,0.239085,1.9600349999999997,-0.198177,1
6,0.687804,-1.194935,1.0751760000000001,0.552716,0.476046,1.711628,-0.649267,-1.508248,1.300011,-0.314812,-0.9183209999999999,0.239085,-0.37344099999999997,-0.197982,1
7,0.687804,-0.831881,-0.9249040000000001,0.552716,-1.571418,1.711628,-0.49155600000000005,1.3745530000000001,-0.970894,-0.5396770000000001,1.086873,0.239085,-1.073483,-0.198177,2
8,0.687804,-0.988208,-0.976188,0.552716,-1.571418,-0.358527,-0.543601,-1.508248,-0.970894,-0.5396770000000001,-0.9183209999999999,0.239085,-0.23343200000000003,-0.198177,1
9,-1.449964,0.791184,1.0751760000000001,0.552716,1.061036,1.711628,-0.149323,1.3745530000000001,-0.970894,-0.5396770000000001,-0.9183209999999999,0.239085,-0.9043059999999999,-0.035137,2
10,0.687804,-0.546563,0.254631,0.552716,0.183551,-0.358527,-0.38589,1.3745530000000001,1.300011,0.134919,-0.9183209999999999,0.239085,-1.073483,-0.198177,2
11,-1.449964,-0.34069,-0.36077800000000004,0.552716,-0.108944,-0.358527,0.178716,-1.508248,1.300011,-0.314812,1.086873,0.239085,0.55995,-0.196229,1
12,0.687804,-0.36888000000000004,-0.651046,0.552716,1.646025,1.711628,-0.122512,1.3745530000000001,1.300011,2.158707,1.086873,0.239085,2.3275580000000002,-0.059290999999999996,2
13,0.687804,-1.30855,-0.804899,0.552716,-0.108944,-0.358527,-0.674501,1.3745530000000001,-0.970894,-0.5396770000000001,-0.9183209999999999,-3.127628,0.09325399999999999,-0.198177,1
14,-1.449964,0.748472,0.690546,-1.8160669999999999,-0.9864280000000001,-0.358527,-0.649267,-1.508248,1.300011,-0.089946,-0.9183209999999999,0.239085,-8.499999999999999e-05,-0.194671,1
15,0.687804,-0.796003,0.8700399999999999,0.552716,-0.401439,-0.358527,-0.674501,-1.508248,-0.970894,-0.5396770000000001,-0.9183209999999999,0.239085,-1.073483,-0.198177,1
16,0.687804,0.17185699999999998,-0.9249040000000001,0.552716,-1.278923,0.159012,0.5603779999999999,-1.508248,-0.970894,-0.5396770000000001,1.086873,-3.127628,1.376666,-0.198177,1
17,0.687804,-0.639676,0.8700399999999999,0.552716,-0.401439,-0.358527,-0.622456,-1.508248,-0.970894,-0.5396770000000001,1.086873,0.239085,-1.073483,-0.198177,1
18,0.687804,2.713235,-0.8654139999999999,0.552716,0.183551,-0.358527,-0.51679,1.3745530000000001,1.300011,0.134919,1.086873,0.239085,-0.023419,-0.198177,1
19,0.687804,-0.354358,1.588017,0.552716,-0.401439,0.159012,-0.622456,-1.508248,-0.970894,-0.5396770000000001,1.086873,0.239085,3.126773,-0.198177,1
20,0.687804,-0.810525,1.2803129999999998,0.552716,1.646025,-0.358527,-0.49155600000000005,1.3745530000000001,-0.970894,-0.5396770000000001,-0.9183209999999999,0.239085,-0.49011400000000005,-0.198177,2
21,0.687804,0.513555,-0.976188,0.552716,0.183551,-0.358527,-0.7013119999999999,-1.508248,-0.970894,-0.5396770000000001,-0.9183209999999999,3.6057989999999998,-8.499999999999999e-05,-0.198177,2
22,-1.449964,-0.981374,-0.719767,0.552716,0.183551,-0.358527,-0.7013119999999999,-1.508248,-0.970894,-0.5396770000000001,-0.9183209999999999,0.239085,-1.073483,-0.198177,1
23,-1.449964,0.14366700000000002,-0.463347,-1.8160669999999999,0.183551,-0.358527,0.087244,-1.508248,-0.970894,-0.5396770000000001,1.086873,0.239085,-1.073483,-0.197787,1
24,0.687804,-0.546563,-0.25821,0.552716,1.646025,-0.358527,-0.504173,1.3745530000000001,1.300011,1.034381,-0.9183209999999999,0.239085,-1.073483,1.176848,2
25,-1.449964,-0.895949,0.049493999999999996,-1.8160669999999999,-1.8639130000000002,-1.911143,-0.7013119999999999,-1.508248,-0.970894,-0.5396770000000001,-0.9183209999999999,0.239085,-1.073483,-0.198177,1
26,0.687804,0.67757,-0.642841,0.552716,0.183551,-0.358527,-0.22817800000000002,-1.508248,-0.970894,-0.5396770000000001,-0.9183209999999999,0.239085,-1.073483,-0.136623,1
27,0.687804,-0.482495,-0.796693,0.552716,-0.9864280000000001,-0.358527,-0.583029,-1.508248,1.300011,-0.089946,1.086873,0.239085,-0.058421,-0.19759200000000002,1
28,-1.449964,-0.582441,1.8270009999999999,0.552716,1.061036,1.711628,-0.22817800000000002,-1.508248,-0.970894,-0.5396770000000001,-0.9183209999999999,0.239085,0.55995,-0.197982,1
29,0.687804,0.962033,-0.719767,0.552716,-0.108944,-0.358527,3.6751739999999997,-1.508248,1.300011,-0.314812,1.086873,0.239085,0.979975,-0.17636,1
30,0.687804,0.6493800000000001,-0.463347,-1.8160669999999999,-1.278923,1.711628,2.452912,-1.508248,-0.970894,-0.5396770000000001,1.086873,-3.127628,0.09325399999999999,-0.198177,1
31,0.687804,-0.461139,-0.9249040000000001,0.552716,-1.278923,0.159012,-0.7013119999999999,1.3745530000000001,-0.970894,-0.5396770000000001,1.086873,0.239085,-1.073483,-0.198177,2
32,-1.449964,-0.981374,-0.9505459999999999,0.552716,1.061036,-0.358527,-0.38589,-1.508248,1.300011,-0.314812,-0.9183209999999999,0.239085,0.326602,-0.048577999999999996,2
33,0.687804,0.307682,-0.053074,0.552716,1.93852,1.711628,1.112367,-1.508248,-0.970894,-0.5396770000000001,1.086873,-3.127628,3.0742700000000003,-0.198177,2
34,0.687804,0.9979120000000001,4.195301000000001,0.552716,1.061036,1.711628,-0.635073,1.3745530000000001,1.300011,-0.314812,-0.9183209999999999,0.239085,3.360121,-0.180646,1
35,0.687804,2.13662,2.818836,0.552716,-1.571418,0.159012,4.030024,1.3745530000000001,1.300011,3.283034,1.086873,0.239085,-1.073483,-0.198177,2
36,-1.449964,-0.5610850000000001,1.2803129999999998,-1.8160669999999999,-0.401439,-0.358527,0.718089,1.3745530000000001,-0.970894,-0.5396770000000001,-0.9183209999999999,0.239085,-0.37344099999999997,-0.198177,1
