,A1,A2,A3,A4,A5,A6,A7,Class
0,0.79,0.36,0.48,0.5,0.46,0.82,0.7,5
1,0.63,0.69,0.48,0.5,0.65,0.41,0.28,6
2,0.69,0.43,0.48,0.5,0.59,0.74,0.77,5
3,0.89,0.55,0.48,0.5,0.51,0.72,0.76,2
4,0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
5,0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
6,0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
7,0.51,0.5,0.48,0.5,0.46,0.32,0.35,1
8,0.63,0.49,0.48,0.5,0.54,0.76,0.79,3
9,0.43,0.39,0.48,0.5,0.47,0.31,0.41,1
10,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
11,0.74,0.44,0.48,0.5,0.55,0.88,0.89,2
12,0.62,0.83,0.48,0.5,0.46,0.36,0.4,8
13,0.62,0.78,0.48,0.5,0.47,0.49,0.54,8
14,0.75,0.37,0.48,0.5,0.64,0.7,0.74,5
15,0.67,0.61,0.48,0.5,0.51,0.37,0.38,8
16,0.47,0.55,0.48,0.5,0.58,0.71,0.75,2
17,0.36,0.47,0.48,0.5,0.51,0.69,0.72,2
18,0.46,0.61,0.48,0.5,0.48,0.86,0.87,2
19,0.3,0.51,0.48,0.5,0.42,0.61,0.34,2
20,0.63,0.71,0.48,0.5,0.6,0.4,0.39,8
21,0.37,0.47,0.48,0.5,0.39,0.76,0.79,2
22,0.74,0.49,0.48,0.5,0.42,0.54,0.36,8
23,0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
24,0.29,0.47,0.48,0.5,0.41,0.23,0.34,1
25,0.34,0.35,0.48,0.5,0.51,0.49,0.56,1
26,0.34,0.51,0.48,0.5,0.67,0.9,0.9,2
27,0.69,0.59,0.48,0.5,0.77,0.39,0.21,6
28,0.39,0.41,0.48,0.5,0.52,0.72,0.75,2
29,0.67,0.88,0.48,0.5,0.73,0.5,0.25,6
30,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
31,0.52,0.54,0.48,0.5,0.62,0.76,0.79,2
32,0.77,0.57,0.48,0.5,0.88,0.53,0.2,6
33,0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
34,0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
35,0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
36,0.63,0.5,0.48,0.5,0.59,0.85,0.86,2
37,0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
38,0.73,0.84,0.48,0.5,0.86,0.58,0.29,6
39,0.68,0.78,0.48,0.5,0.43,0.44,0.42,8
40,0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
41,0.88,0.42,0.48,0.5,0.52,0.73,0.75,5
42,0.35,0.48,0.48,0.5,0.56,0.4,0.48,1
43,0.72,0.86,0.48,0.5,0.17,0.55,0.21,8
44,0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
45,0.71,0.46,1.0,0.5,0.52,0.59,0.3,7
46,0.84,0.49,0.48,0.5,0.55,0.78,0.74,5
47,0.65,0.57,0.48,0.5,0.47,0.47,0.51,8
48,0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
49,0.61,0.36,0.48,0.5,0.49,0.35,0.44,1
50,0.68,0.67,0.48,0.5,0.49,0.4,0.34,8
51,0.54,0.49,0.48,0.5,0.4,0.87,0.88,2
52,0.34,0.49,0.48,0.5,0.58,0.85,0.8,2
53,0.4,0.46,0.48,0.5,0.52,0.49,0.56,1
54,0.67,0.55,1.0,0.5,0.66,0.58,0.16,7
55,0.67,0.39,0.48,0.5,0.36,0.38,0.46,1
56,0.56,0.54,0.48,0.5,0.43,0.37,0.3,8
57,0.66,0.53,0.48,0.5,0.59,0.66,0.66,2
58,0.74,0.78,0.48,0.5,0.75,0.54,0.15,6
59,0.47,0.47,0.48,0.5,0.22,0.16,0.26,1
60,0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
61,0.49,0.61,1.0,0.5,0.56,0.71,0.74,5
62,0.29,0.52,0.48,0.5,0.42,0.29,0.39,1
63,0.77,0.55,0.48,0.5,0.51,0.78,0.74,5
64,0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
65,0.07,0.4,0.48,0.5,0.54,0.35,0.44,1
66,0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
67,0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
68,0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
69,0.34,0.51,0.48,0.5,0.44,0.37,0.46,1
70,0.44,0.49,0.48,0.5,0.39,0.38,0.4,1
71,0.66,0.86,0.48,0.5,0.34,0.41,0.36,8
72,0.4,0.29,0.48,0.5,0.42,0.35,0.44,1
73,0.71,0.4,0.48,0.5,0.71,0.7,0.74,2
74,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
75,0.58,0.6,0.48,0.5,0.59,0.73,0.76,5
76,0.63,0.65,0.48,0.5,0.39,0.44,0.35,8
77,0.57,0.59,0.48,0.5,0.39,0.47,0.33,8
78,0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
79,0.38,0.3,0.48,0.5,0.43,0.29,0.39,1
80,0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
81,0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
82,0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
83,0.26,0.4,0.48,0.5,0.36,0.26,0.37,1
84,0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
85,0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
86,0.75,0.84,0.48,0.5,0.35,0.52,0.33,8
87,0.5,0.37,0.48,0.5,0.66,0.64,0.69,2
88,0.62,0.42,0.48,0.5,0.58,0.79,0.81,5
89,0.44,0.35,0.48,0.5,0.55,0.55,0.61,1
90,0.72,0.46,0.48,0.5,0.51,0.66,0.7,2
91,0.21,0.34,0.48,0.5,0.51,0.28,0.39,1
92,0.7,0.64,0.48,0.5,0.47,0.51,0.47,8
93,0.6,0.61,0.48,0.5,0.54,0.67,0.71,2
94,0.75,0.55,1.0,1.0,0.4,0.47,0.3,4
95,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
