,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Class
0,146,140,9,0.0,0.0,1.055556,0.462963,1.0,0.577778,6.333334,7.888889,7.333334,3.777778,4.666666,3.0,-7.666666,8.222222,0.537017,-0.909267,BRICKFACE
1,97,123,9,0.0,0.0,1.555555,1.096294,13.222221,108.74073999999999,52.814816,48.0,64.111115,46.333332,-14.444445000000002,33.88889,-19.444445,64.111115,0.280593,-1.994105,CEMENT
2,121,112,9,0.0,0.0,2.388889,1.7690759999999999,0.5,0.278887,23.703703,19.444445,32.333335999999996,19.333334,-12.777778,25.88889,-13.111111,32.333335999999996,0.409544,-2.085248,WINDOW
3,242,81,9,0.0,0.0,1.5,1.144447,1.222223,0.740742,38.25926,34.555557,47.22222,33.0,-11.111111,26.888890000000004,-15.777778,47.22222,0.300796,-1.984566,CEMENT
4,92,56,9,0.0,0.0,0.44444300000000003,0.029629000000000003,0.833333,0.5666680000000001,126.0,115.88888500000002,140.66666999999998,121.44443999999999,-30.333334000000004,44.0,-13.666667000000002,140.66666999999998,0.176061,-2.3267830000000003,SKY
5,135,211,9,0.0,0.0,1.8888880000000001,1.3277649999999999,2.166666,1.149879,17.962963000000002,14.444445000000002,16.333334,23.11111,-10.555555,-4.888889,15.444445000000002,23.11111,0.375552,2.327545,GRASS
6,35,189,9,0.0,0.0,2.555554,2.87407,4.5,15.366663,31.925926,29.0,38.555557,28.222221,-8.777778,19.88889,-11.111111,38.555557,0.262981,-2.022227,PATH
7,53,134,9,0.0,0.0,2.166667,0.3,0.277778,0.018518,6.962963,4.6666669999999995,11.222222,5.0,-6.888889,12.777778,-5.888889,11.222222,0.587234,-2.138459,WINDOW
8,224,73,9,0.0,0.0,1.5,1.277778,2.333333,1.066666,5.814815,2.333334,10.666667,4.444445,-10.444445,14.555554999999998,-4.111111,10.666667,0.78993,-2.355641,FOLIAGE
9,17,110,9,0.11111099999999999,0.0,1.277778,1.2629629999999998,2.722222,2.996295,3.962963,1.444444,6.444445,4.0,-7.555555,7.444445,0.11111099999999999,6.444445,0.806658,-2.618651,FOLIAGE
10,51,64,9,0.0,0.0,17.5,1.2064549999999998,0.666667,0.699206,40.0,35.22222,50.11111,34.666668,-14.333332999999998,30.333334000000004,-16.0,50.11111,0.310101,-2.0302689999999997,CEMENT
11,78,99,9,0.0,0.0,1.611111,8.018517999999998,3.055555,14.774076,4.148148,1.111111,9.0,2.333334,-9.111111,14.555554999999998,-5.444445,9.0,0.9109,-2.255673,FOLIAGE
12,20,248,9,0.0,0.0,1.833333,0.833333,1.666667,1.599999,13.444445000000002,10.555555,12.111111,17.666667999999998,-8.666667,-4.0,12.666667,17.666667999999998,0.403437,2.3416770000000002,GRASS
13,69,136,9,0.0,0.0,3.111111,2.810035,2.777778,3.166959,19.444445,16.88889,25.777779000000002,15.666667000000002,-7.666666,19.0,-11.333333,26.666665999999996,0.42529300000000003,-1.61572,FOLIAGE
