,A1,A2,A3,A4,A5,A6,A7,Class
0,0.33,0.45,0.48,0.5,0.45,0.88,0.89,2
1,0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
2,0.26,0.4,0.48,0.5,0.36,0.26,0.37,1
3,0.74,0.9,0.48,0.5,0.57,0.53,0.29,6
4,0.68,0.51,0.48,0.5,0.71,0.75,0.78,2
5,0.63,0.49,0.48,0.5,0.79,0.45,0.28,6
6,0.78,0.68,0.48,0.5,0.83,0.4,0.29,6
7,0.52,0.44,0.48,0.5,0.37,0.36,0.42,1
8,0.63,0.65,0.48,0.5,0.66,0.67,0.71,2
9,0.18,0.3,0.48,0.5,0.46,0.24,0.35,1
10,0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
11,0.67,0.55,1.0,0.5,0.66,0.58,0.16,7
12,0.26,0.26,0.48,0.5,0.34,0.25,0.35,1
13,0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
14,0.51,0.5,0.48,0.5,0.46,0.32,0.35,1
15,0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
16,0.29,0.47,0.48,0.5,0.41,0.23,0.34,1
17,0.44,0.35,0.48,0.5,0.55,0.55,0.61,1
18,0.67,0.81,0.48,0.5,0.54,0.49,0.23,8
19,0.63,0.8,0.48,0.5,0.46,0.31,0.29,8
20,0.23,0.4,0.48,0.5,0.39,0.28,0.38,1
21,0.83,0.37,0.48,0.5,0.61,0.71,0.74,2
22,0.79,0.36,0.48,0.5,0.46,0.82,0.7,5
23,0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
24,0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
25,0.78,0.33,0.48,0.5,0.57,0.77,0.79,5
26,0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
27,0.12,0.43,0.48,0.5,0.63,0.7,0.74,2
28,0.31,0.44,0.48,0.5,0.5,0.79,0.82,2
29,0.69,0.66,0.48,0.5,0.41,0.5,0.25,8
30,0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
31,0.7,0.46,0.48,0.5,0.56,0.78,0.73,2
32,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
