,A1,A2,A3,A4,Class
0,4,1,250,4,1
1,4,10,2500,28,1
2,11,4,1000,61,0
3,4,5,1250,58,0
4,11,6,1500,27,0
5,2,1,250,2,0
6,9,4,1000,65,0
7,2,43,10750,86,1
8,2,1,250,2,0
9,22,1,250,22,1
10,2,2,500,11,1
11,9,5,1250,51,1
12,11,3,750,40,1
13,4,7,1750,32,1
14,23,7,1750,88,0
15,14,3,750,41,0
16,4,1,250,4,1
17,14,4,1000,38,0
18,23,3,750,35,0
19,21,3,750,64,0
20,14,5,1250,50,0
21,11,3,750,14,0
22,16,6,1500,40,0
23,16,3,750,40,0
24,2,2,500,22,0
25,4,12,3000,34,1
26,2,3,750,14,0
27,14,1,250,14,0
28,4,9,2250,55,0
29,2,1,250,2,0
30,2,11,2750,79,1
31,16,5,1250,40,1
32,14,7,1750,35,0
33,21,2,500,25,0
34,14,2,500,16,0
35,4,1,250,4,0
36,2,9,2250,36,0
37,2,9,2250,75,0
38,9,5,1250,19,0
39,13,7,1750,76,0
40,4,6,1500,28,1
41,14,16,4000,70,0
42,11,2,500,21,0
43,2,2,500,10,1
44,4,11,2750,61,0
45,2,12,3000,95,0
46,4,1,250,4,0
47,2,5,1250,47,1
48,4,8,2000,48,1
49,9,2,500,52,0
50,2,1,250,2,0
51,11,12,3000,58,0
52,2,3,750,4,1
53,14,6,1500,34,0
54,4,8,2000,46,1
55,11,8,2000,48,0
56,2,6,1500,16,1
57,16,1,250,16,0
58,16,5,1250,60,0
59,11,5,1250,18,0
60,21,3,750,38,0
61,21,1,250,21,0
62,2,2,500,33,0
63,2,9,2250,74,0
64,2,3,750,24,0
65,7,14,3500,48,0
66,4,7,1750,58,0
67,14,2,500,21,1
68,1,12,3000,35,0
69,14,1,250,14,0
70,21,3,750,35,0
71,4,6,1500,35,1
72,9,1,250,9,0
73,1,24,6000,77,0
74,2,6,1500,26,1
75,4,3,750,71,0
76,1,16,4000,35,1
77,4,5,1250,74,0
78,14,1,250,14,0
79,2,6,1500,16,1
80,4,5,1250,16,1
81,4,6,1500,38,1
82,4,2,500,4,0
83,14,8,2000,50,1
84,2,2,500,11,1
85,2,10,2500,49,0
86,11,22,5500,98,0
87,21,3,750,35,0
88,4,11,2750,28,0
89,11,3,750,16,1
90,4,11,2750,78,0
91,2,1,250,2,0
92,23,38,9500,98,0
93,14,3,750,21,0
94,9,2,500,16,1
95,6,2,500,11,1
96,3,17,4250,86,0
97,14,4,1000,23,1
98,6,3,750,26,0
99,11,1,250,11,1
100,21,3,750,26,0
101,6,3,750,14,0
102,2,2,500,14,0
103,2,2,500,2,0
104,16,4,1000,58,0
105,14,2,500,14,0
106,16,1,250,16,0
107,14,2,500,14,0
