,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,Class
0,-0.5991350000000001,0.897875,3.104115,2.534291,1.231095,1.329283,2.960112,2.058168,1.123067,-1.167318,-1.271002,-1.2958129999999999,-2.759893,-2.279716,-0.723904,-0.094498,0.018027,-1.2316850000000001,0.288018,-2.494629,-0.279417,1
1,-0.470426,1.60935,-0.19352,0.9770549999999999,1.8360330000000002,2.354087,1.3975799999999998,1.7399790000000002,2.080775,0.65871,-1.936336,-1.233123,-2.287474,-1.32712,-1.4492530000000001,-0.787242,-1.440388,-0.542227,-0.48058999999999996,0.23993899999999999,0.9340360000000001,2
2,-0.153603,-1.8505619999999998,-2.388907,-0.8573850000000001,-0.889834,-1.807029,-0.26576,-0.48734399999999994,-0.146621,-1.004832,0.9396209999999999,0.5378689999999999,1.322103,-0.06858099999999999,1.197962,0.7394850000000001,0.16964400000000002,-0.698176,-1.3124959999999999,0.61974,1.766404,3
3,0.73746,-2.103964,-1.9516509999999998,-0.824772,-0.160992,-0.679057,-1.0533270000000001,-1.307564,-2.315974,-1.43039,-0.505512,0.208747,1.3368659999999999,1.162145,1.445945,1.048865,1.014369,1.353782,1.3640709999999998,1.455303,0.211981,3
4,0.786963,-0.9441620000000001,1.109137,-0.751395,-1.261543,-0.878516,-0.486279,0.863192,0.724023,0.960469,1.647879,2.841726,0.35512,0.27212800000000004,-0.35193,-0.888127,-1.35375,0.081568,-1.638024,1.047017,-1.252185,2
5,1.331502,-0.807715,-1.4506299999999999,-0.34374099999999996,-1.349004,-0.397064,-0.927316,-3.075281,-1.83712,-2.227343,-0.7988310000000001,-0.8569829999999999,0.34773899999999996,0.06352999999999999,2.506071,1.338069,2.862657,-1.083944,0.071,2.537736,-1.763641,1
6,0.35133200000000003,-0.671268,-0.749199,-0.44157799999999997,-0.765931,-1.3324559999999999,-0.442175,-0.840887,-0.618219,0.101617,-0.491203,1.486055,0.473225,1.134332,0.125437,0.194705,-0.010853,0.779234,-0.9598399999999999,-1.0608799999999998,-0.169103,3
7,-1.173376,1.3462020000000001,-0.421257,-2.0640389999999997,-0.14641500000000002,-1.793273,-1.494364,0.347018,0.42655299999999996,0.991419,1.612108,2.065938,-0.737349,-0.784766,-0.029552,-0.51149,-1.9024599999999998,0.07336000000000001,-1.421006,-2.276243,1.094492,2
8,0.331531,0.8199059999999999,0.34394,0.49602399999999996,-0.751354,-1.621326,-1.5069649999999999,-1.958084,-0.349771,-1.353016,-1.399777,1.4390379999999998,1.462353,0.550258,1.284756,0.369573,0.38624,0.918767,0.948118,-0.557643,1.1045209999999999,3
9,0.59885,0.65422,-1.4141920000000001,-0.319282,-1.356292,-0.472721,-2.174821,0.47429399999999994,-1.590438,-1.39944,1.2830190000000001,0.553542,1.0785120000000001,1.7253580000000002,0.5160100000000001,0.356121,-0.8555780000000001,0.532999,2.856076,-0.111377,1.0343209999999998,3
10,-0.757546,0.5470109999999999,0.15264,2.411995,0.4731,-0.823493,0.150075,-0.41663500000000003,-1.010009,-1.925584,-0.269426,-2.102947,0.14843699999999999,-0.256319,-0.692906,-0.565295,1.656938,-1.223478,1.0295,0.762166,-0.139018,1
11,-1.034766,0.244878,-0.384819,0.11283,0.4731,-0.31453000000000003,-0.234258,0.6581359999999999,2.27667,1.463401,1.247248,-0.190902,0.07462200000000001,0.543305,-0.49451999999999996,-2.031491,-1.859141,-0.0005110000000000001,-0.417293,-0.320267,-0.9914430000000001,2
12,-0.371419,-0.515328,0.398597,-0.718783,0.166986,-0.397064,-0.42957399999999996,1.655129,1.028748,1.858009,0.818001,0.8591549999999999,0.1632,-0.332805,-0.810697,-0.565295,-0.7184010000000001,1.206041,1.418325,-0.377237,1.435463,2
13,-1.143674,2.038184,-1.241111,-0.44973100000000005,-0.175569,0.056875999999999996,1.309373,0.5308609999999999,0.586171,1.362814,0.259979,0.45950699999999994,-0.02872,0.578071,-1.387257,-0.598924,-0.35740700000000003,-0.025134,-0.23644400000000002,0.135494,0.924007,2
14,-0.143703,-0.5835520000000001,-1.222892,-0.213292,-1.0501790000000002,-0.651546,-0.7383,-2.205565,-2.178122,-0.587012,-1.657325,-0.081195,1.4918790000000002,1.523714,0.968578,1.4524059999999999,0.855532,0.336011,1.327901,1.99652,-1.001472,3
15,-0.7773479999999999,0.732189,0.070655,1.368403,-0.27031900000000003,-0.479599,-2.735569,-0.9681629999999999,-0.661751,0.37242600000000003,-0.119189,0.592723,1.152328,0.751903,1.613333,1.163202,0.198523,-0.451941,0.830566,0.39186,0.041496,3
16,-1.282284,1.365694,-1.405082,0.528637,-1.604098,-0.500232,-1.034425,0.25509699999999996,0.361255,-0.35489,-0.29088800000000004,0.8591549999999999,1.69118,0.696277,0.36722,1.6810779999999999,-0.6534220000000001,0.27855599999999997,0.541207,-0.9849190000000001,-0.60033,3
17,-0.20310699999999998,0.176654,0.052436,-1.884671,-0.37964499999999995,0.36638000000000004,-0.25945999999999997,-0.034808,1.630943,1.022368,2.306058,1.039389,0.930881,-1.104616,-0.717704,-1.621225,-1.151593,-1.108568,-1.43909,1.578738,-0.45993100000000003,2
18,0.648353,0.47878699999999996,0.562567,-1.289497,0.064949,-1.1467530000000001,0.25088299999999997,1.223806,1.783305,0.519437,1.519105,-0.27710100000000004,1.875719,1.349882,-0.20314000000000002,-1.547243,-0.003633,0.9515979999999999,1.3640709999999998,-0.29178200000000004,-0.20921700000000001,2
19,-0.9456600000000001,0.157162,-2.316031,-0.042078,-1.5239260000000001,-0.692813,-1.9858049999999998,-2.445974,-0.966476,-0.6643859999999999,-1.893411,-0.151721,0.266542,1.106519,1.731125,1.5263879999999999,1.808555,0.885935,1.445453,0.667216,0.312267,3
20,0.202822,2.632704,0.134421,0.781382,1.9380709999999999,-0.266384,-0.34136700000000003,0.368231,1.144834,0.991419,-1.607246,-1.530901,-0.419942,-1.32712,-0.017153,0.665502,-0.07583200000000001,-0.320616,1.020457,2.28137,0.5228659999999999,1
21,-1.351589,0.449549,0.189078,1.205341,-0.248453,1.30865,0.9061389999999999,0.0359,-0.63273,-0.207879,-2.158113,-1.4447020000000002,-1.357399,-0.6804680000000001,-1.505049,-0.242463,-0.74728,-0.057964999999999996,0.604504,0.866611,0.573009,1
22,-0.678341,0.332594,-0.19352,2.346771,1.274825,1.962048,1.019548,0.707633,0.9561940000000001,-0.617962,0.524682,-1.797333,-1.1950049999999999,-0.8403930000000001,-0.978086,-1.547243,-0.7111810000000001,-1.658493,0.450783,-1.431186,0.26212399999999997,1
23,1.331502,-0.43735799999999997,0.143531,-0.335588,-0.38693299999999997,-1.9789759999999998,-0.5744859999999999,-0.338856,-0.42958,0.937257,1.082703,0.984535,1.0785120000000001,1.106519,0.7391939999999999,0.329219,0.595617,-0.295993,-0.8422879999999999,0.201959,-1.663355,3
24,0.687956,-2.19168,-0.885841,-0.490497,-1.064756,-2.130289,-1.8471939999999998,-2.5096119999999997,-1.909673,-1.1054190000000002,0.245671,0.914009,1.034223,2.086927,1.08017,-0.067596,1.295944,0.8038569999999999,1.8342779999999999,-0.111377,0.853808,3
25,0.668155,0.946607,-0.31194299999999997,-0.759548,-0.8606799999999999,-2.144045,-1.0029219999999999,0.141963,-1.2421799999999998,-1.383965,-0.011877,-0.590551,1.144946,-0.777813,-0.395327,1.14975,0.003587,1.345574,0.966203,-0.472188,-1.643298,3
26,-0.5397310000000001,0.57625,-1.022484,0.080218,0.021218,-1.311822,-1.884997,-0.063092,-0.698028,0.225415,-0.133497,0.067694,-0.13206199999999998,0.918781,0.292825,1.2842639999999999,1.129887,1.575393,-1.628982,2.2244,0.01141,3
