,A1,A2,A3,A4,Class
0,21,1,250,21,0
1,4,2,500,46,0
2,2,2,500,14,0
3,14,16,4000,70,0
4,18,8,2000,95,0
5,9,2,500,52,0
6,2,1,250,2,0
7,11,3,750,23,0
8,11,1,250,11,0
9,4,2,500,31,0
10,9,2,500,52,0
11,16,4,1000,33,0
12,12,9,2250,60,0
13,14,2,500,21,1
14,2,2,500,16,0
15,5,6,1500,28,0
16,2,5,1250,16,0
17,4,8,2000,34,1
18,14,16,4000,98,0
19,2,6,1500,15,1
20,4,12,3000,88,0
21,2,1,250,2,1
22,4,19,4750,69,1
23,4,1,250,4,0
24,4,6,1500,14,0
25,14,1,250,14,0
26,16,3,750,50,0
27,4,2,500,13,0
28,4,1,250,4,0
29,4,3,750,24,0
30,2,21,5250,52,1
31,4,7,1750,25,0
32,2,11,2750,46,1
33,12,11,2750,23,0
34,23,8,2000,46,0
35,11,5,1250,35,0
36,4,5,1250,11,1
37,4,9,2250,46,0
38,4,1,250,4,0
39,21,3,750,38,0
40,2,2,500,23,0
41,4,1,250,4,0
42,4,8,2000,40,1
43,2,41,10250,98,1
44,23,3,750,33,0
45,14,2,500,16,0
46,7,11,2750,89,0
47,4,5,1250,16,1
48,11,5,1250,37,1
49,2,2,500,2,0
50,21,2,500,23,0
51,2,11,2750,46,0
52,11,14,3500,73,1
53,16,14,3500,83,0
54,23,4,1000,45,0
55,16,4,1000,40,0
56,11,6,1500,27,0
57,16,2,500,26,0
58,7,9,2250,89,1
59,14,7,1750,26,0
60,4,7,1750,52,0
61,2,1,250,2,0
62,4,7,1750,62,0
63,4,1,250,4,0
64,4,2,500,4,1
65,14,1,250,14,0
66,2,7,1750,14,1
67,2,5,1250,33,1
68,35,3,750,64,0
69,2,2,500,10,0
70,4,1,250,4,1
71,16,10,2500,89,0
72,21,1,250,21,0
73,2,1,250,2,0
74,5,46,11500,98,1
75,8,10,2500,63,0
76,23,12,3000,86,0
77,14,2,500,14,0
78,11,6,1500,28,0
79,2,6,1500,26,1
80,4,4,1000,41,0
81,4,9,2250,28,0
82,14,2,500,35,1
83,23,1,250,23,0
84,2,1,250,2,1
85,9,1,250,9,0
86,16,3,750,21,0
87,11,3,750,37,0
88,26,5,1250,49,1
89,4,1,250,4,0
90,4,16,4000,70,1
91,2,2,500,4,1
92,13,8,2000,26,0
93,14,5,1250,26,0
94,11,8,2000,46,0
95,23,1,250,23,0
96,11,1,250,11,1
97,23,8,2000,64,0
98,11,5,1250,41,0
99,16,1,250,16,0
100,21,2,500,21,1
101,21,2,500,35,0
102,11,8,2000,52,1
103,16,1,250,16,0
104,2,2,500,11,1
105,2,1,250,2,0
106,16,4,1000,28,0
107,3,5,1250,38,0
108,13,3,750,14,1
109,4,5,1250,23,0
110,11,4,1000,28,0
111,4,1,250,4,0
112,14,1,250,14,0
113,2,6,1500,16,1
114,14,4,1000,57,0
115,2,6,1500,45,0
116,11,12,3000,58,0
117,8,9,2250,58,0
118,2,10,2500,64,0
119,9,9,2250,45,0
120,14,5,1250,64,0
121,11,2,500,21,0
122,14,3,750,52,0
123,4,6,1500,23,1
124,22,1,250,22,1
125,2,1,250,2,0
126,16,6,1500,35,1
127,14,3,750,79,0
128,2,4,1000,35,0
129,21,16,4000,64,0
130,23,3,750,89,0
131,4,5,1250,28,0
132,0,13,3250,28,1
133,4,2,500,9,0
134,14,4,1000,30,0
135,4,4,1000,14,1
136,14,5,1250,28,0
137,23,3,750,62,0
138,2,4,1000,35,0
139,2,4,1000,43,0
140,14,7,1750,45,0
141,21,3,750,35,0
142,4,8,2000,28,0
143,2,3,750,4,1
144,11,8,2000,48,0
145,2,7,1750,77,0
146,2,1,250,2,0
147,9,4,1000,65,0
148,4,5,1250,58,0
149,21,1,250,21,0
150,11,9,2250,33,0
151,2,4,1000,16,0
152,2,2,500,10,1
153,2,1,250,2,1
154,3,14,3500,35,0
155,6,3,750,14,0
156,4,8,2000,48,1
157,4,11,2750,95,0
158,2,12,3000,52,0
159,4,5,1250,26,1
160,4,2,500,4,0
161,2,1,250,2,0
162,9,5,1250,51,1
163,4,3,750,71,0
164,14,4,1000,64,0
165,2,3,750,24,0
166,11,16,4000,89,0
167,23,19,4750,62,0
168,4,5,1250,74,0
169,4,1,250,4,1
170,4,5,1250,14,1
171,21,2,500,21,0
172,2,3,750,14,0
173,11,7,1750,75,0
174,4,1,250,4,1
175,16,1,250,16,0
176,2,2,500,11,0
177,9,3,750,34,0
178,2,12,3000,95,0
179,4,1,250,4,0
180,2,1,250,2,0
181,9,2,500,26,0
182,16,2,500,70,0
183,4,11,2750,28,0
184,2,4,1000,11,0
185,40,1,250,40,0
186,23,4,1000,52,0
187,4,1,250,4,0
188,23,1,250,23,0
189,16,3,750,21,1
190,2,4,1000,23,0
191,21,1,250,21,0
192,4,5,1250,33,1
193,11,2,500,24,0
194,9,8,2000,38,1
195,12,15,3750,71,0
196,23,6,1500,45,0
197,2,6,1500,28,1
198,4,6,1500,14,0
199,14,1,250,14,0
200,2,1,250,2,0
201,14,2,500,14,0
202,2,10,2500,52,0
203,2,2,500,4,0
204,14,7,1750,35,0
205,0,2,500,4,0
206,23,1,250,23,0
207,4,5,1250,16,1
208,11,3,750,23,0
209,1,7,1750,57,0
210,2,9,2250,75,0
211,11,2,500,21,0
212,2,1,250,2,0
213,14,7,1750,73,0
214,4,2,500,23,0
215,2,6,1500,47,0
216,11,6,1500,58,0
217,2,7,1750,77,0
218,21,3,750,64,0
219,14,1,250,14,0
220,4,1,250,4,1
221,11,1,250,11,1
222,4,1,250,4,0
223,2,1,250,2,0
224,14,3,750,28,0
225,2,5,1250,63,0
226,7,14,3500,48,0
227,2,7,1750,28,1
228,16,6,1500,40,0
229,4,1,250,4,1
230,2,5,1250,26,0
231,4,1,250,4,1
232,14,8,2000,26,0
233,4,2,500,30,0
234,2,6,1500,41,1
235,25,6,1500,50,0
236,12,11,2750,39,0
237,4,6,1500,30,0
238,21,1,250,21,1
239,3,21,5250,42,1
240,23,3,750,40,0
241,11,3,750,76,0
242,4,5,1250,58,0
243,2,8,2000,38,1
244,23,1,250,23,0
245,21,1,250,21,0
246,4,6,1500,47,0
247,11,1,250,11,0
248,4,4,1000,46,0
249,2,11,2750,41,1
250,4,4,1000,26,1
251,14,3,750,26,0
252,14,8,2000,46,0
253,16,3,750,40,0
254,16,2,500,27,0
255,2,3,750,22,0
256,4,7,1750,82,0
257,14,1,250,14,0
258,16,10,2500,62,0
259,4,4,1000,18,0
260,11,2,500,11,0
261,9,5,1250,19,0
262,4,1,250,4,0
263,23,2,500,28,0
264,12,12,3000,58,0
265,2,1,250,2,0
266,21,6,1500,48,0
267,2,5,1250,16,1
268,2,6,1500,35,1
269,2,5,1250,47,1
270,11,1,250,11,0
271,2,9,2250,74,0
272,4,33,8250,98,1
273,2,1,250,2,0
274,14,8,2000,50,1
275,14,3,750,35,0
276,11,4,1000,59,0
277,5,24,6000,79,0
278,14,5,1250,14,0
279,11,2,500,11,0
280,4,2,500,59,0
281,2,2,500,4,1
282,2,2,500,11,0
283,4,1,250,4,0
284,4,2,500,52,0
285,3,17,4250,86,0
286,21,1,250,21,0
287,4,1,250,4,0
288,23,2,500,87,0
