,A1,A2,A3,A4,A5,A6,A7,A8,A9,Class
0,0.014799000000000001,-0.606794,1.028384,-1.030342,-0.407548,0.233756,0.124313,-0.482725,0.9730200000000001,2
1,0.323527,0.363199,0.9404379999999999,-1.86017,-0.001225,-0.551187,-0.048107,-0.06907100000000001,1.914748,3
2,-0.8947870000000001,-0.184378,0.841499,-0.6288130000000001,0.11674000000000001,0.102932,-0.278001,-0.482725,-0.596525,1
3,-0.347044,2.4127,-2.951178,0.9505370000000001,0.44442,-0.8128350000000001,-0.24926399999999999,3.7916980000000002,-0.596525,6
4,0.117708,-0.747599,1.072357,0.308089,-0.184726,0.135638,-0.292369,-0.482725,0.659111,2
5,0.014799000000000001,-0.747599,1.160303,-0.8964989999999999,-0.486191,0.233756,0.002182,-0.482725,1.705475,2
6,0.008159999999999999,-0.8727600000000001,1.08335,-0.548507,-0.106083,0.20105,-0.198975,-0.482725,3.065748,2
7,-0.473191,-0.857115,0.984411,-0.361126,-0.05365399999999999,0.184697,-0.119949,-0.482725,-0.596525,3
8,-0.310527,-0.168733,1.006398,-0.8161930000000001,0.575492,0.135638,-0.565368,-0.482725,-0.596525,1
9,1.279588,1.599158,-2.951178,-1.190954,0.024988999999999997,-0.649305,1.841331,-0.482725,0.24056599999999997,2
10,-0.416756,1.286257,-2.951178,1.700058,0.929386,-0.8128350000000001,-0.24208000000000002,4.122621,-0.596525,6
11,0.184101,0.081588,1.2592430000000001,-0.49496999999999997,-0.132297,0.11928499999999999,-0.5366310000000001,-0.482725,0.868384,2
12,-0.167782,-1.0605,0.8195120000000001,-0.68235,0.391991,0.20105,-0.141501,-0.482725,2.542566,1
13,1.282907,-0.30953800000000004,1.193283,-1.753095,-0.8663,-0.6002460000000001,0.763705,-0.482725,-0.596525,1
14,3.121997,-1.201306,-2.951178,-2.074319,-0.8269790000000001,-0.714717,3.9103730000000003,-0.482725,-0.596525,2
15,-0.28397,-0.93534,0.973418,-0.254052,0.483741,0.20105,-0.26363200000000003,-0.482725,-0.596525,1
16,0.8712700000000001,0.441424,0.9954040000000001,-0.8697299999999999,-0.9056219999999999,-0.665658,0.318286,-0.482725,-0.596525,1
17,-0.24413400000000002,-1.248241,0.9954040000000001,-0.361126,0.837636,0.135638,-0.32829,-0.482725,-0.596525,1
18,-0.08479099999999999,-0.7006640000000001,0.302829,-0.039902999999999994,0.352669,0.168344,-0.119949,-0.096648,-0.596525,2
19,-0.174422,-1.1387260000000001,1.08335,-0.762656,0.6017060000000001,0.184697,-0.184606,-0.482725,-0.596525,1
20,2.99585,-3.735804,-2.951178,-1.86017,0.562385,-0.8128350000000001,4.312687,-0.482725,-0.596525,2
21,-2.342157,0.441424,0.566667,0.977305,0.20849,2.065289,-2.533832,2.7989290000000002,-0.596525,6
22,-0.635854,0.050298,1.017391,0.254552,-0.342012,0.266462,-0.665946,-0.482725,-0.596525,2
23,-0.8881479999999999,-0.26260300000000003,0.8854719999999999,0.06717200000000001,0.785207,-0.191422,-0.665946,-0.482725,-0.596525,2
24,0.522706,-0.21566799999999997,-2.951178,0.843462,0.496849,-0.044245,1.6976470000000001,-0.482725,-0.596525,4
