,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,Class
0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.37333,-0.12,-0.12,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.22666999999999998,0.0,0.0,0.0,0.0,0.0,0.0,b
1,1,0,0.84783,0.10597999999999999,1.0,0.3913,1.0,-1.0,0.66938,0.08424,1.0,0.27038,1.0,0.60598,1.0,0.35507,1.0,0.026719999999999997,0.58424,-0.43025,1.0,0.6349600000000001,0.8913,0.26585,0.91033,-0.33333,1.0,0.15942,0.37681,-0.019469999999999998,1.0,0.22464,1.0,0.37409000000000003,b
2,1,0,0.74468,0.10638,0.8870600000000001,0.00982,0.8854200000000001,0.014709999999999999,0.87234,-0.014180000000000002,0.7305,0.10638,0.8765700000000001,0.02912,0.87235,0.033819999999999996,0.95745,0.07801,0.95035,0.04255,0.8559700000000001,0.04743,0.84931,0.05177999999999999,0.87234,0.11348,0.83429,0.06014,0.74468,-0.035460000000000005,0.8171,0.068,0.80774,0.07173,g
3,0,0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,b
4,1,0,0.02337,-0.00592,-0.09924,-0.11949000000000001,-0.00763,-0.11824000000000001,0.14706,0.06637,0.037860000000000005,-0.06302,0.0,0.0,-0.04572,-0.1554,-0.00343,-0.10196000000000001,-0.11575,-0.05414,0.01838,0.03669,0.01519,0.008879999999999999,0.03513,-0.01535,-0.0324,0.09222999999999999,-0.07859,0.00732,0.0,0.0,-0.00039,0.12011,b
5,1,0,0.8941,0.13425,0.8700100000000001,0.31543000000000004,0.78896,0.43388000000000004,0.63388,0.59975,0.54003,0.71016,0.39699,0.76161,0.24266,0.79523,0.09134,0.79598,-0.09158999999999999,0.76261,-0.20201,0.6692600000000001,-0.30263,0.6261,-0.40552,0.50489,-0.46215,0.40753,-0.5031399999999999,0.27252,-0.52823,0.19172,-0.48808,0.05972,g
6,0,0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,b
7,1,0,1.0,-0.05529,1.0,-1.0,0.5,-0.11110999999999999,0.36111,-0.22221999999999997,1.0,-0.25711999999999996,0.16667,-0.11110999999999999,1.0,-0.3466,1.0,-0.38853000000000004,1.0,-0.42862,0.0,-0.25,1.0,-0.50333,1.0,-0.27778,1.0,-0.57092,1.0,-0.27778,1.0,-0.63156,1.0,-0.65935,b
8,1,0,0.84177,0.4346,0.5,0.7616,0.09916,0.9346,-0.37764000000000003,0.8818600000000001,-0.72363,0.6118100000000001,-0.9388200000000001,0.19409,-0.8670899999999999,-0.25527,-0.62869,-0.65612,-0.25105,-0.85654,0.16245,-0.86498,0.51477,-0.66878,0.74895,-0.28903,0.77937,0.07933,0.64135,0.42827,0.31435,0.62447,-0.004220000000000001,0.69409,g
9,1,0,0.94631,0.17498,0.90946,0.33143,0.85096,0.4996,0.73678,0.63842,0.59215,0.73838,0.48698,0.83614,0.30459,0.90665,0.17959,0.93429,-0.00701,0.93109,-0.1888,0.8938299999999999,-0.33023,0.8249200000000001,-0.46534,0.7648199999999999,-0.58563,0.66335,-0.67929,0.52564,-0.75321,0.42488000000000004,-0.8121,0.26092,g
10,1,0,0.67547,0.04528,0.76981,-0.10565999999999999,0.77358,0.037739999999999996,0.66038,-0.04528,0.64528,0.01132,0.66792,-0.13962,0.72075,-0.02264,0.76981,0.08678999999999999,0.61887,-0.07925,0.75849,-0.23774,0.7396199999999999,-0.14717,0.84906,-0.15094000000000002,0.7388600000000001,-0.05801,0.66792,0.02264,0.86415,0.037739999999999996,0.7320800000000001,0.00755,g
11,1,0,0.68148,0.1037,0.77037,0.03457,0.65185,0.08148,0.60988,-0.00494,0.7901199999999999,0.11852,0.59753,0.04938,0.62469,0.0963,0.78272,-0.17531,0.73827,-0.10864000000000001,0.48641999999999996,0.00988,0.60988,0.08148,0.66667,-0.1284,0.63773,-0.02451,0.76543,0.02222,0.61235,-0.0716,0.51358,-0.04691,g
12,1,0,0.26666999999999996,-0.1,0.53333,0.0,0.33333,-0.13333,0.36667,0.11667000000000001,0.56667,0.016669999999999997,0.71667,0.08333,0.7,-0.06667000000000001,0.53333,0.2,0.41667,-0.016669999999999997,0.31667,0.2,0.7,0.0,0.25,0.13333,0.46213999999999994,0.05439,0.4,0.03333,0.46667,0.03333,0.41667,-0.05,g
13,1,0,1.0,1.0,1.0,1.0,0.9101,1.0,-0.2697,1.0,-0.83152,1.0,-1.0,1.0,-1.0,0.72526,-1.0,-0.5777899999999999,-1.0,-0.42052,-1.0,-1.0,-0.5283800000000001,-1.0,0.9001399999999999,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.34686,1.0,0.34845,g
14,1,0,-1.0,-1.0,-0.50694,1.0,1.0,-1.0,1.0,0.53819,0.0,0.0,0.23958000000000002,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.71528,1.0,0.33333,-1.0,1.0,-1.0,0.69792,-1.0,0.47568999999999995,1.0,b
15,0,0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,b
16,1,0,0.8668899999999999,0.3595,0.72014,0.66667,0.37201,0.83049,0.08646000000000001,0.85893,-0.24118,0.86121,-0.51763,0.67577,-0.68714,0.41523999999999994,-0.7701899999999999,0.09898,-0.69397,-0.13652,-0.49488000000000004,-0.42207,-0.32537,-0.5767899999999999,-0.028439999999999997,-0.59954,0.1536,-0.53127,0.32309,-0.37088000000000004,0.46188999999999997,-0.19680999999999998,0.40956,0.0182,g
17,1,0,1.0,0.0507,1.0,0.10827,1.0,0.19498,1.0,0.28453,1.0,0.34826,1.0,0.38261,0.94575,0.42881,0.89126,0.5039100000000001,0.7590600000000001,0.58801,0.8064399999999999,0.5996199999999999,0.79578,0.62758,0.66643,0.63942,0.59417,0.69435,0.49538000000000004,0.7268399999999999,0.47026999999999997,0.7168899999999999,0.33381,0.75243,g
18,1,0,0.9265700000000001,0.04174,0.89266,0.15766,0.86098,0.19791,0.83675,0.36526,0.80619,0.40198,0.76221,0.40552,0.66586,0.4836,0.60101,0.51752,0.53392,0.5218,0.48435,0.5421199999999999,0.42546000000000006,0.55684,0.3334,0.55274,0.26978,0.54214,0.22307,0.5344800000000001,0.14312,0.49123999999999995,0.11573,0.46571,g
19,1,0,0.94653,0.28713,0.72554,0.67248,0.47563999999999995,0.82455,0.01267,0.8910899999999999,-0.24871,0.84475,-0.47644,0.56079,-0.75881,0.41743,-0.66455,0.07207999999999999,-0.6542600000000001,-0.19525,-0.52475,-0.44,-0.30851,-0.55089,-0.04119,-0.6479199999999999,0.16085,-0.5642,0.36751999999999996,-0.41901000000000005,0.46058999999999994,-0.22535,0.50376,-0.0598,g
20,1,0,0.9397200000000001,0.28081999999999996,0.80486,0.5282100000000001,0.58167,0.73151,0.34961,0.80511,0.10797000000000001,0.9040299999999999,-0.20015,0.89335,-0.3973,0.82163,-0.58835,0.62867,-0.76305,0.40368000000000004,-0.81262,0.18888,-0.81317,-0.042839999999999996,-0.75273,-0.26883,-0.63237,-0.46438,-0.46421999999999997,-0.61446,-0.26389,-0.70835,-0.08937,-0.71273,g
21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.375,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,b
22,1,0,0.9408,0.11932999999999999,0.8573799999999999,0.01038,0.85124,0.01546,0.76966,-0.00278,0.84459,0.10916,0.8328899999999999,0.03027,0.8268,0.03506,0.74838,0.019430000000000003,0.80019,0.02405,0.80862,0.049010000000000005,0.8025899999999999,0.053520000000000005,0.77336,0.0222,0.7905800000000001,0.06235,0.85939,0.09251000000000001,0.77863,0.0709,0.77269,0.07508,g
23,1,0,0.8880399999999999,0.38138,0.6592600000000001,0.69431,0.29148,0.87892,-0.06726,0.90135,-0.39597,0.8044100000000001,-0.64574,0.56502,-0.8296,0.26905999999999997,-0.7894,-0.08205,-0.6278,-0.30942,-0.46637,-0.55605,-0.16449,-0.6433800000000001,0.09562000000000001,-0.61055,0.30406,-0.48391999999999996,0.43227,-0.29838000000000003,0.47029,-0.09461,0.42152,0.12555999999999998,g
24,0,0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,b
25,1,0,0.73523,-0.38293,0.8015100000000001,0.10278,0.7882600000000001,0.15266,0.5558,0.052520000000000004,1.0,0.21225,0.7194699999999999,0.28954,0.68798,0.32925,0.49672,0.17287,0.6433300000000001,-0.02845,0.57399,0.42528,0.5312,0.44872,0.9453,0.57549,0.44173999999999997,0.48200000000000004,0.12473,1.0,0.3507,0.49721000000000004,0.30588000000000004,0.49831000000000003,g
26,1,0,1.0,-0.41457,1.0,0.76131,0.8706,0.18592999999999998,1.0,-0.09925,0.9384399999999999,0.4799,0.65452,-0.1608,1.0,0.008790000000000001,0.9761299999999999,-0.50126,0.80025,-0.24497,0.88065,-0.19095,1.0,-0.12312000000000001,0.9359299999999999,0.10678,0.9289,-0.07249,1.0,-0.27387,0.4397,0.19849,0.5138199999999999,-0.054020000000000006,g
