,A1,A2,Class
0,-8.772223,-5.698567,2
1,-7.216024000000001,-4.801984,2
2,-5.808512,0.453271,2
3,-4.419347,0.6724720000000001,2
4,-6.2192419999999995,1.278888,2
5,5.909335,-0.711256,1
6,3.6782690000000002,2.349104,1
7,-8.009788,1.711325,2
8,-7.175134,-6.871944999999999,2
9,-2.848783,-3.816643,1
10,-7.414175999999999,-1.1631209999999998,2
11,-2.611545,-2.739544,1
12,-6.918896000000001,-4.07123,2
13,-11.099064,-4.910432,2
14,-10.291252,-4.274093,2
15,-4.92782,-1.914045,2
16,-1.5187389999999998,1.380483,2
17,3.901354,-1.524775,1
18,-8.700638,-1.209597,2
19,-7.838889,-4.314538,2
20,-7.674625999999999,-5.0567470000000005,2
21,4.326855999999999,0.336419,1
22,-10.091047,-2.58669,2
23,-2.3077400000000003,0.367978,2
24,-6.327569,-2.0769439999999997,2
25,6.832341,1.120951,1
26,5.590412000000001,-1.381101,1
27,-5.717683,-8.585272,2
28,2.419403,-2.249905,2
29,-9.706226,-2.513642,2
30,-1.582897,-0.32365900000000003,2
31,3.4467199999999996,-6.775010000000001,1
32,-2.026856,-3.4604129999999995,1
33,4.70092,1.461965,1
34,-2.938638,1.0800290000000001,2
35,-4.969084,2.01982,2
36,4.093082,-5.939895,1
37,4.615174,1.527349,1
38,4.9122010000000005,-2.821524,1
39,6.5519419999999995,-2.982056,1
40,1.8447630000000002,-5.978581,1
41,-8.610062,-4.824637,2
42,-8.811862,-5.703074,2
43,3.627213,-2.77032,1
44,1.083486,-6.446053,1
45,0.30141999999999997,-5.020077,1
46,4.241886,4.579197,1
47,-2.026936,2.12605,2
48,-5.391725,-1.853716,2
49,4.3476,5.012492,1
50,-8.788831,-2.0798669999999997,2
51,-2.261789,-4.415478,1
52,5.078305,1.2754379999999998,1
53,2.757078,-4.676496,1
54,4.6491489999999995,3.751172,1
55,-7.6487289999999994,1.3971639999999999,2
56,-6.428869000000001,-6.8239160000000005,2
57,-4.513776999999999,1.655834,2
58,-6.4092769999999994,-8.779093,2
59,-8.971169,-7.148942999999999,2
60,-2.904405,-0.41361400000000004,2
61,0.00139,-2.9279580000000003,1
62,3.070478,-3.3640779999999997,1
63,3.6843769999999996,0.000628,1
64,-1.586902,-0.49699499999999996,2
65,4.6487739999999995,2.235605,1
66,-3.6555519999999997,0.47789799999999993,2
67,-0.582178,-3.4851620000000003,1
68,0.092515,-0.952335,2
69,-6.591212,-1.895388,2
70,-0.524775,0.659717,2
71,5.193784,3.82668,1
72,4.058053,1.2854940000000001,1
73,-1.551008,-4.884517,1
74,-1.2737049999999999,0.14643499999999998,2
75,-4.264745,-7.125775999999999,2
76,-3.276847,-5.5713,1
77,3.49041,-2.721762,1
78,-9.046819000000001,-1.270368,2
79,-7.762923,-0.005407,2
80,-0.943948,3.060741,2
81,3.689511,4.7366150000000005,1
82,5.621771,-2.379362,1
83,-9.486376,-3.3480230000000004,2
84,-2.941052,-5.851285,1
85,-7.601706,-7.094721000000001,2
86,-5.741764,-1.9491669999999999,1
87,-1.291908,-1.076583,2
88,-0.369165,0.34762,2
89,-4.73214,1.1504809999999999,2
90,-3.6079660000000002,1.229331,2
91,3.570643,4.547853,1
92,1.325126,-5.028925,1
93,-8.793088000000001,-5.86929,2
94,-6.050841999999999,-2.831476,1
95,-7.287522999999999,-7.6241449999999995,2
96,1.616131,-1.497335,2
97,-6.097093,1.244786,2
98,-5.991829,-8.608161,2
99,3.7906169999999997,1.956695,1
100,-0.09501799999999999,-5.197144000000001,1
101,-7.946344,-2.247735,2
102,-2.521216,0.41851000000000005,2
103,-0.548979,0.501552,2
104,5.119571,2.540375,1
105,-7.583419999999999,-7.313491,2
106,-6.073517,-0.263967,2
107,-8.628952,-0.96075,2
108,1.799559,-5.846516,1
109,5.067411,-1.053858,1
110,-7.800677,-2.0809279999999997,2
111,-1.413683,-5.183453,1
112,-0.50289,-6.150899,1
113,-7.533025,-1.550246,2
114,-0.205833,0.930716,2
115,-6.754866000000001,0.34101,2
116,-8.374957,-3.3426370000000003,2
117,-4.145299,1.0750170000000001,2
118,2.571072,1.338165,1
119,-4.899442,1.097732,2
120,5.476369999999999,-0.174215,1
121,-2.165679,1.5830030000000002,2
122,-5.9876,-0.087109,2
123,4.096554,2.712063,1
124,-8.806723,-4.337324,2
125,-2.6585490000000003,-4.805128,1
126,-4.585617,-3.892274,1
127,-5.5464720000000005,-8.371969,2
128,0.544397,-5.077699,1
129,-3.7118279999999997,-3.5620559999999997,1
130,-3.169516,1.366479,2
131,0.506076,-1.074994,2
132,3.052334,1.437637,1
133,-1.7836830000000001,1.8057349999999999,2
134,-8.216335,-4.136737999999999,2
135,-0.14211700000000002,-0.791409,2
136,0.577213,-4.68737,1
