,A1,A2,Class
0,-6.723577000000001,-0.008179,2
1,-4.19563,-2.706039,1
2,2.167632,1.9167029999999998,1
3,-0.010619,-0.975659,2
4,-7.884212,-7.011861,2
5,-0.545687,-2.404205,1
6,4.047936,1.756462,1
7,-1.7218380000000002,0.6358520000000001,2
8,-1.9759950000000002,1.322193,2
9,-7.215461,-7.039834,2
10,-8.231542,-2.975821,2
11,-8.216612,-1.807351,2
12,-6.854682,0.32307199999999997,2
13,-3.040962,-5.389921,1
14,-5.6848279999999995,-0.658188,2
15,-5.643108,1.247318,2
16,-2.851666,2.543452,2
17,-3.1604959999999997,-2.649209,1
18,2.380882,-0.76657,2
19,-6.315046,0.725719,2
20,3.627213,-2.77032,1
21,-2.372441,-0.504633,2
22,4.3476,5.012492,1
23,-6.891645,-7.332689,2
24,-0.136206,-4.7339519999999995,1
25,-4.625866,-2.081586,1
26,4.022532,-2.067284,1
27,5.173963,-1.587228,1
28,0.988808,-0.787615,2
29,5.361873999999999,-1.8270849999999998,1
30,-9.089369,-4.873428,2
31,-8.453959,-4.102085,2
32,0.994059,-3.273298,1
33,4.029427,5.760557,1
34,-5.116395,-0.001009,2
35,-4.860818,1.267009,2
36,-1.473791,1.613393,2
37,3.9146089999999996,1.723999,1
38,-7.999169,-2.6153060000000004,2
39,-10.715842,-4.53902,2
40,0.7043729999999999,-0.9545370000000001,2
41,-7.175134,-6.871944999999999,2
42,-2.092504,-4.226682,1
43,5.771603,3.260472,1
44,0.390002,-5.245128,1
45,-8.559746,-5.198780999999999,2
46,5.584583,2.109118,1
47,-9.027679,-1.265639,2
48,3.6634379999999998,-4.652430000000001,1
49,-7.716216,-4.447903,2
50,-2.305527,-0.10557000000000001,2
51,0.605456,-4.52865,1
52,3.290546,-3.0814310000000003,1
53,-5.036485,1.6560810000000001,2
54,0.16281600000000002,0.548057,2
55,-8.549425999999999,-7.132658,2
56,-8.950044,-4.407833,2
57,-1.863896,-5.026142,1
58,3.478592,4.625499,1
59,-8.483459,-7.289339,2
60,3.461929,3.270489,1
61,-5.84157,-9.158600999999999,2
62,4.1087169999999995,-0.295392,1
63,0.6978340000000001,-1.305634,2
64,-5.9876,-0.087109,2
65,4.710235,-1.168086,1
66,-1.04094,-2.6716439999999997,1
67,-7.991319,0.710673,2
68,0.670329,-5.861207,1
69,-1.5187389999999998,1.380483,2
70,-2.147954,0.289907,2
71,-2.773508,-0.8888799999999999,2
72,-1.7551290000000002,-3.7511120000000004,1
73,-7.556272,-2.26856,2
74,-2.655672,-4.342625,1
75,3.6577620000000004,-3.1874830000000003,1
76,-0.524775,0.659717,2
77,3.7954800000000004,-1.124195,1
78,-6.908347,-8.279347999999999,2
79,-6.690197,-5.998687,2
80,-2.85256,0.246179,2
81,-7.350656,-5.83944,2
82,-3.4687360000000003,-2.2894259999999997,1
83,4.892867,2.879315,1
84,-0.938945,-4.946771,1
85,4.9122010000000005,-2.821524,1
86,-7.9591009999999995,-6.149526,2
87,-8.361972,-1.014564,2
88,0.912364,-0.35341300000000003,2
89,-3.326478,2.926484,2
90,0.759091,-5.071059,1
91,5.610203,2.610115,1
92,3.8894,3.6271199999999997,1
93,-1.7792150000000002,0.163846,2
94,4.879004,-2.0695259999999998,1
95,3.461092,-4.012971,1
96,-1.044511,0.41713999999999996,2
97,-2.738235,-4.43139,1
98,3.2799169999999997,-4.7575080000000005,1
99,-3.744879,1.7565080000000002,2
100,0.202931,1.033939,2
101,5.337316,-2.0242709999999997,1
102,3.774121,2.579456,1
103,-6.483295,-0.47048100000000004,2
104,-3.0698819999999998,-3.6575309999999996,1
105,3.935028,-4.078328,1
106,5.897749,0.7594920000000001,1
107,-3.224774,-4.776264,1
108,-9.251119000000001,-9.153332,2
109,4.203474,-3.1839720000000002,1
110,-0.943948,3.060741,2
111,-8.679936,1.3212629999999999,2
112,-0.336319,-1.57569,2
113,4.834286,-3.696849,1
114,3.793283,-4.448974,1
115,0.12800599999999998,-6.025796,1
116,1.311351,-4.941718,1
117,0.834725,-0.421034,2
118,-3.219217,-5.458539,1
119,-4.788635,0.30640100000000003,2
120,-1.2655459999999998,-5.174574,1
121,2.347163,-3.136507,1
122,-10.137972,-1.152932,2
123,-9.032109,-0.9689530000000001,2
124,-6.238491000000001,0.24688600000000002,2
125,-9.355632,-1.284096,2
126,0.192099,-4.592836,1
127,-4.189916,1.718406,2
128,-7.508558,-0.613592,2
129,-8.478905000000001,-2.174446,2
130,2.797591,-3.4906980000000005,1
131,-4.8741010000000005,1.044162,2
132,1.584171,-4.779457,1
133,3.689511,4.7366150000000005,1
134,-4.279568,-3.5789089999999995,1
135,-0.205833,0.930716,2
136,0.503744,1.5938299999999999,2
137,-4.051754,-3.821567,1
138,1.661096,3.63326,1
139,1.325126,-5.028925,1
140,-8.586611,-3.6729510000000003,2
141,3.373742,5.930341,1
142,-8.190085,-0.6508689999999999,2
143,-9.927417,-2.418614,2
144,-1.442045,2.577516,2
145,0.544397,-5.077699,1
146,-0.268397,-1.019488,2
147,-7.082147999999999,-7.975372,2
148,-1.918335,-4.905081,1
149,-10.031061,-5.835991,2
150,3.090264,5.50663,1
151,0.473785,-5.129745,1
152,5.101918,2.44347,1
153,-4.264745,-7.125775999999999,2
154,1.571782,-4.0225040000000005,1
155,-7.041614999999999,-0.7330840000000001,2
156,3.49041,-2.721762,1
157,-7.822666000000001,-2.969377,2
158,-1.871346,-1.6862970000000002,2
159,0.145451,-0.395468,2
160,-6.724398,-1.475976,2
161,0.834592,-3.012053,1
162,-8.662817,-0.188126,2
163,-6.498549,1.872082,2
164,-0.9596120000000001,0.47190200000000004,2
165,0.577213,-4.68737,1
166,4.935452,-3.0255509999999997,1
167,2.541876,-4.404938,1
168,5.936472,0.470738,1
169,2.492848,4.74562,1
170,-4.804537,-7.921647,2
171,-1.888541,-0.072476,2
172,-6.508165,-8.943647,2
173,-8.146918,-3.5866029999999998,2
174,1.550078,-2.7403720000000003,1
175,-1.194118,-0.777712,2
176,-3.007869,-3.839639,1
177,5.197961,-0.60117,1
