,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,Class
0,-0.489724,-0.24635500000000002,-2.412474,-0.025453,-0.710535,-0.319796,-0.966425,1.045949,0.617309,-0.22463899999999998,-2.38693,1.027144,-0.427864,1.2141979999999999,-0.196516,-0.5547350000000001,-0.34026100000000004,0.319891,-0.20694200000000001,-0.46845600000000004,0.639601,-0.149833,-0.499626,0.7656569999999999,1
1,-1.338467,-0.500941,-0.51662,0.260936,-0.710535,-0.319796,-0.966425,-0.7652180000000001,-0.344231,-0.577567,0.463136,-0.70497,-0.427864,1.2141979999999999,-0.196516,1.815927,-0.34026100000000004,0.319891,-0.20694200000000001,-0.46845600000000004,0.639601,-0.149833,-0.499626,0.7656569999999999,2
2,-1.338467,0.771991,-0.51662,-0.311841,-0.710535,0.513007,-0.966425,1.045949,-1.305771,-1.106959,0.463136,-0.70497,-0.427864,-0.823047,-0.196516,-0.5547350000000001,-0.34026100000000004,0.319891,-0.20694200000000001,2.148619,-1.588975,-0.149833,-0.499626,0.7656569999999999,2
3,-1.338467,-1.264701,1.379234,0.15354,-0.710535,-0.319796,0.450621,0.14036500000000002,-1.305771,0.12828900000000001,0.463136,2.759258,2.332548,-0.823047,-0.196516,1.815927,-0.34026100000000004,0.319891,-0.20694200000000001,2.148619,-1.588975,-0.149833,-0.499626,0.7656569999999999,1
4,1.20776,-1.010114,-0.51662,-0.741424,-0.710535,-1.1526,-0.966425,1.045949,-1.305771,-1.106959,0.463136,-0.70497,-0.427864,1.2141979999999999,-0.196516,-0.5547350000000001,-0.34026100000000004,0.319891,-0.20694200000000001,2.148619,-1.588975,-0.149833,-0.499626,0.7656569999999999,1
5,1.20776,0.262818,1.379234,-0.276043,-0.067517,0.513007,1.867666,0.14036500000000002,-0.344231,-0.754031,0.463136,1.027144,-0.427864,1.2141979999999999,-0.196516,1.815927,-0.34026100000000004,0.319891,-0.20694200000000001,-0.46845600000000004,0.639601,-0.149833,-0.499626,0.7656569999999999,1
6,1.20776,2.8086830000000003,-2.412474,2.194057,1.861537,-0.319796,0.450621,-0.7652180000000001,-0.344231,0.30475399999999997,0.463136,-0.70497,2.332548,-0.823047,-0.196516,-0.5547350000000001,2.963246,0.319891,-0.20694200000000001,-0.46845600000000004,0.639601,-0.149833,1.998503,-1.3036860000000001,1
7,-1.338467,0.262818,-1.464547,0.11774100000000001,-0.710535,-0.319796,-0.966425,1.045949,0.617309,-1.195192,-2.38693,-0.70497,-0.427864,-0.823047,5.114739,-0.5547350000000001,2.963246,-3.119802,-0.20694200000000001,2.148619,-1.588975,-0.149833,-0.499626,0.7656569999999999,1
8,1.20776,-0.500941,0.431307,-0.6340279999999999,-0.710535,-0.319796,1.867666,0.14036500000000002,-1.305771,-0.22463899999999998,-2.38693,1.027144,-0.427864,-0.823047,-0.196516,-0.5547350000000001,-0.34026100000000004,0.319891,-0.20694200000000001,-0.46845600000000004,0.639601,-0.149833,-0.499626,0.7656569999999999,1
9,1.20776,0.008232,1.379234,0.010346,-0.710535,1.34581,0.450621,1.045949,0.617309,0.040057,0.463136,-0.70497,-0.427864,1.2141979999999999,-0.196516,-0.5547350000000001,2.963246,0.319891,-0.20694200000000001,-0.46845600000000004,0.639601,-0.149833,-0.499626,-1.3036860000000001,1
