,A1,A2,A3,A4,Class
0,23,6,1500,45,0
1,4,4,1000,18,0
2,4,4,1000,26,0
3,11,4,1000,16,1
4,2,2,500,16,0
5,4,17,4250,71,1
6,9,4,1000,65,0
7,7,11,2750,89,0
8,16,1,250,16,0
9,9,5,1250,51,1
10,21,1,250,21,0
11,4,6,1500,28,1
12,9,2,500,16,1
13,2,6,1500,28,1
14,23,15,3750,57,0
15,14,5,1250,28,1
16,2,50,12500,98,1
17,11,2,500,52,0
18,16,7,1750,39,0
19,14,5,1250,14,0
20,14,6,1500,51,0
21,2,3,750,35,0
22,23,1,250,23,0
23,11,24,6000,64,0
24,4,5,1250,46,0
25,14,2,500,14,0
26,1,14,3500,58,0
27,4,11,2750,78,0
28,16,1,250,16,0
29,2,2,500,4,1
30,4,8,2000,26,1
31,2,4,1000,23,0
32,16,11,2750,40,0
33,4,2,500,4,1
34,9,3,750,52,0
35,11,1,250,11,1
36,2,1,250,2,0
37,35,3,750,64,0
38,4,5,1250,33,1
39,14,3,750,19,1
40,2,2,500,22,0
41,14,2,500,14,0
42,4,2,500,4,1
43,21,3,750,26,0
44,10,4,1000,16,0
45,4,11,2750,64,1
46,2,11,2750,26,0
47,4,5,1250,26,1
48,11,1,250,11,0
49,16,6,1500,35,1
50,2,2,500,11,0
51,4,33,8250,98,1
52,2,1,250,2,0
53,14,3,750,21,0
54,2,1,250,2,0
55,4,1,250,4,0
56,23,5,1250,33,0
57,11,3,750,23,0
58,2,1,250,2,1
59,4,1,250,4,0
60,2,3,750,14,0
61,11,8,2000,52,1
62,2,5,1250,26,0
63,6,3,750,26,0
64,2,12,3000,52,0
65,2,7,1750,14,1
66,16,4,1000,40,0
67,2,1,250,2,0
68,4,9,2250,28,1
69,14,1,250,14,0
70,2,2,500,14,0
71,2,2,500,41,0
72,3,6,1500,21,0
73,16,3,750,50,0
74,16,5,1250,60,0
75,4,3,750,16,1
76,14,1,250,14,0
77,4,1,250,4,1
78,2,1,250,2,0
79,14,1,250,14,0
80,23,3,750,35,0
81,16,2,500,16,0
82,11,5,1250,41,0
83,2,6,1500,15,1
84,2,4,1000,16,0
85,4,5,1250,16,1
86,11,1,250,11,0
87,14,5,1250,74,0
88,21,3,750,70,0
89,2,10,2500,28,1
90,2,1,250,2,1
91,14,5,1250,26,0
92,14,4,1000,26,0
93,11,7,1750,37,0
94,9,2,500,26,0
95,11,1,250,11,0
96,21,3,750,26,1
97,14,3,750,33,0
98,2,5,1250,63,0
99,11,3,750,16,1
100,4,4,1000,16,0
101,2,3,750,19,0
102,2,1,250,2,0
103,4,5,1250,58,0
104,2,3,750,75,1
105,14,3,750,52,0
106,16,2,500,16,0
107,2,1,250,2,0
108,21,2,500,41,0
109,2,1,250,2,1
110,11,5,1250,37,1
111,16,2,500,26,0
112,4,6,1500,47,0
113,4,6,1500,14,0
114,23,2,500,87,0
115,4,5,1250,14,1
116,4,4,1000,14,1
117,4,3,750,25,1
118,11,1,250,11,0
119,40,1,250,40,0
120,2,34,8500,77,1
121,11,2,500,25,0
122,23,1,250,23,0
123,2,12,3000,82,0
124,2,5,1250,34,0
125,2,1,250,2,0
126,14,1,250,14,0
127,2,7,1750,77,0
128,2,12,3000,70,1
129,11,8,2000,41,1
130,2,20,5000,45,1
131,2,5,1250,33,1
132,4,1,250,4,0
133,4,2,500,4,0
134,4,1,250,4,0
135,23,14,3500,93,0
136,23,8,2000,46,0
137,23,3,750,89,0
138,5,46,11500,98,1
139,11,3,750,76,0
140,4,10,2500,28,1
141,4,1,250,4,0
142,4,7,1750,58,0
143,2,8,2000,35,1
144,4,1,250,4,0
145,1,7,1750,57,0
146,1,14,3500,95,0
147,21,1,250,21,0
148,14,2,500,14,0
149,11,1,250,11,0
150,2,6,1500,22,1
151,13,3,750,16,0
152,4,6,1500,43,0
153,21,2,500,33,0
154,21,1,250,21,0
155,16,4,1000,23,0
156,2,1,250,2,0
157,16,10,2500,62,0
158,16,1,250,16,0
159,16,5,1250,71,0
160,4,4,1000,43,1
161,23,2,500,28,0
162,14,8,2000,50,0
163,4,5,1250,58,0
164,2,1,250,2,0
165,11,22,5500,98,0
166,5,6,1500,28,0
167,6,22,5500,28,1
168,4,7,1750,25,0
169,8,10,2500,63,0
170,23,19,4750,62,0
171,21,6,1500,48,0
172,9,1,250,9,0
173,4,2,500,4,0
174,2,4,1000,16,0
175,11,11,2750,42,0
176,14,4,1000,38,0
177,16,7,1750,87,1
178,2,3,750,14,0
179,4,1,250,4,0
180,23,4,1000,45,0
181,7,2,500,16,0
182,21,2,500,23,0
183,14,18,4500,78,0
184,4,3,750,71,0
185,2,1,250,2,0
186,4,6,1500,35,0
187,4,5,1250,35,1
188,2,1,250,2,0
189,14,8,2000,26,0
190,2,4,1000,14,1
191,2,1,250,2,0
192,4,4,1000,4,0
193,2,11,2750,28,0
194,21,2,500,23,0
195,3,5,1250,38,0
196,21,6,1500,86,0
197,9,9,2250,54,0
198,4,7,1750,62,0
199,11,3,750,40,1
200,16,3,750,40,0
201,3,5,1250,26,0
202,4,2,500,30,0
203,4,6,1500,52,0
204,2,7,1750,76,0
205,11,6,1500,71,0
206,3,16,4000,74,0
207,16,1,250,16,0
208,2,3,750,38,1
209,16,4,1000,33,0
210,23,1,250,23,0
211,1,24,6000,77,0
212,11,17,4250,79,1
213,0,26,6500,76,1
214,9,2,500,11,0
215,21,13,3250,57,0
216,2,7,1750,77,0
217,2,5,1250,16,1
218,23,1,250,23,0
219,11,2,500,11,0
220,4,6,1500,39,0
221,3,1,250,3,1
222,11,11,2750,38,0
223,16,5,1250,27,0
224,14,3,750,35,0
225,4,9,2250,46,0
226,4,9,2250,52,0
227,4,1,250,4,1
228,2,3,750,9,1
229,11,2,500,14,0
230,11,8,2000,72,0
231,14,5,1250,64,0
232,16,4,1000,28,0
233,3,21,5250,42,1
234,2,2,500,4,1
235,16,3,750,21,1
236,2,13,3250,76,1
237,2,1,250,2,0
