,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,Class
0,1,0,0.9703200000000001,-0.14384,0.9132399999999999,-0.00228,0.96575,-0.17123,0.9863,0.18265,0.91781,0.00228,0.9360700000000001,-0.08447,0.9132399999999999,-0.00228,0.8675799999999999,-0.08676,0.9703200000000001,-0.21233000000000002,1.0,0.10274000000000001,0.92009,-0.05251,0.92466,0.06849,0.9404299999999999,-0.09252,0.9703200000000001,-0.20090999999999998,0.85388,-0.08676,0.96575,-0.21918,g
1,1,0,1.0,0.06655,1.0,-0.18388,1.0,-0.2732,1.0,-0.43107,1.0,-0.41348999999999997,0.9623200000000001,-0.51874,0.9071100000000001,-0.59017,0.8923,-0.66474,0.69876,-0.70997,0.70645,-0.7632,0.63081,-0.8054399999999999,0.55867,-0.89128,0.47211000000000003,-0.865,0.40303,-0.83675,0.30996,-0.8909299999999999,0.22995,-0.8915799999999999,g
2,1,0,0.69444,0.38889,0.0,0.0,-0.32937,0.6984100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.20635,-0.24206,0.21031999999999998,0.19444,0.46429,0.78175,0.0,0.0,0.0,0.0,0.7341300000000001,0.27381,0.7619,0.6349199999999999,0.0,0.0,0.0,0.0,0.0,0.0,b
3,0,0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,b
4,1,0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.0184,1.0,-1.0,1.0,1.0,1.0,-0.85583,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-0.7914100000000001,1.0,1.0,1.0,1.0,b
5,1,0,1.0,0.09091,0.95455,-0.09091,0.77273,0.0,1.0,0.0,0.95455,0.0,1.0,0.04545,0.90909,-0.04545,1.0,0.0,1.0,0.0,0.86364,0.09091,0.77273,0.09091,0.90909,0.04545,0.9154100000000001,0.02897,0.95455,0.09091,0.86364,-0.09091,0.86364,0.04545,g
6,1,0,0.47938000000000003,-0.12370999999999999,0.42783999999999994,-0.12370999999999999,0.70103,-0.39175,0.73196,0.07216,0.26289,-0.21649000000000002,0.49485,0.15979000000000002,0.45361,-0.11855999999999998,0.42268,0.061860000000000005,0.5,-0.2732,0.5463899999999999,0.18557,0.42268,0.08247,0.70619,0.19588,0.53396,-0.12447000000000001,0.15464,-0.26289,0.47423000000000004,0.04124,0.45361,-0.51546,g
7,1,0,0.7087,-0.24783000000000002,0.64348,0.04348,0.45216999999999996,0.38261,0.65217,0.18261,0.5,0.26957,0.57826,-0.23043000000000002,0.50435,0.37826,0.38695999999999997,-0.42608999999999997,0.36086999999999997,-0.26087,0.26957,0.11739000000000001,0.53246,-0.03845,0.31304,-0.12174000000000001,0.4993,-0.04264,0.48348,-0.04448,0.64348,-0.25217,0.50435,0.14783,g
8,1,0,1.0,0.11385,0.70019,-0.12144,0.81594,0.09677000000000001,0.71157,0.01139,0.56167,-0.0778,0.6907,0.12524000000000002,0.58634,0.03985,0.5313100000000001,-0.03416,0.6945,0.16888,0.7267600000000001,0.07211000000000001,0.32068,0.058820000000000004,0.5332100000000001,0.37381,0.4909,0.17951,0.1518,0.32448,0.44141,0.18897,0.56167,0.1518,g
9,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47744,-0.8909799999999999,-0.5150399999999999,0.45488999999999996,-0.95489,0.28570999999999996,0.64662,1.0,0.0,0.0,0.0,0.0,0.6203,0.20301,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,b
10,1,0,-0.65625,0.15625,0.0625,0.0,0.0,0.0625,0.625,0.0625,0.1875,0.0,-0.03125,0.09375,0.0625,0.0,0.15625,-0.15625,0.4375,-0.375,0.0,-0.09375,0.0,0.0,0.03125,-0.46875,0.03125,0.0,-0.71875,0.03125,-0.03125,0.0,0.0,0.09375,b
11,1,0,0.5984,0.40331999999999996,0.82809,0.80521,0.7600100000000001,0.70709,0.8401,-0.10984000000000001,0.97311,0.07981,0.95824,-0.8572700000000001,0.9196200000000001,0.88444,0.95452,-0.05206,0.8867299999999999,0.18135,0.9848399999999999,-0.69594,0.8667,-0.85755,0.28604,-0.30063,1.0,0.17076,0.62958,0.42677,0.8775700000000001,0.81007,0.81979,0.6882199999999999,b
12,1,0,0.85209,0.39252,0.38887,0.76432,0.08857999999999999,0.98903,-0.42625,0.88744,-0.7622899999999999,0.4998,-0.9309200000000001,0.10768,-0.8590000000000001,-0.31044,-0.6603,-0.55262,-0.1926,-0.8606299999999999,0.28444,-0.80496,0.64649,-0.3523,0.7781399999999999,-0.23324,0.7169800000000001,0.21343,0.3783,0.5831,0.19667,0.66315,-0.11215,0.64933,g
13,1,0,0.94331,0.19959000000000002,0.9613200000000001,0.40803,0.80514,0.5656899999999999,0.56687,0.7083,0.41836,0.8323,0.14939000000000002,0.89489,0.05167000000000001,0.9368200000000001,-0.24741999999999997,0.83939,-0.42811000000000005,0.75554,-0.50251,0.62563,-0.65515,0.5042800000000001,-0.6885100000000001,0.30912,-0.7709699999999999,0.15619,-0.7540600000000001,-0.043989999999999994,-0.7519899999999999,-0.17920999999999998,-0.66932,-0.34367,g
