,A1,A2,A3,A4,A5,A6,A7,Class
0,0.73,0.36,0.48,0.5,0.53,0.91,0.92,2
1,0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
2,0.4,0.45,0.48,0.5,0.38,0.22,0.0,1
3,0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
4,0.31,0.23,0.48,0.5,0.73,0.05,0.14,1
5,0.31,0.5,0.48,0.5,0.57,0.84,0.85,2
6,0.68,0.82,0.48,0.5,0.38,0.65,0.56,8
7,0.34,0.28,0.48,0.5,0.41,0.35,0.44,1
8,0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
9,0.23,0.32,0.48,0.5,0.55,0.25,0.35,1
10,0.34,0.49,0.48,0.5,0.58,0.85,0.8,2
11,0.3,0.16,0.48,0.5,0.56,0.11,0.23,1
12,0.58,0.55,0.48,0.5,0.57,0.7,0.74,2
13,0.18,0.3,0.48,0.5,0.46,0.24,0.35,1
14,0.69,0.59,0.48,0.5,0.77,0.39,0.21,6
15,0.68,0.76,0.48,0.5,0.84,0.45,0.27,6
16,0.65,0.55,0.48,0.5,0.34,0.37,0.28,1
17,0.71,0.71,0.48,0.5,0.4,0.54,0.39,8
18,0.5,0.51,0.48,0.5,0.27,0.23,0.34,1
19,0.59,0.56,0.48,0.5,0.55,0.8,0.82,2
20,0.6,0.76,1.0,0.5,0.77,0.59,0.52,6
21,0.29,0.37,0.48,0.5,0.48,0.44,0.52,1
22,0.7,0.71,0.48,0.5,0.42,0.84,0.85,8
23,0.17,0.52,0.48,0.5,0.49,0.37,0.46,1
24,0.55,0.47,0.48,0.5,0.57,0.78,0.8,2
25,0.64,0.84,0.48,0.5,0.37,0.45,0.4,8
26,0.0,0.51,0.48,0.5,0.35,0.67,0.44,2
27,0.6,0.46,0.48,0.5,0.45,0.81,0.83,2
28,0.89,0.55,0.48,0.5,0.51,0.72,0.76,2
29,0.16,0.43,0.48,0.5,0.54,0.27,0.37,1
30,0.59,0.61,0.48,0.5,0.42,0.42,0.37,8
31,0.72,0.86,0.48,0.5,0.17,0.55,0.21,8
32,0.73,0.78,0.48,0.5,0.58,0.51,0.31,8
33,0.4,0.5,0.48,0.5,0.65,0.82,0.84,2
34,0.23,0.4,0.48,0.5,0.39,0.28,0.38,1
35,0.75,0.84,0.48,0.5,0.35,0.52,0.33,8
36,0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
37,0.11,0.5,0.48,0.5,0.58,0.72,0.68,2
38,0.52,0.39,0.48,0.5,0.65,0.71,0.73,2
39,0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
40,0.29,0.47,0.48,0.5,0.41,0.23,0.34,1
41,0.49,0.61,1.0,0.5,0.56,0.71,0.74,5
42,0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
43,0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
44,0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
45,0.24,0.34,0.48,0.5,0.38,0.3,0.4,1
46,0.35,0.51,0.48,0.5,0.61,0.71,0.74,2
47,0.41,0.48,0.48,0.5,0.51,0.44,0.51,1
48,0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
49,0.47,0.29,0.48,0.5,0.51,0.33,0.43,1
50,0.27,0.35,0.48,0.5,0.51,0.77,0.79,2
51,0.34,0.46,0.48,0.5,0.52,0.35,0.44,1
52,0.36,0.47,0.48,0.5,0.51,0.69,0.72,2
53,0.3,0.44,0.48,0.5,0.49,0.22,0.33,1
54,0.59,0.49,0.48,0.5,0.52,0.45,0.36,1
55,0.31,0.44,0.48,0.5,0.5,0.79,0.82,2
56,0.83,0.37,0.48,0.5,0.61,0.71,0.74,2
57,0.65,0.51,0.48,0.5,0.66,0.54,0.33,6
58,0.17,0.39,0.48,0.5,0.53,0.3,0.39,1
59,0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
60,0.74,0.82,0.48,0.5,0.49,0.49,0.41,8
61,0.43,0.4,0.48,0.5,0.58,0.75,0.78,2
62,0.71,0.86,0.48,0.5,0.4,0.54,0.32,8
63,0.28,0.38,0.48,0.5,0.5,0.33,0.42,1
64,0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
65,0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
66,0.44,0.49,0.48,0.5,0.39,0.38,0.4,1
67,0.29,0.47,0.48,0.5,0.71,0.65,0.69,2
68,0.63,0.65,0.48,0.5,0.66,0.67,0.71,2
69,0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
70,0.87,0.49,0.48,0.5,0.61,0.76,0.79,5
71,0.74,0.78,0.48,0.5,0.75,0.54,0.15,6
72,0.24,0.41,0.48,0.5,0.49,0.23,0.34,1
73,0.63,0.83,0.48,0.5,0.4,0.39,0.19,8
74,0.41,0.43,0.48,0.5,0.5,0.24,0.25,1
75,0.29,0.28,0.48,0.5,0.44,0.23,0.34,1
76,0.32,0.42,0.48,0.5,0.35,0.28,0.38,1
77,0.63,0.65,0.48,0.5,0.39,0.44,0.35,8
78,0.23,0.58,0.48,0.5,0.37,0.53,0.59,1
79,0.76,0.73,0.48,0.5,0.44,0.39,0.39,8
80,0.22,0.34,0.48,0.5,0.42,0.29,0.39,1
81,0.81,0.53,0.48,0.5,0.57,0.87,0.88,5
82,0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
83,0.5,0.49,0.48,0.5,0.49,0.46,0.53,1
84,0.79,0.41,0.48,0.5,0.66,0.81,0.83,5
85,0.78,0.44,0.48,0.5,0.45,0.73,0.68,5
86,0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
87,0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
88,0.69,0.39,0.48,0.5,0.57,0.76,0.79,2
89,0.61,0.47,0.48,0.5,0.0,0.8,0.32,2
90,0.58,0.6,0.48,0.5,0.59,0.73,0.76,5
91,0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
92,0.85,0.53,0.48,0.5,0.53,0.52,0.35,3
93,0.68,0.63,0.48,0.5,0.73,0.4,0.3,6
94,0.0,0.38,0.48,0.5,0.42,0.48,0.55,1
95,0.63,0.8,0.48,0.5,0.46,0.31,0.29,8
96,0.5,0.66,0.48,0.5,0.31,0.92,0.92,2
97,0.67,0.81,0.48,0.5,0.25,0.42,0.25,8
98,0.66,0.53,0.48,0.5,0.59,0.66,0.66,2
99,0.69,0.8,0.48,0.5,0.46,0.57,0.26,8
100,0.25,0.48,0.48,0.5,0.44,0.17,0.29,1
101,0.63,0.49,0.48,0.5,0.54,0.76,0.79,3
102,0.63,0.47,0.48,0.5,0.51,0.82,0.84,2
103,0.41,0.51,0.48,0.5,0.53,0.75,0.78,2
104,0.77,0.55,0.48,0.5,0.51,0.78,0.74,5
105,0.53,0.42,0.48,0.5,0.16,0.29,0.39,1
106,0.7,0.46,0.48,0.5,0.56,0.78,0.73,2
107,0.49,0.43,0.48,0.5,0.49,0.3,0.4,1
108,0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
109,0.23,0.48,0.48,0.5,0.59,0.88,0.89,2
110,0.79,0.54,0.48,0.5,0.5,0.66,0.68,5
111,0.42,0.4,0.48,0.5,0.56,0.18,0.3,1
112,0.58,0.34,0.48,0.5,0.56,0.87,0.81,2
113,0.64,0.81,0.48,0.5,0.37,0.39,0.44,8
114,0.68,0.67,0.48,0.5,0.49,0.4,0.34,8
115,0.72,0.42,0.48,0.5,0.65,0.77,0.79,5
116,0.33,0.56,0.48,0.5,0.33,0.78,0.8,2
117,0.56,0.4,0.48,0.5,0.49,0.37,0.46,1
118,0.42,0.3,0.48,0.5,0.48,0.26,0.36,1
119,0.56,0.51,0.48,0.5,0.34,0.37,0.46,1
120,0.83,0.48,0.48,0.5,0.65,0.76,0.79,5
121,0.47,0.28,0.48,0.5,0.56,0.2,0.25,1
122,0.34,0.67,0.48,0.5,0.52,0.76,0.79,2
123,0.4,0.5,0.48,0.5,0.45,0.39,0.47,1
124,0.63,0.69,0.48,0.5,0.65,0.41,0.28,6
125,0.32,0.33,0.48,0.5,0.6,0.06,0.2,1
126,0.68,0.51,0.48,0.5,0.71,0.75,0.78,2
127,0.77,0.57,0.48,0.5,0.88,0.53,0.2,6
128,0.81,0.52,0.48,0.5,0.57,0.78,0.8,5
129,0.76,0.71,0.48,0.5,0.5,0.71,0.75,5
130,0.33,0.45,0.48,0.5,0.52,0.32,0.41,1
131,0.25,0.51,0.48,0.5,0.37,0.42,0.5,1
132,0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
133,0.75,0.55,1.0,1.0,0.4,0.47,0.3,4
134,0.49,0.29,0.48,0.5,0.56,0.24,0.35,1
135,0.61,0.66,0.48,0.5,0.46,0.87,0.88,2
136,0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
137,0.73,0.84,0.48,0.5,0.86,0.58,0.29,6
138,0.86,0.39,0.48,0.5,0.59,0.89,0.9,5
139,0.66,0.49,1.0,0.5,0.54,0.56,0.36,7
140,0.67,0.37,0.48,0.5,0.54,0.64,0.68,5
141,0.57,0.59,0.48,0.5,0.39,0.47,0.33,8
142,0.73,0.26,0.48,0.5,0.57,0.75,0.78,5
143,0.34,0.51,0.48,0.5,0.67,0.9,0.9,2
144,0.65,0.57,0.48,0.5,0.47,0.47,0.51,8
145,0.36,0.45,0.48,0.5,0.38,0.79,0.17,2
146,0.4,0.41,0.48,0.5,0.55,0.22,0.33,1
147,0.46,0.59,0.48,0.5,0.36,0.76,0.23,2
148,0.68,0.49,1.0,0.5,0.62,0.55,0.28,7
149,0.6,0.5,1.0,0.5,0.54,0.77,0.8,2
150,0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
151,0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
152,0.7,0.53,0.48,0.5,0.7,0.86,0.87,5
153,0.84,0.54,0.48,0.5,0.75,0.92,0.7,5
154,0.62,0.78,0.48,0.5,0.47,0.49,0.54,8
155,0.7,0.4,0.48,0.5,0.56,0.86,0.83,2
156,0.51,0.4,0.48,0.5,0.57,0.62,0.67,2
157,0.66,0.71,0.48,0.5,0.41,0.5,0.35,8
158,0.42,0.35,0.48,0.5,0.58,0.15,0.27,1
159,0.74,0.49,0.48,0.5,0.42,0.54,0.36,8
160,0.26,0.4,0.48,0.5,0.36,0.26,0.37,1
161,0.64,0.72,0.48,0.5,0.49,0.42,0.19,8
162,0.23,0.33,0.48,0.5,0.43,0.33,0.43,1
163,0.21,0.34,0.48,0.5,0.51,0.28,0.39,1
164,0.5,0.57,0.48,0.5,0.71,0.61,0.66,2
165,0.31,0.36,0.48,0.5,0.58,0.94,0.94,2
166,0.68,0.78,0.48,0.5,0.43,0.44,0.42,8
