,A1,A2,A3,A4,Class
0,1,7,1750,57,0
1,5,14,3500,86,0
2,11,6,1500,71,0
3,16,7,1750,87,1
4,11,6,1500,58,0
5,4,1,250,4,0
6,7,9,2250,89,1
7,11,1,250,11,0
8,14,1,250,14,0
9,2,1,250,2,1
10,16,1,250,16,0
11,14,5,1250,28,1
12,4,7,1750,52,0
13,11,3,750,23,0
14,4,9,2250,28,1
15,2,5,1250,16,1
16,3,1,250,3,1
17,14,1,250,14,0
18,16,5,1250,60,0
19,14,8,2000,50,0
20,23,2,500,28,0
21,4,7,1750,58,0
22,2,4,1000,14,1
23,2,4,1000,16,0
24,12,11,2750,23,0
25,16,4,1000,33,0
26,4,1,250,4,0
27,7,14,3500,48,0
28,21,2,500,52,0
29,2,2,500,10,0
30,4,6,1500,35,0
31,11,7,1750,37,0
32,21,2,500,41,0
33,4,13,3250,39,1
34,4,17,4250,71,1
35,21,6,1500,48,0
36,2,3,750,22,0
37,4,2,500,29,0
38,23,6,1500,70,0
39,11,2,500,11,0
40,14,5,1250,26,0
41,2,41,10250,98,1
42,16,7,1750,64,0
43,21,2,500,23,0
44,4,2,500,14,0
45,22,1,250,22,1
46,7,12,3000,86,0
47,21,1,250,21,0
48,14,2,500,14,0
49,14,3,750,19,1
50,9,8,2000,38,1
51,18,2,500,23,0
52,11,2,500,24,0
53,2,3,750,35,0
54,4,1,250,4,0
55,4,5,1250,16,1
56,2,2,500,11,1
57,11,2,500,26,0
58,11,3,750,37,0
59,4,5,1250,74,0
60,2,9,2250,75,0
61,4,4,1000,14,1
62,4,2,500,46,0
63,16,4,1000,58,0
64,2,2,500,2,0
65,16,5,1250,71,0
66,23,4,1000,87,0
67,3,2,500,23,0
68,23,5,1250,33,0
69,2,1,250,2,0
70,14,4,1000,26,0
71,2,2,500,4,0
72,4,12,3000,34,1
73,4,3,750,16,1
74,14,1,250,14,0
75,14,6,1500,34,0
76,4,1,250,4,1
77,2,7,1750,29,0
78,4,6,1500,52,0
79,2,1,250,2,0
80,11,4,1000,34,0
81,4,1,250,4,1
82,14,7,1750,35,0
83,3,16,4000,74,0
84,4,7,1750,82,0
85,14,1,250,14,0
86,2,7,1750,14,1
87,16,15,3750,87,0
88,16,1,250,16,0
89,4,1,250,4,0
90,4,3,750,34,0
91,2,50,12500,98,1
92,12,11,2750,39,0
93,14,2,500,21,1
94,9,9,2250,16,0
95,2,3,750,11,0
96,2,6,1500,41,1
97,2,1,250,2,0
98,3,8,2000,50,0
99,8,15,3750,77,0
100,4,4,1000,26,0
101,4,3,750,25,1
102,4,9,2250,46,0
103,3,17,4250,86,0
104,16,4,1000,28,0
105,2,6,1500,45,0
106,16,7,1750,38,0
107,16,3,750,34,0
108,2,1,250,2,0
109,21,3,750,70,0
110,2,2,500,14,0
111,11,8,2000,52,1
112,2,1,250,2,0
113,2,2,500,11,0
114,4,9,2250,40,0
115,16,6,1500,35,1
116,23,4,1000,52,0
117,6,17,4250,70,0
118,14,4,1000,22,1
119,2,3,750,22,0
120,16,8,2000,28,0
121,2,16,4000,81,0
122,21,1,250,21,0
123,23,2,500,26,0
124,2,2,500,4,0
125,2,2,500,33,0
126,23,1,250,23,0
127,9,2,500,11,0
128,16,3,750,19,0
129,4,1,250,4,1
130,23,1,250,23,0
131,2,1,250,2,0
132,2,4,1000,23,0
133,14,8,2000,50,1
134,4,7,1750,62,0
135,4,6,1500,16,1
136,4,1,250,4,0
137,4,11,2750,95,0
138,21,5,1250,60,0
139,1,9,2250,51,0
140,14,1,250,14,0
141,2,5,1250,33,1
142,4,7,1750,52,0
143,16,6,1500,50,0
144,16,1,250,16,0
145,14,13,3250,57,0
146,4,3,750,16,0
147,11,4,1000,59,0
148,13,3,750,16,0
149,4,6,1500,14,0
150,4,2,500,4,0
151,14,1,250,14,0
152,16,1,250,16,0
153,11,2,500,14,0
154,11,1,250,11,0
155,4,4,1000,34,1
156,14,2,500,14,1
157,3,5,1250,26,0
